# latitude: -0.48783, longitude: -168.7426, year: 2009, month: 3, day: 14, cruise: 3871, uid: 11958792
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
9.94,0,,26.415,0,,35.2678,0,,198.9,,,,10.0
11.93,0,,26.416,0,,35.2678,0,,198.7,,,,12.0
13.92,0,,26.4164,0,,35.2678,0,,198.8,,,,14.0
15.91,0,,26.4167,0,,35.2678,0,,199.5,,,,16.0
17.9,0,,26.4162,0,,35.2678,0,,199.3,,,,18.0
19.89,0,,26.404,0,,35.2681,0,,198.9,,,,20.0
21.88,0,,26.3892,0,,35.2689,0,,198.6,,,,22.0
23.87,0,,26.3609,0,,35.2709,0,,197.7,,,,24.0
25.86,0,,26.3565,0,,35.2712,0,,197.4,,,,26.0
27.84,0,,26.3513,0,,35.2713,0,,197.1,,,,28.0
29.83,0,,26.348,0,,35.2718,0,,196.6,,,,30.0
31.82,0,,26.3284,0,,35.272,0,,196.8,,,,32.0
33.81,0,,26.2929,0,,35.274,0,,196.3,,,,34.0
35.8,0,,26.276,0,,35.2757,0,,195.0,,,,36.0
37.79,0,,26.2758,0,,35.2759,0,,194.5,,,,38.0
39.78,0,,26.2574,0,,35.2761,0,,193.9,,,,40.0
41.77,0,,26.2448,0,,35.2772,0,,193.8,,,,42.0
43.75,0,,26.2311,0,,35.278,0,,193.7,,,,44.0
45.74,0,,26.207,0,,35.2793,0,,193.3,,,,46.0
47.73,0,,26.1945,0,,35.28,0,,192.7,,,,48.0
49.72,0,,26.1881,0,,35.2807,0,,191.8,,,,50.0
51.71,0,,26.172,0,,35.2815,0,,191.5,,,,52.0
53.7,0,,26.1471,0,,35.2832,0,,190.7,,,,54.0
55.68,0,,26.1377,0,,35.2846,0,,189.7,,,,56.0
57.67,0,,26.1317,0,,35.2843,0,,188.6,,,,58.0
59.66,0,,26.1215,0,,35.2855,0,,188.6,,,,60.0
61.65,0,,26.0975,0,,35.2877,0,,188.3,,,,62.0
63.64,0,,26.0688,0,,35.2927,0,,187.5,,,,64.0
65.63,0,,26.0601,0,,35.2953,0,,186.7,,,,66.0
67.62,0,,26.0515,0,,35.2984,0,,186.2,,,,68.0
69.6,0,,26.0448,0,,35.3013,0,,185.0,,,,70.0
71.59,0,,26.0387,0,,35.3037,0,,184.5,,,,72.0
73.58,0,,26.0312,0,,35.307,0,,184.4,,,,74.0
