# latitude: -3.006, longitude: -168.7587, year: 1994, month: 11, day: 2, cruise: 12537, uid: 8077675
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
5.97,0,,29.861,0,,35.2912,0,,,,,,6.0
7.96,0,,29.8424,0,,35.2997,0,,,,,,8.0
9.94,0,,29.7961,0,,35.3162,0,,,,,,10.0
11.93,0,,29.7606,0,,35.3275,0,,,,,,12.0
13.92,0,,29.7608,0,,35.3398,0,,,,,,14.0
15.91,0,,29.7245,0,,35.3371,0,,,,,,16.0
17.9,0,,29.7268,0,,35.3435,0,,,,,,18.0
19.89,0,,29.7117,0,,35.3493,0,,,,,,20.0
21.88,0,,29.6936,0,,35.3527,0,,,,,,22.0
23.87,0,,29.6941,0,,35.3661,0,,,,,,24.0
25.86,0,,29.6841,0,,35.3761,0,,,,,,26.0
27.84,0,,29.6676,0,,35.3803,0,,,,,,28.0
29.83,0,,29.6399,0,,35.3806,0,,,,,,30.0
31.82,0,,29.626,0,,35.3799,0,,,,,,32.0
33.81,0,,29.6193,0,,35.3832,0,,,,,,34.0
35.8,0,,29.6083,0,,35.3869,0,,,,,,36.0
37.79,0,,29.591,0,,35.3866,0,,,,,,38.0
39.78,0,,29.5725,0,,35.3841,0,,,,,,40.0
41.76,0,,29.5612,0,,35.3827,0,,,,,,42.0
43.75,0,,29.554,0,,35.3823,0,,,,,,44.0
45.74,0,,29.5442,0,,35.3844,0,,,,,,46.0
47.73,0,,29.4856,0,,35.3864,0,,,,,,48.0
49.72,0,,29.4118,0,,35.395,0,,,,,,50.0
51.71,0,,29.3665,0,,35.4016,0,,,,,,52.0
53.7,0,,29.3331,0,,35.4125,0,,,,,,54.0
55.68,0,,29.3096,0,,35.4163,0,,,,,,56.0
57.67,0,,29.2905,0,,35.4177,0,,,,,,58.0
59.66,0,,29.2599,0,,35.42,0,,,,,,60.0
61.65,0,,29.2451,0,,35.4204,0,,,,,,62.0
63.64,0,,29.2317,0,,35.4217,0,,,,,,64.0
65.63,0,,29.2085,0,,35.4246,0,,,,,,66.0
67.61,0,,29.183,0,,35.4265,0,,,,,,68.0
69.6,0,,29.1676,0,,35.4286,0,,,,,,70.0
71.59,0,,29.1527,0,,35.4308,0,,,,,,72.0
73.58,0,,29.1173,0,,35.4349,0,,,,,,74.0
75.57,0,,29.075,0,,35.4343,0,,,,,,76.0
77.56,0,,29.0616,0,,35.4328,0,,,,,,78.0
79.54,0,,29.0453,0,,35.4321,0,,,,,,80.0
81.53,0,,29.0382,0,,35.4313,0,,,,,,82.0
83.52,0,,29.034,0,,35.4313,0,,,,,,84.0
85.51,0,,29.0326,0,,35.4311,0,,,,,,86.0
87.5,0,,29.0316,0,,35.4318,0,,,,,,88.0
89.48,0,,29.0302,0,,35.4325,0,,,,,,90.0
91.47,0,,29.0261,0,,35.433,0,,,,,,92.0
93.46,0,,29.0205,0,,35.4322,0,,,,,,94.0
95.45,0,,29.0175,0,,35.4326,0,,,,,,96.0
97.44,0,,29.0148,0,,35.4349,0,,,,,,98.0
99.43,0,,29.0118,0,,35.4351,0,,,,,,100.0
101.41,0,,29.0112,0,,35.4348,0,,,,,,102.0
103.4,0,,29.0057,0,,35.4343,0,,,,,,104.0
105.39,0,,29.003,0,,35.4341,0,,,,,,106.0
107.38,0,,29.001,0,,35.4341,0,,,,,,108.0
109.36,0,,28.9987,0,,35.4341,0,,,,,,110.0
111.35,0,,28.9989,0,,35.4344,0,,,,,,112.0
113.34,0,,28.9988,0,,35.4348,0,,,,,,114.0
115.33,0,,28.9979,0,,35.4347,0,,,,,,116.0
117.32,0,,28.9952,0,,35.4343,0,,,,,,118.0
119.3,0,,28.9917,0,,35.4339,0,,,,,,120.0
121.29,0,,28.9826,0,,35.4341,0,,,,,,122.0
123.28,0,,28.9645,0,,35.4314,0,,,,,,124.0
125.27,0,,28.9506,0,,35.4305,0,,,,,,126.0
127.26,0,,28.8627,0,,35.4476,0,,,,,,128.0
129.24,0,,28.6145,0,,35.4834,0,,,,,,130.0
131.23,0,,28.5017,0,,35.4958,0,,,,,,132.0
133.22,0,,28.404,0,,35.5116,0,,,,,,134.0
135.21,0,,28.2226,0,,35.5405,0,,,,,,136.0
137.19,0,,27.9699,0,,35.5786,0,,,,,,138.0
139.18,0,,27.7512,0,,35.6161,0,,,,,,140.0
141.17,0,,27.4408,0,,35.6682,0,,,,,,142.0
143.16,0,,26.8662,0,,35.7736,0,,,,,,144.0
145.14,0,,26.3639,0,,35.862,0,,,,,,146.0
147.13,0,,25.8474,0,,35.9049,0,,,,,,148.0
149.12,0,,25.529,0,,35.9184,0,,,,,,150.0
151.11,0,,25.0358,0,,35.9623,0,,,,,,152.0
153.09,0,,24.3453,0,,35.9685,0,,,,,,154.0
155.08,0,,23.3787,0,,35.9459,0,,,,,,156.0
157.07,0,,23.0339,0,,35.9274,0,,,,,,158.0
159.06,0,,22.1038,0,,35.8853,0,,,,,,160.0
161.04,0,,21.5771,0,,35.8557,0,,,,,,162.0
163.03,0,,21.0338,0,,35.8027,0,,,,,,164.0
165.02,0,,20.728,0,,35.7664,0,,,,,,166.0
167.01,0,,20.6248,0,,35.7587,0,,,,,,168.0
168.99,0,,20.4314,0,,35.7582,0,,,,,,170.0
170.98,0,,20.091,0,,35.7333,0,,,,,,172.0
172.97,0,,19.8234,0,,35.7134,0,,,,,,174.0
174.96,0,,19.4456,0,,35.6773,0,,,,,,176.0
176.94,0,,18.4303,0,,35.6425,0,,,,,,178.0
178.93,0,,17.0599,0,,35.509,0,,,,,,180.0
180.92,0,,16.3463,0,,35.3822,0,,,,,,182.0
182.9,0,,16.1838,0,,35.3276,0,,,,,,184.0
184.89,0,,16.0013,0,,35.3258,0,,,,,,186.0
186.88,0,,15.0978,0,,35.2778,0,,,,,,188.0
188.87,0,,14.4748,0,,35.1837,0,,,,,,190.0
190.85,0,,14.1219,0,,35.1507,0,,,,,,192.0
192.84,0,,13.9522,0,,35.1087,0,,,,,,194.0
194.83,0,,13.8336,0,,35.1012,0,,,,,,196.0
196.82,0,,13.4028,0,,35.0723,0,,,,,,198.0
198.8,0,,13.1678,0,,35.0411,0,,,,,,200.0
200.79,0,,13.0809,0,,35.0242,0,,,,,,202.0
202.78,0,,12.8869,0,,35.0141,0,,,,,,204.0
204.76,0,,12.5461,0,,34.9938,0,,,,,,206.0
206.75,0,,12.1817,0,,34.9375,0,,,,,,208.0
208.74,0,,12.1093,0,,34.9211,0,,,,,,210.0
210.72,0,,12.072,0,,34.9144,0,,,,,,212.0
212.71,0,,12.0422,0,,34.9145,0,,,,,,214.0
214.7,0,,12.0067,0,,34.9061,0,,,,,,216.0
216.68,0,,11.9991,0,,34.9058,0,,,,,,218.0
218.67,0,,11.9722,0,,34.9048,0,,,,,,220.0
220.66,0,,11.9538,0,,34.9023,0,,,,,,222.0
222.65,0,,11.9251,0,,34.9029,0,,,,,,224.0
224.63,0,,11.7602,0,,34.8908,0,,,,,,226.0
226.62,0,,11.5709,0,,34.8722,0,,,,,,228.0
228.61,0,,11.5313,0,,34.8653,0,,,,,,230.0
230.59,0,,11.5019,0,,34.8608,0,,,,,,232.0
232.58,0,,11.4784,0,,34.8575,0,,,,,,234.0
234.57,0,,11.4596,0,,34.8569,0,,,,,,236.0
236.55,0,,11.4221,0,,34.8516,0,,,,,,238.0
238.54,0,,11.3889,0,,34.8476,0,,,,,,240.0
240.53,0,,11.3358,0,,34.8429,0,,,,,,242.0
242.51,0,,11.3127,0,,34.8381,0,,,,,,244.0
244.5,0,,11.2891,0,,34.8354,0,,,,,,246.0
246.49,0,,11.22,0,,34.8275,0,,,,,,248.0
248.47,0,,11.1825,0,,34.8216,0,,,,,,250.0
250.46,0,,11.1444,0,,34.8201,0,,,,,,252.0
252.45,0,,11.0652,0,,34.8088,0,,,,,,254.0
254.43,0,,11.0464,0,,34.8002,0,,,,,,256.0
256.42,0,,11.0403,0,,34.8017,0,,,,,,258.0
258.41,0,,11.029,0,,34.8008,0,,,,,,260.0
260.39,0,,11.023,0,,34.8015,0,,,,,,262.0
262.38,0,,11.0119,0,,34.8027,0,,,,,,264.0
264.36,0,,11.002,0,,34.7986,0,,,,,,266.0
266.35,0,,10.9941,0,,34.7976,0,,,,,,268.0
268.34,0,,10.9882,0,,34.7966,0,,,,,,270.0
270.32,0,,10.9734,0,,34.796,0,,,,,,272.0
272.31,0,,10.8014,0,,34.7879,0,,,,,,274.0
274.3,0,,10.7688,0,,34.7801,0,,,,,,276.0
276.28,0,,10.7658,0,,34.7772,0,,,,,,278.0
278.27,0,,10.7579,0,,34.7762,0,,,,,,280.0
280.26,0,,10.7569,0,,34.776,0,,,,,,282.0
282.24,0,,10.755,0,,34.7758,0,,,,,,284.0
284.23,0,,10.7473,0,,34.7765,0,,,,,,286.0
286.21,0,,10.7181,0,,34.7773,0,,,,,,288.0
288.2,0,,10.6932,0,,34.7756,0,,,,,,290.0
290.19,0,,10.6873,0,,34.7743,0,,,,,,292.0
292.17,0,,10.6754,0,,34.7738,0,,,,,,294.0
294.16,0,,10.6547,0,,34.7733,0,,,,,,296.0
296.14,0,,10.6431,0,,34.772,0,,,,,,298.0
298.13,0,,10.6376,0,,34.7713,0,,,,,,300.0
300.12,0,,10.6221,0,,34.7711,0,,,,,,302.0
302.1,0,,10.6171,0,,34.7701,0,,,,,,304.0
304.09,0,,10.6142,0,,34.77,0,,,,,,306.0
306.08,0,,10.6104,0,,34.7699,0,,,,,,308.0
308.06,0,,10.6058,0,,34.7698,0,,,,,,310.0
310.05,0,,10.6029,0,,34.7695,0,,,,,,312.0
312.03,0,,10.5996,0,,34.7691,0,,,,,,314.0
314.02,0,,10.5952,0,,34.769,0,,,,,,316.0
316.01,0,,10.5814,0,,34.7691,0,,,,,,318.0
317.99,0,,10.5711,0,,34.7681,0,,,,,,320.0
319.98,0,,10.5545,0,,34.7693,0,,,,,,322.0
321.96,0,,10.5365,0,,34.7676,0,,,,,,324.0
323.95,0,,10.5233,0,,34.7666,0,,,,,,326.0
325.93,0,,10.4779,0,,34.7661,0,,,,,,328.0
327.92,0,,10.4189,0,,34.7606,0,,,,,,330.0
329.91,0,,10.4061,0,,34.7584,0,,,,,,332.0
331.89,0,,10.3766,0,,34.7562,0,,,,,,334.0
333.88,0,,10.3681,0,,34.7545,0,,,,,,336.0
335.86,0,,10.3649,0,,34.7532,0,,,,,,338.0
337.85,0,,10.3668,0,,34.753,0,,,,,,340.0
339.84,0,,10.3544,0,,34.7521,0,,,,,,342.0
341.82,0,,10.333,0,,34.7518,0,,,,,,344.0
343.81,0,,10.3149,0,,34.7526,0,,,,,,346.0
345.79,0,,10.3018,0,,34.7492,0,,,,,,348.0
347.78,0,,10.2986,0,,34.7485,0,,,,,,350.0
349.76,0,,10.2958,0,,34.7482,0,,,,,,352.0
351.75,0,,10.2937,0,,34.748,0,,,,,,354.0
353.73,0,,10.2901,0,,34.7479,0,,,,,,356.0
355.72,0,,10.2881,0,,34.7475,0,,,,,,358.0
357.71,0,,10.2872,0,,34.7474,0,,,,,,360.0
359.69,0,,10.2838,0,,34.7474,0,,,,,,362.0
361.68,0,,10.2801,0,,34.7473,0,,,,,,364.0
363.66,0,,10.275,0,,34.747,0,,,,,,366.0
365.65,0,,10.2576,0,,34.7472,0,,,,,,368.0
367.63,0,,10.2231,0,,34.7465,0,,,,,,370.0
369.62,0,,10.1996,0,,34.7427,0,,,,,,372.0
371.6,0,,10.1918,0,,34.7413,0,,,,,,374.0
373.59,0,,10.1876,0,,34.7411,0,,,,,,376.0
375.57,0,,10.1791,0,,34.7412,0,,,,,,378.0
377.56,0,,10.1572,0,,34.7409,0,,,,,,380.0
379.55,0,,10.148,0,,34.7387,0,,,,,,382.0
381.53,0,,10.1427,0,,34.7379,0,,,,,,384.0
383.52,0,,10.1337,0,,34.7379,0,,,,,,386.0
385.5,0,,10.1217,0,,34.7368,0,,,,,,388.0
387.49,0,,10.1125,0,,34.7373,0,,,,,,390.0
389.47,0,,10.103,0,,34.7365,0,,,,,,392.0
391.46,0,,10.0971,0,,34.7356,0,,,,,,394.0
393.44,0,,10.0936,0,,34.7355,0,,,,,,396.0
395.43,0,,10.0777,0,,34.7356,0,,,,,,398.0
397.41,0,,10.0622,0,,34.7339,0,,,,,,400.0
399.4,0,,10.0387,0,,34.7336,0,,,,,,402.0
401.38,0,,10.0117,0,,34.7311,0,,,,,,404.0
403.37,0,,9.9993,0,,34.7284,0,,,,,,406.0
405.35,0,,9.9966,0,,34.7275,0,,,,,,408.0
407.34,0,,9.9944,0,,34.7274,0,,,,,,410.0
409.32,0,,9.9897,0,,34.7275,0,,,,,,412.0
411.31,0,,9.986,0,,34.7271,0,,,,,,414.0
413.29,0,,9.9793,0,,34.727,0,,,,,,416.0
415.28,0,,9.973,0,,34.7268,0,,,,,,418.0
417.26,0,,9.9682,0,,34.7261,0,,,,,,420.0
419.25,0,,9.965,0,,34.726,0,,,,,,422.0
421.23,0,,9.9551,0,,34.7258,0,,,,,,424.0
423.22,0,,9.9452,0,,34.7258,0,,,,,,426.0
425.2,0,,9.9298,0,,34.7251,0,,,,,,428.0
427.19,0,,9.922,0,,34.7232,0,,,,,,430.0
429.17,0,,9.9201,0,,34.7232,0,,,,,,432.0
431.16,0,,9.8977,0,,34.7248,0,,,,,,434.0
433.14,0,,9.852,0,,34.7209,0,,,,,,436.0
435.13,0,,9.8458,0,,34.7186,0,,,,,,438.0
437.11,0,,9.8428,0,,34.7183,0,,,,,,440.0
439.1,0,,9.8365,0,,34.7181,0,,,,,,442.0
441.08,0,,9.8006,0,,34.7197,0,,,,,,444.0
443.07,0,,9.7609,0,,34.715,0,,,,,,446.0
445.05,0,,9.7414,0,,34.7163,0,,,,,,448.0
447.03,0,,9.7097,0,,34.715,0,,,,,,450.0
449.02,0,,9.6674,0,,34.7127,0,,,,,,452.0
451.0,0,,9.6244,0,,34.7094,0,,,,,,454.0
452.99,0,,9.5723,0,,34.7103,0,,,,,,456.0
454.97,0,,9.4958,0,,34.7085,0,,,,,,458.0
456.96,0,,9.4628,0,,34.7001,0,,,,,,460.0
458.94,0,,9.457,0,,34.6983,0,,,,,,462.0
460.93,0,,9.4406,0,,34.6983,0,,,,,,464.0
462.91,0,,9.4237,0,,34.6969,0,,,,,,466.0
464.9,0,,9.419,0,,34.6956,0,,,,,,468.0
466.88,0,,9.4144,0,,34.6951,0,,,,,,470.0
468.87,0,,9.4074,0,,34.6952,0,,,,,,472.0
470.85,0,,9.398,0,,34.6948,0,,,,,,474.0
472.83,0,,9.376,0,,34.6946,0,,,,,,476.0
