# latitude: -3.50085, longitude: -168.74821, year: 2001, month: 7, day: 2, cruise: 3312, uid: 10162350
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
4.0,0,,29.25,0,,35.502,0,,188.4,,,,4.0
6.0,0,,29.23,0,,35.504,0,,195.3,,,,6.0
8.0,0,,29.187,0,,35.503,0,,198.2,,,,8.0
9.9,0,,29.16,0,,35.502,0,,199.9,,,,10.0
11.9,0,,29.15,0,,35.501,0,,200.8,,,,12.0
13.9,0,,29.146,0,,35.501,0,,202.3,,,,14.0
15.9,0,,29.131,0,,35.5,0,,203.0,,,,16.0
17.9,0,,29.111,0,,35.5,0,,202.9,,,,18.0
19.9,0,,29.091,0,,35.501,0,,203.5,,,,20.0
21.9,0,,29.089,0,,35.501,0,,203.8,,,,22.0
23.9,0,,29.087,0,,35.5,0,,204.1,,,,24.0
25.9,0,,29.083,0,,35.5,0,,204.0,,,,26.0
27.8,0,,29.081,0,,35.5,0,,204.1,,,,28.0
29.8,0,,29.081,0,,35.5,0,,204.3,,,,30.0
31.8,0,,29.08,0,,35.5,0,,204.1,,,,32.0
33.8,0,,29.079,0,,35.5,0,,203.7,,,,34.0
35.8,0,,29.078,0,,35.5,0,,203.7,,,,36.0
37.8,0,,29.077,0,,35.5,0,,204.0,,,,38.0
39.8,0,,29.075,0,,35.5,0,,203.4,,,,40.0
41.8,0,,29.073,0,,35.5,0,,203.0,,,,42.0
43.8,0,,29.072,0,,35.5,0,,202.9,,,,44.0
45.7,0,,29.071,0,,35.5,0,,204.2,,,,46.0
47.7,0,,29.07,0,,35.5,0,,204.3,,,,48.0
49.7,0,,29.069,0,,35.5,0,,203.6,,,,50.0
51.7,0,,29.069,0,,35.5,0,,203.1,,,,52.0
53.7,0,,29.069,0,,35.5,0,,203.1,,,,54.0
55.7,0,,29.068,0,,35.5,0,,203.2,,,,56.0
57.7,0,,29.067,0,,35.5,0,,203.3,,,,58.0
59.7,0,,29.067,0,,35.5,0,,203.1,,,,60.0
61.6,0,,29.065,0,,35.5,0,,203.4,,,,62.0
63.6,0,,29.064,0,,35.5,0,,203.3,,,,64.0
