# latitude: -2.9931, longitude: -168.7543, year: 2009, month: 3, day: 13, cruise: 3871, uid: 11957305
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
9.94,0,,27.8099,0,,35.4397,0,,202.9,,,,10.0
11.93,0,,27.7345,0,,35.4383,0,,203.1,,,,12.0
13.92,0,,27.7232,0,,35.4405,0,,203.2,,,,14.0
15.91,0,,27.7194,0,,35.4416,0,,203.1,,,,16.0
17.9,0,,27.7159,0,,35.4414,0,,203.1,,,,18.0
19.89,0,,27.7142,0,,35.4427,0,,203.1,,,,20.0
21.88,0,,27.7195,0,,35.4467,0,,203.2,,,,22.0
23.87,0,,27.7251,0,,35.4504,0,,203.4,,,,24.0
25.86,0,,27.7308,0,,35.4545,0,,203.2,,,,26.0
27.84,0,,27.7348,0,,35.457,0,,202.9,,,,28.0
29.83,0,,27.7423,0,,35.4617,0,,203.1,,,,30.0
31.82,0,,27.7486,0,,35.4655,0,,203.0,,,,32.0
33.81,0,,27.7568,0,,35.4702,0,,202.9,,,,34.0
35.8,0,,27.7713,0,,35.478,0,,202.8,,,,36.0
37.79,0,,27.7835,0,,35.4846,0,,202.5,,,,38.0
39.78,0,,27.7942,0,,35.4904,0,,202.5,,,,40.0
41.76,0,,27.8117,0,,35.4998,0,,202.6,,,,42.0
43.75,0,,27.8306,0,,35.5101,0,,202.1,,,,44.0
45.74,0,,27.8435,0,,35.5173,0,,201.8,,,,46.0
47.73,0,,27.8602,0,,35.5266,0,,201.8,,,,48.0
49.72,0,,27.8712,0,,35.534,0,,201.5,,,,50.0
51.71,0,,27.8763,0,,35.5404,0,,201.1,,,,52.0
53.7,0,,27.8811,0,,35.5462,0,,201.2,,,,54.0
55.68,0,,27.8766,0,,35.548,0,,201.0,,,,56.0
57.67,0,,27.87,0,,35.5509,0,,200.7,,,,58.0
59.66,0,,27.8536,0,,35.5533,0,,200.6,,,,60.0
61.65,0,,27.803,0,,35.5526,0,,200.7,,,,62.0
63.64,0,,27.7411,0,,35.5486,0,,200.7,,,,64.0
65.63,0,,27.7398,0,,35.5561,0,,199.7,,,,66.0
67.61,0,,27.7441,0,,35.5633,0,,198.4,,,,68.0
69.6,0,,27.7438,0,,35.5751,0,,198.5,,,,70.0
71.59,0,,27.7639,0,,35.5906,0,,196.9,,,,72.0
73.58,0,,27.7767,0,,35.6007,0,,196.6,,,,74.0
75.57,0,,27.7973,0,,35.6194,0,,195.5,,,,76.0
77.56,0,,27.8085,0,,35.6483,0,,195.0,,,,78.0
79.54,0,,27.806,0,,35.6512,0,,193.2,,,,80.0
81.53,0,,27.803,0,,35.6547,0,,192.5,,,,82.0
83.52,0,,27.7951,0,,35.6623,0,,191.8,,,,84.0
85.51,0,,27.793,0,,35.6639,0,,191.3,,,,86.0
87.5,0,,27.7894,0,,35.6676,0,,191.2,,,,88.0
89.48,0,,27.7657,0,,35.6661,0,,190.7,,,,90.0
91.47,0,,27.7258,0,,35.6661,0,,190.1,,,,92.0
93.46,0,,27.684,0,,35.6694,0,,189.9,,,,94.0
95.45,0,,27.6127,0,,35.6484,0,,189.2,,,,96.0
97.44,0,,27.4942,0,,35.611,0,,189.4,,,,98.0
99.43,0,,27.4173,0,,35.5957,0,,189.1,,,,100.0
101.41,0,,27.3539,0,,35.5767,0,,189.5,,,,102.0
103.4,0,,27.2984,0,,35.57,0,,190.1,,,,104.0
105.39,0,,27.2178,0,,35.582,0,,190.0,,,,106.0
107.38,0,,27.1806,0,,35.5823,0,,189.0,,,,108.0
109.36,0,,27.068,0,,35.5826,0,,187.6,,,,110.0
111.35,0,,26.9883,0,,35.5878,0,,185.6,,,,112.0
113.34,0,,26.9811,0,,35.5945,0,,184.4,,,,114.0
115.33,0,,26.948,0,,35.6155,0,,184.6,,,,116.0
117.32,0,,26.9184,0,,35.6233,0,,183.0,,,,118.0
119.3,0,,26.8823,0,,35.6259,0,,182.1,,,,120.0
121.29,0,,26.7614,0,,35.6322,0,,181.2,,,,122.0
123.28,0,,26.6816,0,,35.6396,0,,179.1,,,,124.0
125.27,0,,26.6459,0,,35.6467,0,,178.9,,,,126.0
127.26,0,,26.5278,0,,35.609,0,,178.5,,,,128.0
129.24,0,,26.4362,0,,35.5929,0,,178.3,,,,130.0
131.23,0,,26.4041,0,,35.5914,0,,178.5,,,,132.0
133.22,0,,26.3974,0,,35.595,0,,178.2,,,,134.0
135.21,0,,26.3694,0,,35.6048,0,,178.0,,,,136.0
137.19,0,,26.274,0,,35.6293,0,,176.6,,,,138.0
139.18,0,,26.1666,0,,35.653,0,,175.4,,,,140.0
141.17,0,,26.0943,0,,35.6783,0,,173.5,,,,142.0
143.16,0,,25.8235,0,,35.6878,0,,172.0,,,,144.0
145.14,0,,25.5205,0,,35.7153,0,,170.3,,,,146.0
147.13,0,,25.4484,0,,35.736,0,,167.8,,,,148.0
149.12,0,,25.4189,0,,35.7529,0,,166.2,,,,150.0
151.11,0,,25.4143,0,,35.77,0,,165.3,,,,152.0
153.09,0,,25.4169,0,,35.7865,0,,164.6,,,,154.0
155.08,0,,25.4272,0,,35.8056,0,,164.1,,,,156.0
157.07,0,,25.3995,0,,35.8141,0,,163.4,,,,158.0
159.06,0,,25.0174,0,,35.82,0,,162.7,,,,160.0
161.04,0,,24.4397,0,,35.8003,0,,160.4,,,,162.0
163.03,0,,24.1526,0,,35.7908,0,,158.0,,,,164.0
165.02,0,,23.8353,0,,35.7862,0,,157.2,,,,166.0
167.01,0,,23.6968,0,,35.8207,0,,154.6,,,,168.0
168.99,0,,23.2592,0,,35.8502,0,,152.8,,,,170.0
170.98,0,,22.6266,0,,35.8219,0,,149.4,,,,172.0
172.97,0,,21.8567,0,,35.802,0,,145.6,,,,174.0
174.96,0,,21.7693,0,,35.8121,0,,140.4,,,,176.0
176.94,0,,21.2111,0,,35.7148,0,,139.4,,,,178.0
178.93,0,,19.7534,0,,35.5837,0,,136.1,,,,180.0
180.92,0,,19.4106,0,,35.5631,0,,128.2,,,,182.0
182.91,0,,18.4755,0,,35.4874,0,,121.3,,,,184.0
184.89,0,,18.125,0,,35.463,0,,114.6,,,,186.0
186.88,0,,18.0187,0,,35.4485,0,,112.3,,,,188.0
188.87,0,,17.8013,0,,35.4242,0,,110.0,,,,190.0
190.85,0,,17.3868,0,,35.3763,0,,107.5,,,,192.0
192.84,0,,16.9404,0,,35.3487,0,,105.4,,,,194.0
194.83,0,,16.6321,0,,35.3239,0,,101.8,,,,196.0
196.82,0,,16.3535,0,,35.2959,0,,100.1,,,,198.0
198.8,0,,16.2334,0,,35.2861,0,,99.1,,,,200.0
200.79,0,,16.0762,0,,35.2756,0,,98.4,,,,202.0
202.78,0,,16.0131,0,,35.2704,0,,97.3,,,,204.0
204.76,0,,15.9152,0,,35.2575,0,,96.7,,,,206.0
206.75,0,,15.7399,0,,35.2312,0,,96.5,,,,208.0
208.74,0,,15.4759,0,,35.2219,0,,96.0,,,,210.0
210.72,0,,15.3973,0,,35.2132,0,,95.1,,,,212.0
212.71,0,,15.1858,0,,35.1934,0,,94.6,,,,214.0
214.7,0,,14.9792,0,,35.1773,0,,93.7,,,,216.0
216.68,0,,14.8679,0,,35.165,0,,93.3,,,,218.0
218.67,0,,14.7463,0,,35.1551,0,,93.0,,,,220.0
220.66,0,,14.4859,0,,35.119,0,,93.0,,,,222.0
222.65,0,,13.8595,0,,35.0689,0,,92.5,,,,224.0
224.63,0,,13.2109,0,,35.0312,0,,91.4,,,,226.0
226.62,0,,13.0985,0,,35.0235,0,,90.8,,,,228.0
228.61,0,,13.0351,0,,35.0146,0,,90.7,,,,230.0
230.59,0,,12.9274,0,,35.0023,0,,90.7,,,,232.0
232.58,0,,12.8135,0,,34.9909,0,,90.9,,,,234.0
234.57,0,,12.7743,0,,34.9894,0,,90.7,,,,236.0
236.55,0,,12.7601,0,,34.9874,0,,90.7,,,,238.0
238.54,0,,12.7445,0,,34.9836,0,,91.1,,,,240.0
240.53,0,,12.6511,0,,34.9739,0,,91.2,,,,242.0
242.51,0,,12.6252,0,,34.9725,0,,91.2,,,,244.0
244.5,0,,12.6034,0,,34.9706,0,,91.4,,,,246.0
246.49,0,,12.5789,0,,34.9679,0,,91.9,,,,248.0
248.47,0,,12.5213,0,,34.9621,0,,92.5,,,,250.0
250.46,0,,12.2724,0,,34.9381,0,,93.2,,,,252.0
252.45,0,,12.1847,0,,34.9348,0,,93.6,,,,254.0
254.43,0,,12.1404,0,,34.9318,0,,94.2,,,,256.0
256.42,0,,12.1158,0,,34.9293,0,,94.9,,,,258.0
258.41,0,,12.0412,0,,34.9203,0,,96.1,,,,260.0
260.39,0,,11.892,0,,34.9113,0,,98.8,,,,262.0
262.38,0,,11.8296,0,,34.9047,0,,101.1,,,,264.0
264.36,0,,11.7767,0,,34.899,0,,101.9,,,,266.0
266.35,0,,11.6471,0,,34.8819,0,,102.5,,,,268.0
268.34,0,,11.4373,0,,34.8705,0,,103.1,,,,270.0
270.32,0,,11.4062,0,,34.8717,0,,101.8,,,,272.0
272.31,0,,11.3382,0,,34.86,0,,102.8,,,,274.0
274.3,0,,11.2218,0,,34.8527,0,,103.2,,,,276.0
276.28,0,,11.1983,0,,34.8508,0,,102.4,,,,278.0
278.27,0,,11.0738,0,,34.8352,0,,101.5,,,,280.0
280.26,0,,10.9957,0,,34.8321,0,,100.0,,,,282.0
282.24,0,,10.9129,0,,34.8227,0,,98.7,,,,284.0
284.23,0,,10.8261,0,,34.8164,0,,97.3,,,,286.0
286.21,0,,10.7829,0,,34.8137,0,,95.5,,,,288.0
288.2,0,,10.7618,0,,34.8104,0,,94.1,,,,290.0
290.19,0,,10.7369,0,,34.8083,0,,93.0,,,,292.0
292.17,0,,10.7043,0,,34.8049,0,,92.0,,,,294.0
294.16,0,,10.6781,0,,34.8018,0,,91.5,,,,296.0
296.15,0,,10.5761,0,,34.7905,0,,90.9,,,,298.0
298.13,0,,10.4981,0,,34.789,0,,89.6,,,,300.0
300.12,0,,10.4822,0,,34.7875,0,,88.4,,,,302.0
302.1,0,,10.4744,0,,34.7862,0,,87.6,,,,304.0
304.09,0,,10.4692,0,,34.7852,0,,87.1,,,,306.0
