# latitude: -1.0092, longitude: -168.7493, year: 1994, month: 11, day: 1, cruise: 12537, uid: 8077660
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
0.0,0,,30.0089,0,,35.2346,0,,,,,,0.0
1.99,0,,29.9711,0,,35.2357,0,,,,,,2.0
3.98,0,,29.8477,0,,35.2338,0,,,,,,4.0
5.97,0,,29.7397,0,,35.2247,0,,,,,,6.0
7.96,0,,29.7273,0,,35.2237,0,,,,,,8.0
9.94,0,,29.7163,0,,35.2237,0,,,,,,10.0
11.93,0,,29.71,0,,35.2241,0,,,,,,12.0
13.92,0,,29.7085,0,,35.2244,0,,,,,,14.0
15.91,0,,29.7074,0,,35.2254,0,,,,,,16.0
17.9,0,,29.7028,0,,35.2259,0,,,,,,18.0
19.89,0,,29.7009,0,,35.2266,0,,,,,,20.0
21.88,0,,29.6996,0,,35.2277,0,,,,,,22.0
23.87,0,,29.6981,0,,35.2291,0,,,,,,24.0
25.86,0,,29.7101,0,,35.2392,0,,,,,,26.0
27.84,0,,29.7139,0,,35.2471,0,,,,,,28.0
29.83,0,,29.7007,0,,35.2465,0,,,,,,30.0
31.82,0,,29.6854,0,,35.2456,0,,,,,,32.0
33.81,0,,29.6746,0,,35.2453,0,,,,,,34.0
35.8,0,,29.6693,0,,35.2456,0,,,,,,36.0
37.79,0,,29.6577,0,,35.2453,0,,,,,,38.0
39.78,0,,29.6459,0,,35.2446,0,,,,,,40.0
41.76,0,,29.6343,0,,35.2442,0,,,,,,42.0
43.75,0,,29.6293,0,,35.2448,0,,,,,,44.0
45.74,0,,29.6204,0,,35.2464,0,,,,,,46.0
47.73,0,,29.6093,0,,35.2507,0,,,,,,48.0
49.72,0,,29.6022,0,,35.2565,0,,,,,,50.0
51.71,0,,29.5881,0,,35.2648,0,,,,,,52.0
53.7,0,,29.5589,0,,35.2784,0,,,,,,54.0
55.68,0,,29.5303,0,,35.2938,0,,,,,,56.0
57.67,0,,29.4867,0,,35.3122,0,,,,,,58.0
59.66,0,,29.4249,0,,35.3298,0,,,,,,60.0
61.65,0,,29.3357,0,,35.3543,0,,,,,,62.0
63.64,0,,29.2386,0,,35.3716,0,,,,,,64.0
65.63,0,,29.1558,0,,35.3849,0,,,,,,66.0
67.62,0,,29.0939,0,,35.3934,0,,,,,,68.0
69.6,0,,29.0269,0,,35.3976,0,,,,,,70.0
71.59,0,,28.9466,0,,35.3996,0,,,,,,72.0
73.58,0,,28.8747,0,,35.3972,0,,,,,,74.0
75.57,0,,28.8253,0,,35.3966,0,,,,,,76.0
77.56,0,,28.7965,0,,35.3982,0,,,,,,78.0
79.54,0,,28.7838,0,,35.3961,0,,,,,,80.0
81.53,0,,28.7792,0,,35.3963,0,,,,,,82.0
83.52,0,,28.7778,0,,35.397,0,,,,,,84.0
85.51,0,,28.7763,0,,35.3973,0,,,,,,86.0
87.5,0,,28.7749,0,,35.3982,0,,,,,,88.0
89.49,0,,28.7734,0,,35.3978,0,,,,,,90.0
91.47,0,,28.7688,0,,35.3973,0,,,,,,92.0
93.46,0,,28.7629,0,,35.3975,0,,,,,,94.0
95.45,0,,28.7627,0,,35.3991,0,,,,,,96.0
97.44,0,,28.761,0,,35.402,0,,,,,,98.0
99.43,0,,28.7611,0,,35.4011,0,,,,,,100.0
101.41,0,,28.7645,0,,35.4108,0,,,,,,102.0
103.4,0,,28.7285,0,,35.4146,0,,,,,,104.0
105.39,0,,28.6556,0,,35.4142,0,,,,,,106.0
107.38,0,,28.5677,0,,35.4089,0,,,,,,108.0
109.37,0,,28.5261,0,,35.4092,0,,,,,,110.0
111.35,0,,28.4986,0,,35.4106,0,,,,,,112.0
113.34,0,,28.4162,0,,35.4151,0,,,,,,114.0
115.33,0,,28.3075,0,,35.4119,0,,,,,,116.0
117.32,0,,28.1979,0,,35.4171,0,,,,,,118.0
119.31,0,,28.0544,0,,35.4586,0,,,,,,120.0
121.29,0,,28.0035,0,,35.4639,0,,,,,,122.0
123.28,0,,27.9532,0,,35.4778,0,,,,,,124.0
125.27,0,,27.8463,0,,35.4941,0,,,,,,126.0
127.26,0,,27.3424,0,,35.5833,0,,,,,,128.0
129.24,0,,26.7712,0,,35.6493,0,,,,,,130.0
131.23,0,,26.5836,0,,35.6585,0,,,,,,132.0
133.22,0,,26.2604,0,,35.6664,0,,,,,,134.0
135.21,0,,25.061,0,,35.7653,0,,,,,,136.0
137.2,0,,23.5201,0,,35.7569,0,,,,,,138.0
139.18,0,,22.635,0,,35.6986,0,,,,,,140.0
141.17,0,,22.0776,0,,35.6535,0,,,,,,142.0
143.16,0,,21.8745,0,,35.6592,0,,,,,,144.0
145.15,0,,21.5294,0,,35.5897,0,,,,,,146.0
147.13,0,,21.343,0,,35.5498,0,,,,,,148.0
149.12,0,,21.1922,0,,35.5687,0,,,,,,150.0
151.11,0,,20.8585,0,,35.585,0,,,,,,152.0
153.1,0,,20.3121,0,,35.5734,0,,,,,,154.0
155.08,0,,19.4252,0,,35.5473,0,,,,,,156.0
157.07,0,,18.918,0,,35.5255,0,,,,,,158.0
159.06,0,,18.529,0,,35.475,0,,,,,,160.0
161.05,0,,18.447,0,,35.459,0,,,,,,162.0
163.03,0,,18.3839,0,,35.4449,0,,,,,,164.0
165.02,0,,18.2826,0,,35.4421,0,,,,,,166.0
167.01,0,,18.0506,0,,35.424,0,,,,,,168.0
169.0,0,,17.9611,0,,35.4258,0,,,,,,170.0
170.98,0,,17.8184,0,,35.4056,0,,,,,,172.0
172.97,0,,17.7167,0,,35.4002,0,,,,,,174.0
174.96,0,,17.6759,0,,35.4097,0,,,,,,176.0
176.95,0,,17.4771,0,,35.3905,0,,,,,,178.0
178.93,0,,17.236,0,,35.3639,0,,,,,,180.0
180.92,0,,16.9786,0,,35.3558,0,,,,,,182.0
182.91,0,,16.5697,0,,35.3139,0,,,,,,184.0
184.89,0,,16.2254,0,,35.3009,0,,,,,,186.0
186.88,0,,15.8815,0,,35.2575,0,,,,,,188.0
188.87,0,,15.2883,0,,35.229,0,,,,,,190.0
190.86,0,,14.994,0,,35.2075,0,,,,,,192.0
192.84,0,,14.8691,0,,35.1528,0,,,,,,194.0
194.83,0,,14.8093,0,,35.1514,0,,,,,,196.0
196.82,0,,14.648,0,,35.1515,0,,,,,,198.0
198.8,0,,14.3602,0,,35.1287,0,,,,,,200.0
200.79,0,,14.2141,0,,35.1227,0,,,,,,202.0
202.78,0,,13.9307,0,,35.0768,0,,,,,,204.0
204.77,0,,13.5532,0,,35.0353,0,,,,,,206.0
206.75,0,,13.3727,0,,35.0018,0,,,,,,208.0
208.74,0,,13.2652,0,,34.9935,0,,,,,,210.0
210.73,0,,13.2465,0,,34.9797,0,,,,,,212.0
212.71,0,,13.2406,0,,34.9733,0,,,,,,214.0
214.7,0,,13.233,0,,34.9737,0,,,,,,216.0
216.69,0,,13.2258,0,,34.9728,0,,,,,,218.0
218.67,0,,13.2228,0,,34.9728,0,,,,,,220.0
220.66,0,,13.218,0,,34.9725,0,,,,,,222.0
222.65,0,,13.209,0,,34.9716,0,,,,,,224.0
224.64,0,,13.1698,0,,34.9722,0,,,,,,226.0
226.62,0,,13.1433,0,,34.9706,0,,,,,,228.0
228.61,0,,13.1116,0,,34.9694,0,,,,,,230.0
230.6,0,,13.0412,0,,34.9692,0,,,,,,232.0
232.58,0,,12.971,0,,34.964,0,,,,,,234.0
234.57,0,,12.8907,0,,34.9544,0,,,,,,236.0
236.56,0,,12.8168,0,,34.9472,0,,,,,,238.0
238.54,0,,12.7526,0,,34.949,0,,,,,,240.0
240.53,0,,12.7189,0,,34.9329,0,,,,,,242.0
242.52,0,,12.667,0,,34.9214,0,,,,,,244.0
244.5,0,,12.6383,0,,34.9163,0,,,,,,246.0
246.49,0,,12.5991,0,,34.912,0,,,,,,248.0
248.48,0,,12.5489,0,,34.9129,0,,,,,,250.0
250.46,0,,12.5111,0,,34.9058,0,,,,,,252.0
252.45,0,,12.45,0,,34.8938,0,,,,,,254.0
254.44,0,,12.3914,0,,34.8879,0,,,,,,256.0
256.42,0,,12.3412,0,,34.8829,0,,,,,,258.0
258.41,0,,12.324,0,,34.8818,0,,,,,,260.0
260.4,0,,12.3101,0,,34.8783,0,,,,,,262.0
262.38,0,,12.2994,0,,34.8762,0,,,,,,264.0
264.37,0,,12.2867,0,,34.8778,0,,,,,,266.0
266.35,0,,12.1566,0,,34.8774,0,,,,,,268.0
268.34,0,,12.0799,0,,34.8696,0,,,,,,270.0
270.33,0,,12.0307,0,,34.8657,0,,,,,,272.0
272.31,0,,12.0021,0,,34.8654,0,,,,,,274.0
274.3,0,,11.9739,0,,34.8644,0,,,,,,276.0
276.29,0,,11.9391,0,,34.8574,0,,,,,,278.0
278.27,0,,11.9155,0,,34.8545,0,,,,,,280.0
280.26,0,,11.8901,0,,34.8553,0,,,,,,282.0
282.25,0,,11.808,0,,34.8586,0,,,,,,284.0
284.23,0,,11.6563,0,,34.8537,0,,,,,,286.0
286.22,0,,11.5741,0,,34.8408,0,,,,,,288.0
288.2,0,,11.5281,0,,34.8298,0,,,,,,290.0
290.19,0,,11.5134,0,,34.8304,0,,,,,,292.0
292.18,0,,11.4565,0,,34.8324,0,,,,,,294.0
294.16,0,,11.4143,0,,34.8295,0,,,,,,296.0
296.15,0,,11.2607,0,,34.8237,0,,,,,,298.0
298.13,0,,11.1701,0,,34.8082,0,,,,,,300.0
300.12,0,,11.1702,0,,34.8055,0,,,,,,302.0
302.11,0,,11.1722,0,,34.8057,0,,,,,,304.0
304.09,0,,11.1732,0,,34.8064,0,,,,,,306.0
306.08,0,,11.1262,0,,34.8095,0,,,,,,308.0
308.07,0,,11.0927,0,,34.8029,0,,,,,,310.0
310.05,0,,11.0819,0,,34.8035,0,,,,,,312.0
312.04,0,,11.0569,0,,34.8014,0,,,,,,314.0
314.02,0,,11.0023,0,,34.8006,0,,,,,,316.0
316.01,0,,10.9472,0,,34.7916,0,,,,,,318.0
318.0,0,,10.921,0,,34.7893,0,,,,,,320.0
319.98,0,,10.8926,0,,34.791,0,,,,,,322.0
321.97,0,,10.8729,0,,34.7873,0,,,,,,324.0
323.95,0,,10.8542,0,,34.7825,0,,,,,,326.0
325.94,0,,10.8388,0,,34.7813,0,,,,,,328.0
327.92,0,,10.8055,0,,34.7823,0,,,,,,330.0
329.91,0,,10.7578,0,,34.7835,0,,,,,,332.0
331.9,0,,10.7513,0,,34.7826,0,,,,,,334.0
333.88,0,,10.7285,0,,34.7834,0,,,,,,336.0
335.87,0,,10.6763,0,,34.7794,0,,,,,,338.0
337.85,0,,10.6558,0,,34.7756,0,,,,,,340.0
339.84,0,,10.6378,0,,34.7724,0,,,,,,342.0
341.83,0,,10.6288,0,,34.7721,0,,,,,,344.0
343.81,0,,10.6212,0,,34.7719,0,,,,,,346.0
345.8,0,,10.5997,0,,34.7694,0,,,,,,348.0
347.78,0,,10.5855,0,,34.7683,0,,,,,,350.0
349.77,0,,10.5612,0,,34.7695,0,,,,,,352.0
351.75,0,,10.5245,0,,34.7671,0,,,,,,354.0
353.74,0,,10.5121,0,,34.7654,0,,,,,,356.0
355.72,0,,10.4814,0,,34.7637,0,,,,,,358.0
357.71,0,,10.448,0,,34.7627,0,,,,,,360.0
359.7,0,,10.3865,0,,34.7603,0,,,,,,362.0
361.68,0,,10.3102,0,,34.7583,0,,,,,,364.0
363.67,0,,10.2326,0,,34.7527,0,,,,,,366.0
365.65,0,,10.1993,0,,34.7497,0,,,,,,368.0
367.64,0,,10.1684,0,,34.7472,0,,,,,,370.0
369.62,0,,10.1147,0,,34.7433,0,,,,,,372.0
371.61,0,,10.0908,0,,34.7383,0,,,,,,374.0
373.59,0,,10.0679,0,,34.7389,0,,,,,,376.0
375.58,0,,10.015,0,,34.7355,0,,,,,,378.0
377.56,0,,9.9847,0,,34.7378,0,,,,,,380.0
379.55,0,,9.9103,0,,34.7331,0,,,,,,382.0
381.54,0,,9.8728,0,,34.7259,0,,,,,,384.0
383.52,0,,9.8698,0,,34.7246,0,,,,,,386.0
385.51,0,,9.8659,0,,34.7242,0,,,,,,388.0
387.49,0,,9.8465,0,,34.7242,0,,,,,,390.0
389.48,0,,9.8261,0,,34.7225,0,,,,,,392.0
391.46,0,,9.8008,0,,34.7216,0,,,,,,394.0
