# latitude: -1.00196, longitude: -168.74826, year: 2001, month: 7, day: 3, cruise: 3312, uid: 10162355
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
6.0,0,,28.7,0,,35.506,0,,206.9,,,,6.0
8.0,0,,28.699,0,,35.507,0,,206.8,,,,8.0
9.9,0,,28.7,0,,35.507,0,,207.3,,,,10.0
11.9,0,,28.7,0,,35.507,0,,208.4,,,,12.0
13.9,0,,28.704,0,,35.506,0,,208.6,,,,14.0
15.9,0,,28.703,0,,35.506,0,,209.0,,,,16.0
17.9,0,,28.705,0,,35.506,0,,208.6,,,,18.0
19.9,0,,28.704,0,,35.507,0,,208.5,,,,20.0
21.9,0,,28.705,0,,35.506,0,,207.6,,,,22.0
23.9,0,,28.704,0,,35.507,0,,207.2,,,,24.0
25.9,0,,28.705,0,,35.507,0,,207.3,,,,26.0
27.8,0,,28.708,0,,35.506,0,,207.7,,,,28.0
29.8,0,,28.704,0,,35.506,0,,207.8,,,,30.0
31.8,0,,28.69,0,,35.505,0,,208.5,,,,32.0
33.8,0,,28.686,0,,35.505,0,,208.3,,,,34.0
35.8,0,,28.68,0,,35.505,0,,208.2,,,,36.0
37.8,0,,28.689,0,,35.505,0,,207.7,,,,38.0
39.8,0,,28.686,0,,35.505,0,,207.9,,,,40.0
41.8,0,,28.686,0,,35.505,0,,207.7,,,,42.0
43.8,0,,28.668,0,,35.504,0,,208.1,,,,44.0
45.7,0,,28.651,0,,35.502,0,,208.3,,,,46.0
47.7,0,,28.645,0,,35.502,0,,207.4,,,,48.0
49.7,0,,28.644,0,,35.501,0,,207.1,,,,50.0
51.7,0,,28.642,0,,35.501,0,,207.4,,,,52.0
53.7,0,,28.64,0,,35.501,0,,207.6,,,,54.0
55.7,0,,28.638,0,,35.501,0,,207.2,,,,56.0
57.7,0,,28.636,0,,35.5,0,,206.4,,,,58.0
59.7,0,,28.629,0,,35.5,0,,206.9,,,,60.0
61.7,0,,28.627,0,,35.5,0,,206.6,,,,62.0
63.6,0,,28.624,0,,35.5,0,,206.9,,,,64.0
65.6,0,,28.62,0,,35.499,0,,206.9,,,,66.0
67.6,0,,28.618,0,,35.499,0,,206.3,,,,68.0
69.6,0,,28.613,0,,35.499,0,,206.1,,,,70.0
71.6,0,,28.61,0,,35.499,0,,205.6,,,,72.0
73.6,0,,28.608,0,,35.5,0,,205.7,,,,74.0
75.6,0,,28.606,0,,35.5,0,,205.4,,,,76.0
77.6,0,,28.603,0,,35.5,0,,205.0,,,,78.0
79.5,0,,28.6,0,,35.501,0,,204.7,,,,80.0
81.5,0,,28.597,0,,35.501,0,,204.6,,,,82.0
83.5,0,,28.595,0,,35.501,0,,204.7,,,,84.0
85.5,0,,28.592,0,,35.501,0,,204.9,,,,86.0
87.5,0,,28.59,0,,35.501,0,,205.1,,,,88.0
89.5,0,,28.588,0,,35.501,0,,204.5,,,,90.0
91.5,0,,28.585,0,,35.501,0,,204.2,,,,92.0
93.5,0,,28.581,0,,35.501,0,,203.2,,,,94.0
95.5,0,,28.577,0,,35.502,0,,203.1,,,,96.0
97.4,0,,28.572,0,,35.503,0,,202.4,,,,98.0
99.4,0,,28.568,0,,35.504,0,,200.9,,,,100.0
101.4,0,,28.568,0,,35.506,0,,200.6,,,,102.0
103.4,0,,28.567,0,,35.507,0,,200.0,,,,104.0
105.4,0,,28.566,0,,35.509,0,,197.4,,,,106.0
107.4,0,,28.526,0,,35.544,0,,193.6,,,,108.0
109.4,0,,28.418,0,,35.572,0,,190.1,,,,110.0
111.4,0,,28.331,0,,35.589,0,,185.1,,,,112.0
113.3,0,,28.261,0,,35.6,0,,181.9,,,,114.0
115.3,0,,28.179,0,,35.607,0,,177.8,,,,116.0
117.3,0,,28.002,0,,35.619,0,,172.8,,,,118.0
119.3,0,,27.782,0,,35.633,0,,169.5,,,,120.0
121.3,0,,27.498,0,,35.656,0,,164.2,,,,122.0
123.3,0,,27.256,0,,35.659,0,,156.5,,,,124.0
125.3,0,,26.998,0,,35.65,0,,152.1,,,,126.0
127.3,0,,26.602,0,,35.695,0,,150.2,,,,128.0
129.2,0,,26.405,0,,35.721,0,,143.2,,,,130.0
131.2,0,,25.891,0,,35.736,0,,140.0,,,,132.0
133.2,0,,25.417,0,,35.755,0,,134.8,,,,134.0
135.2,0,,25.157,0,,35.793,0,,130.9,,,,136.0
137.2,0,,24.933,0,,35.867,0,,127.6,,,,138.0
139.2,0,,24.831,0,,35.886,0,,128.3,,,,140.0
141.2,0,,24.629,0,,35.889,0,,129.2,,,,142.0
143.2,0,,24.151,0,,35.878,0,,129.1,,,,144.0
145.1,0,,23.929,0,,35.869,0,,125.8,,,,146.0
147.1,0,,23.389,0,,35.831,0,,120.4,,,,148.0
149.1,0,,22.276,0,,35.764,0,,117.4,,,,150.0
151.1,0,,21.736,0,,35.725,0,,113.7,,,,152.0
153.1,0,,21.237,0,,35.711,0,,110.3,,,,154.0
155.1,0,,20.994,0,,35.705,0,,110.8,,,,156.0
157.1,0,,20.834,0,,35.688,0,,111.5,,,,158.0
159.1,0,,20.34,0,,35.658,0,,111.5,,,,160.0
161.0,0,,19.855,0,,35.62,0,,111.8,,,,162.0
163.0,0,,19.536,0,,35.604,0,,111.5,,,,164.0
165.0,0,,19.347,0,,35.592,0,,111.6,,,,166.0
167.0,0,,19.133,0,,35.57,0,,115.1,,,,168.0
169.0,0,,18.905,0,,35.556,0,,116.3,,,,170.0
171.0,0,,18.463,0,,35.51,0,,112.1,,,,172.0
173.0,0,,17.368,0,,35.432,0,,114.0,,,,174.0
175.0,0,,16.911,0,,35.383,0,,114.9,,,,176.0
176.9,0,,16.768,0,,35.356,0,,116.6,,,,178.0
178.9,0,,16.368,0,,35.306,0,,124.7,,,,180.0
180.9,0,,15.784,0,,35.264,0,,126.7,,,,182.0
182.9,0,,15.712,0,,35.249,0,,128.3,,,,184.0
184.9,0,,15.45,0,,35.222,0,,130.3,,,,186.0
186.9,0,,14.711,0,,35.168,0,,130.2,,,,188.0
188.9,0,,14.599,0,,35.146,0,,128.3,,,,190.0
190.9,0,,14.481,0,,35.124,0,,128.6,,,,192.0
192.8,0,,14.372,0,,35.102,0,,129.7,,,,194.0
194.8,0,,14.094,0,,35.067,0,,131.3,,,,196.0
196.8,0,,13.926,0,,35.041,0,,131.6,,,,198.0
198.8,0,,13.857,0,,35.032,0,,130.8,,,,200.0
200.8,0,,13.534,0,,35.013,0,,129.6,,,,202.0
202.8,0,,13.52,0,,35.006,0,,126.6,,,,204.0
204.8,0,,13.516,0,,35.004,0,,125.7,,,,206.0
