# latitude: -3.99955, longitude: -168.74692, year: 2001, month: 7, day: 1, cruise: 3312, uid: 10162349
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
6.0,0,,28.975,0,,35.408,0,,208.7,,,,6.0
8.0,0,,28.98,0,,35.408,0,,204.9,,,,8.0
9.9,0,,28.979,0,,35.408,0,,202.9,,,,10.0
11.9,0,,28.98,0,,35.408,0,,202.9,,,,12.0
13.9,0,,28.981,0,,35.408,0,,201.9,,,,14.0
15.9,0,,28.982,0,,35.408,0,,202.0,,,,16.0
17.9,0,,28.982,0,,35.409,0,,201.8,,,,18.0
19.9,0,,28.983,0,,35.408,0,,201.8,,,,20.0
21.9,0,,28.984,0,,35.408,0,,201.5,,,,22.0
23.9,0,,28.984,0,,35.408,0,,201.7,,,,24.0
25.9,0,,28.985,0,,35.408,0,,201.4,,,,26.0
27.8,0,,28.985,0,,35.409,0,,200.9,,,,28.0
29.8,0,,28.986,0,,35.409,0,,200.9,,,,30.0
31.8,0,,28.986,0,,35.409,0,,200.8,,,,32.0
33.8,0,,28.986,0,,35.409,0,,199.9,,,,34.0
35.8,0,,28.986,0,,35.409,0,,199.6,,,,36.0
37.8,0,,28.986,0,,35.409,0,,199.9,,,,38.0
39.8,0,,28.986,0,,35.409,0,,200.2,,,,40.0
41.8,0,,28.987,0,,35.409,0,,199.9,,,,42.0
43.8,0,,28.987,0,,35.409,0,,199.8,,,,44.0
45.7,0,,28.987,0,,35.409,0,,199.2,,,,46.0
47.7,0,,28.988,0,,35.409,0,,199.6,,,,48.0
49.7,0,,28.989,0,,35.409,0,,199.9,,,,50.0
51.7,0,,28.989,0,,35.409,0,,199.8,,,,52.0
53.7,0,,28.988,0,,35.41,0,,199.7,,,,54.0
55.7,0,,28.988,0,,35.41,0,,199.6,,,,56.0
57.7,0,,28.986,0,,35.41,0,,198.6,,,,58.0
59.7,0,,28.979,0,,35.413,0,,197.9,,,,60.0
61.6,0,,28.967,0,,35.417,0,,198.1,,,,62.0
63.6,0,,28.92,0,,35.432,0,,196.9,,,,64.0
65.6,0,,28.777,0,,35.466,0,,193.5,,,,66.0
67.6,0,,28.654,0,,35.488,0,,192.8,,,,68.0
69.6,0,,28.6,0,,35.506,0,,191.7,,,,70.0
71.6,0,,28.503,0,,35.502,0,,190.8,,,,72.0
73.6,0,,28.255,0,,35.526,0,,190.8,,,,74.0
75.6,0,,28.036,0,,35.54,0,,190.7,,,,76.0
77.6,0,,27.988,0,,35.537,0,,187.0,,,,78.0
79.5,0,,27.94,0,,35.54,0,,187.6,,,,80.0
81.5,0,,27.931,0,,35.555,0,,187.1,,,,82.0
83.5,0,,27.942,0,,35.57,0,,184.5,,,,84.0
85.5,0,,27.932,0,,35.575,0,,183.8,,,,86.0
87.5,0,,27.862,0,,35.611,0,,180.8,,,,88.0
89.5,0,,27.639,0,,35.607,0,,177.8,,,,90.0
91.5,0,,27.427,0,,35.589,0,,176.4,,,,92.0
93.5,0,,27.34,0,,35.583,0,,175.9,,,,94.0
95.4,0,,27.178,0,,35.564,0,,176.3,,,,96.0
97.4,0,,27.084,0,,35.582,0,,174.6,,,,98.0
99.4,0,,27.015,0,,35.574,0,,172.3,,,,100.0
101.4,0,,26.999,0,,35.592,0,,169.9,,,,102.0
103.4,0,,27.037,0,,35.687,0,,166.0,,,,104.0
105.4,0,,26.998,0,,35.795,0,,157.8,,,,106.0
107.4,0,,26.996,0,,35.831,0,,154.5,,,,108.0
