# latitude: -3.0, longitude: -168.7507, year: 1996, month: 3, day: 5, cruise: 13615, uid: 7549053
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
0.99,0,,27.4667,0,,35.5825,0,,203.9,,,,1.0
1.99,0,,27.4537,0,,35.5825,0,,204.0,,,,2.0
2.98,0,,27.4247,0,,35.5825,0,,204.1,,,,3.0
3.98,0,,27.4221,0,,35.5825,0,,204.2,,,,4.0
4.97,0,,27.4232,0,,35.5825,0,,204.2,,,,5.0
5.97,0,,27.4204,0,,35.5825,0,,204.3,,,,6.0
6.96,0,,27.4181,0,,35.5825,0,,204.3,,,,7.0
7.96,0,,27.4187,0,,35.5825,0,,204.3,,,,8.0
8.95,0,,27.4186,0,,35.5825,0,,204.4,,,,9.0
9.94,0,,27.4193,0,,35.5825,0,,204.0,,,,10.0
10.94,0,,27.422,0,,35.5817,0,,203.3,,,,11.0
11.93,0,,27.4246,0,,35.5808,0,,202.6,,,,12.0
12.93,0,,27.4273,0,,35.58,0,,201.9,,,,13.0
13.92,0,,27.428,0,,35.5797,0,,201.8,,,,14.0
14.92,0,,27.4277,0,,35.5795,0,,202.1,,,,15.0
15.91,0,,27.4261,0,,35.58,0,,201.8,,,,16.0
16.91,0,,27.4141,0,,35.5824,0,,201.9,,,,17.0
17.9,0,,27.4103,0,,35.5831,0,,201.9,,,,18.0
18.89,0,,27.4066,0,,35.5837,0,,202.0,,,,19.0
19.89,0,,27.4028,0,,35.5845,0,,202.1,,,,20.0
20.88,0,,27.382,0,,35.5881,0,,201.9,,,,21.0
21.88,0,,27.3787,0,,35.5887,0,,202.2,,,,22.0
22.87,0,,27.3795,0,,35.5886,0,,202.3,,,,23.0
23.87,0,,27.3793,0,,35.5887,0,,202.0,,,,24.0
24.86,0,,27.3803,0,,35.5886,0,,202.1,,,,25.0
25.86,0,,27.3733,0,,35.5899,0,,202.1,,,,26.0
26.85,0,,27.3633,0,,35.5917,0,,202.5,,,,27.0
27.84,0,,27.3495,0,,35.5936,0,,202.4,,,,28.0
28.84,0,,27.3327,0,,35.5969,0,,202.2,,,,29.0
29.83,0,,27.3272,0,,35.598,0,,202.2,,,,30.0
30.83,0,,27.3232,0,,35.5993,0,,202.3,,,,31.0
31.82,0,,27.3162,0,,35.6022,0,,202.4,,,,32.0
32.82,0,,27.3121,0,,35.6054,0,,202.3,,,,33.0
33.81,0,,27.3103,0,,35.6067,0,,201.5,,,,34.0
34.8,0,,27.3078,0,,35.6089,0,,201.8,,,,35.0
35.8,0,,27.3031,0,,35.6102,0,,201.7,,,,36.0
36.79,0,,27.3046,0,,35.6131,0,,201.7,,,,37.0
37.79,0,,27.306,0,,35.6161,0,,201.2,,,,38.0
38.78,0,,27.3085,0,,35.6193,0,,201.4,,,,39.0
39.78,0,,27.3125,0,,35.6226,0,,201.3,,,,40.0
40.77,0,,27.3154,0,,35.6244,0,,200.9,,,,41.0
41.76,0,,27.3164,0,,35.6273,0,,201.0,,,,42.0
42.76,0,,27.3163,0,,35.6282,0,,201.0,,,,43.0
43.75,0,,27.3181,0,,35.6299,0,,200.8,,,,44.0
44.75,0,,27.3177,0,,35.631,0,,200.9,,,,45.0
45.74,0,,27.3164,0,,35.6319,0,,200.9,,,,46.0
46.74,0,,27.3185,0,,35.6339,0,,200.7,,,,47.0
47.73,0,,27.3221,0,,35.637,0,,200.7,,,,48.0
48.72,0,,27.3245,0,,35.64,0,,200.3,,,,49.0
49.72,0,,27.3252,0,,35.6419,0,,200.1,,,,50.0
50.71,0,,27.3276,0,,35.6443,0,,199.9,,,,51.0
51.71,0,,27.3298,0,,35.6467,0,,199.6,,,,52.0
52.7,0,,27.3334,0,,35.6493,0,,199.5,,,,53.0
53.7,0,,27.3314,0,,35.6487,0,,199.4,,,,54.0
54.69,0,,27.3314,0,,35.6492,0,,199.5,,,,55.0
55.68,0,,27.3311,0,,35.6496,0,,199.2,,,,56.0
56.68,0,,27.3333,0,,35.6507,0,,199.2,,,,57.0
57.67,0,,27.335,0,,35.6517,0,,199.4,,,,58.0
58.67,0,,27.336,0,,35.6525,0,,199.3,,,,59.0
59.66,0,,27.3361,0,,35.6529,0,,198.8,,,,60.0
60.66,0,,27.3368,0,,35.6532,0,,199.2,,,,61.0
61.65,0,,27.3387,0,,35.654,0,,199.1,,,,62.0
62.64,0,,27.3407,0,,35.6551,0,,198.8,,,,63.0
63.64,0,,27.3418,0,,35.6554,0,,198.6,,,,64.0
64.63,0,,27.3436,0,,35.6562,0,,198.9,,,,65.0
65.63,0,,27.345,0,,35.6569,0,,198.6,,,,66.0
66.62,0,,27.3462,0,,35.6576,0,,198.7,,,,67.0
67.61,0,,27.347,0,,35.658,0,,198.5,,,,68.0
