# latitude: -2.50057, longitude: -168.75089, year: 2016, month: 6, day: 22, cruise: 5676, uid: 18457442
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
6.3,0,,29.6584,0,,34.9273,0,,189.75,,,,6.3
7.0,0,,29.6588,0,,34.9272,0,,190.38,,,,7.0
8.0,0,,29.6595,0,,34.9268,0,,190.39,,,,8.0
9.0,0,,29.6594,0,,34.9267,0,,190.03,,,,9.0
9.9,0,,29.6602,0,,34.9273,0,,189.76,,,,10.0
10.9,0,,29.6594,0,,34.9266,0,,190.23,,,,11.0
11.9,0,,29.6594,0,,34.9265,0,,190.03,,,,12.0
12.9,0,,29.6599,0,,34.9268,0,,189.6,,,,13.0
13.9,0,,29.6604,0,,34.9269,0,,190.01,,,,14.0
14.9,0,,29.66,0,,34.9275,0,,190.51,,,,15.0
15.9,0,,29.6607,0,,34.9285,0,,190.43,,,,16.0
16.9,0,,29.6605,0,,34.9288,0,,190.11,,,,17.0
17.9,0,,29.661,0,,34.929,0,,189.9,,,,18.0
18.9,0,,29.6605,0,,34.9289,0,,189.83,,,,19.0
19.9,0,,29.6607,0,,34.9296,0,,189.67,,,,20.0
20.9,0,,29.6611,0,,34.93,0,,190.07,,,,21.0
21.9,0,,29.6612,0,,34.9294,0,,190.28,,,,22.0
22.9,0,,29.6615,0,,34.9292,0,,189.86,,,,23.0
23.9,0,,29.6618,0,,34.9292,0,,189.77,,,,24.0
24.9,0,,29.6607,0,,34.9262,0,,189.48,,,,25.0
25.9,0,,29.6602,0,,34.9258,0,,189.79,,,,26.0
26.8,0,,29.6617,0,,34.9295,0,,189.38,,,,27.0
27.8,0,,29.6636,0,,34.9324,0,,188.79,,,,28.0
28.8,0,,29.6638,0,,34.931,0,,188.92,,,,29.0
29.8,0,,29.6633,0,,34.9297,0,,188.75,,,,30.0
30.8,0,,29.6629,0,,34.9286,0,,188.59,,,,31.0
31.8,0,,29.6637,0,,34.931,0,,188.69,,,,32.0
32.8,0,,29.6648,0,,34.9341,0,,188.84,,,,33.0
33.8,0,,29.6658,0,,34.9372,0,,188.99,,,,34.0
34.8,0,,29.6669,0,,34.9402,0,,189.13,,,,35.0
35.8,0,,29.6678,0,,34.9449,0,,189.34,,,,36.0
36.8,0,,29.6647,0,,34.9495,0,,189.44,,,,37.0
37.8,0,,29.6605,0,,34.9543,0,,189.52,,,,38.0
38.8,0,,29.6565,0,,34.9591,0,,189.62,,,,39.0
39.8,0,,29.6488,0,,34.9669,0,,189.55,,,,40.0
40.8,0,,29.6341,0,,34.9814,0,,189.05,,,,41.0
41.8,0,,29.6048,0,,35.002,0,,189.33,,,,42.0
42.8,0,,29.5867,0,,35.0119,0,,190.15,,,,43.0
43.8,0,,29.5519,0,,35.0286,0,,189.92,,,,44.0
44.7,0,,29.5126,0,,35.0465,0,,189.45,,,,45.0
45.7,0,,29.4702,0,,35.0648,0,,189.9,,,,46.0
46.7,0,,29.4372,0,,35.0794,0,,189.63,,,,47.0
47.7,0,,29.4074,0,,35.0919,0,,189.88,,,,48.0
48.7,0,,29.3682,0,,35.1067,0,,190.36,,,,49.0
