# latitude: -3.9992, longitude: -168.751, year: 1996, month: 3, day: 4, cruise: 13615, uid: 7549051
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
0.99,0,,27.8062,0,,35.7449,0,,198.6,,,,1.0
1.99,0,,27.8169,0,,35.7449,0,,198.6,,,,2.0
2.98,0,,27.8156,0,,35.7449,0,,198.6,,,,3.0
3.98,0,,27.8206,0,,35.7449,0,,198.6,,,,4.0
4.97,0,,27.8119,0,,35.7449,0,,198.3,,,,5.0
5.97,0,,27.8102,0,,35.7449,0,,198.0,,,,6.0
6.96,0,,27.8011,0,,35.7482,0,,199.1,,,,7.0
7.96,0,,27.8047,0,,35.7484,0,,199.1,,,,8.0
8.95,0,,27.8082,0,,35.7487,0,,199.1,,,,9.0
9.94,0,,27.8118,0,,35.749,0,,199.1,,,,10.0
10.94,0,,27.813,0,,35.7491,0,,199.1,,,,11.0
11.93,0,,27.8126,0,,35.7489,0,,199.0,,,,12.0
12.93,0,,27.8116,0,,35.7477,0,,199.1,,,,13.0
13.92,0,,27.7832,0,,35.7459,0,,199.4,,,,14.0
14.92,0,,27.7684,0,,35.7424,0,,199.2,,,,15.0
15.91,0,,27.762,0,,35.7412,0,,199.0,,,,16.0
16.91,0,,27.7599,0,,35.7409,0,,199.2,,,,17.0
17.9,0,,27.7593,0,,35.7406,0,,199.4,,,,18.0
18.89,0,,27.7595,0,,35.7409,0,,199.7,,,,19.0
19.89,0,,27.757,0,,35.7403,0,,199.6,,,,20.0
20.88,0,,27.7534,0,,35.7399,0,,199.4,,,,21.0
21.88,0,,27.757,0,,35.7402,0,,199.2,,,,22.0
22.87,0,,27.7525,0,,35.7392,0,,199.1,,,,23.0
23.87,0,,27.7467,0,,35.738,0,,199.1,,,,24.0
24.86,0,,27.7375,0,,35.737,0,,198.8,,,,25.0
25.85,0,,27.7356,0,,35.7369,0,,199.2,,,,26.0
26.85,0,,27.7346,0,,35.7367,0,,199.1,,,,27.0
27.84,0,,27.7366,0,,35.737,0,,199.3,,,,28.0
28.84,0,,27.7215,0,,35.7335,0,,199.5,,,,29.0
29.83,0,,27.7158,0,,35.7329,0,,199.6,,,,30.0
30.83,0,,27.7161,0,,35.7327,0,,199.5,,,,31.0
31.82,0,,27.7165,0,,35.7328,0,,199.4,,,,32.0
32.82,0,,27.7094,0,,35.7314,0,,199.2,,,,33.0
33.81,0,,27.7084,0,,35.7313,0,,199.7,,,,34.0
34.8,0,,27.7035,0,,35.7302,0,,199.7,,,,35.0
35.8,0,,27.6911,0,,35.7279,0,,199.8,,,,36.0
36.79,0,,27.6946,0,,35.7284,0,,199.3,,,,37.0
37.79,0,,27.6925,0,,35.7279,0,,199.2,,,,38.0
38.78,0,,27.6926,0,,35.7281,0,,199.3,,,,39.0
39.78,0,,27.6864,0,,35.7267,0,,199.5,,,,40.0
40.77,0,,27.6911,0,,35.7278,0,,199.5,,,,41.0
41.76,0,,27.6822,0,,35.7254,0,,199.6,,,,42.0
42.76,0,,27.6553,0,,35.7207,0,,199.7,,,,43.0
43.75,0,,27.651,0,,35.7204,0,,199.6,,,,44.0
44.75,0,,27.6419,0,,35.7183,0,,199.3,,,,45.0
45.74,0,,27.6305,0,,35.7165,0,,199.5,,,,46.0
46.74,0,,27.6224,0,,35.715,0,,199.6,,,,47.0
47.73,0,,27.614,0,,35.7137,0,,199.5,,,,48.0
48.72,0,,27.6084,0,,35.7127,0,,199.5,,,,49.0
49.72,0,,27.6032,0,,35.7117,0,,199.3,,,,50.0
50.71,0,,27.5996,0,,35.711,0,,199.3,,,,51.0
51.71,0,,27.5961,0,,35.7106,0,,198.8,,,,52.0
52.7,0,,27.5887,0,,35.7091,0,,199.3,,,,53.0
53.69,0,,27.5859,0,,35.7085,0,,199.2,,,,54.0
54.69,0,,27.5837,0,,35.7082,0,,198.7,,,,55.0
55.68,0,,27.5794,0,,35.7071,0,,198.9,,,,56.0
56.68,0,,27.5774,0,,35.7066,0,,198.5,,,,57.0
57.67,0,,27.573,0,,35.7054,0,,198.5,,,,58.0
58.67,0,,27.565,0,,35.7036,0,,198.9,,,,59.0
59.66,0,,27.5621,0,,35.7029,0,,198.9,,,,60.0
60.65,0,,27.5609,0,,35.7026,0,,198.6,,,,61.0
61.65,0,,27.5578,0,,35.7019,0,,198.5,,,,62.0
62.64,0,,27.5541,0,,35.701,0,,198.6,,,,63.0
63.64,0,,27.5536,0,,35.7008,0,,198.5,,,,64.0
64.63,0,,27.5493,0,,35.6998,0,,198.3,,,,65.0
65.63,0,,27.5443,0,,35.6986,0,,198.2,,,,66.0
66.62,0,,27.5385,0,,35.6974,0,,198.4,,,,67.0
67.61,0,,27.5366,0,,35.6967,0,,198.3,,,,68.0
68.61,0,,27.5354,0,,35.6964,0,,198.4,,,,69.0
69.6,0,,27.5332,0,,35.6961,0,,198.3,,,,70.0
70.6,0,,27.5245,0,,35.6939,0,,198.3,,,,71.0
71.59,0,,27.5143,0,,35.6911,0,,198.1,,,,72.0
72.58,0,,27.5055,0,,35.6893,0,,198.2,,,,73.0
73.58,0,,27.5034,0,,35.689,0,,198.2,,,,74.0
74.57,0,,27.5008,0,,35.6883,0,,198.1,,,,75.0
75.57,0,,27.4964,0,,35.6879,0,,197.8,,,,76.0
76.56,0,,27.4939,0,,35.6885,0,,197.9,,,,77.0
