# latitude: -1.8448, longitude: -168.7481, year: 2009, month: 3, day: 13, cruise: 3871, uid: 11958785
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
9.94,0,,26.7025,0,,35.242,0,,205.6,,,,10.0
11.93,0,,26.6912,0,,35.2411,0,,205.4,,,,12.0
13.92,0,,26.688,0,,35.2409,0,,205.3,,,,14.0
15.91,0,,26.7032,0,,35.2422,0,,205.6,,,,16.0
17.9,0,,26.6651,0,,35.2383,0,,205.5,,,,18.0
19.89,0,,26.6689,0,,35.239,0,,205.2,,,,20.0
21.88,0,,26.6664,0,,35.2381,0,,205.2,,,,22.0
23.87,0,,26.6617,0,,35.2378,0,,205.5,,,,24.0
25.86,0,,26.6524,0,,35.2365,0,,205.6,,,,26.0
27.84,0,,26.6463,0,,35.2362,0,,205.6,,,,28.0
29.83,0,,26.6377,0,,35.2352,0,,204.6,,,,30.0
31.82,0,,26.6362,0,,35.2351,0,,204.8,,,,32.0
33.81,0,,26.6315,0,,35.2345,0,,205.2,,,,34.0
35.8,0,,26.6003,0,,35.2313,0,,205.2,,,,36.0
37.79,0,,26.5798,0,,35.2294,0,,205.3,,,,38.0
39.78,0,,26.5436,0,,35.2273,0,,204.4,,,,40.0
41.76,0,,26.5313,0,,35.226,0,,204.7,,,,42.0
43.75,0,,26.5234,0,,35.2254,0,,204.8,,,,44.0
45.74,0,,26.4748,0,,35.222,0,,204.7,,,,46.0
47.73,0,,26.4613,0,,35.2219,0,,203.9,,,,48.0
49.72,0,,26.4362,0,,35.2204,0,,203.9,,,,50.0
51.71,0,,26.4075,0,,35.2203,0,,203.8,,,,52.0
53.7,0,,26.412,0,,35.2201,0,,203.3,,,,54.0
55.68,0,,26.4089,0,,35.2194,0,,203.7,,,,56.0
57.67,0,,26.3964,0,,35.2198,0,,203.5,,,,58.0
59.66,0,,26.3805,0,,35.2217,0,,203.0,,,,60.0
61.65,0,,26.3787,0,,35.2218,0,,203.4,,,,62.0
63.64,0,,26.377,0,,35.2217,0,,203.2,,,,64.0
65.63,0,,26.3714,0,,35.2225,0,,202.9,,,,66.0
67.61,0,,26.355,0,,35.2278,0,,202.8,,,,68.0
69.6,0,,26.3385,0,,35.2337,0,,202.7,,,,70.0
71.59,0,,26.3223,0,,35.2398,0,,202.7,,,,72.0
73.58,0,,26.313,0,,35.2528,0,,202.5,,,,74.0
75.57,0,,26.2921,0,,35.2542,0,,202.3,,,,76.0
77.56,0,,26.283,0,,35.2652,0,,201.3,,,,78.0
79.54,0,,26.2438,0,,35.2584,0,,200.9,,,,80.0
81.53,0,,26.2195,0,,35.2529,0,,200.7,,,,82.0
83.52,0,,26.2145,0,,35.2537,0,,200.6,,,,84.0
85.51,0,,26.1987,0,,35.2516,0,,200.3,,,,86.0
87.5,0,,26.1846,0,,35.2534,0,,199.7,,,,88.0
89.49,0,,26.1888,0,,35.2601,0,,199.8,,,,90.0
91.47,0,,26.1908,0,,35.2677,0,,199.5,,,,92.0
93.46,0,,26.1928,0,,35.2743,0,,199.1,,,,94.0
95.45,0,,26.1909,0,,35.2768,0,,199.0,,,,96.0
97.44,0,,26.1894,0,,35.2796,0,,199.0,,,,98.0
99.43,0,,26.1888,0,,35.2839,0,,198.5,,,,100.0
101.41,0,,26.1869,0,,35.2847,0,,198.4,,,,102.0
103.4,0,,26.1792,0,,35.2853,0,,198.5,,,,104.0
105.39,0,,26.1659,0,,35.2847,0,,197.3,,,,106.0
107.38,0,,26.1779,0,,35.305,0,,196.9,,,,108.0
109.37,0,,26.1878,0,,35.319,0,,196.4,,,,110.0
111.35,0,,26.2006,0,,35.331,0,,196.0,,,,112.0
113.34,0,,26.1809,0,,35.3349,0,,195.3,,,,114.0
115.33,0,,26.15,0,,35.3422,0,,194.6,,,,116.0
117.32,0,,26.1196,0,,35.337,0,,193.8,,,,118.0
119.31,0,,26.0288,0,,35.3397,0,,193.3,,,,120.0
121.29,0,,26.0142,0,,35.3583,0,,191.4,,,,122.0
123.28,0,,25.9997,0,,35.3601,0,,190.9,,,,124.0
125.27,0,,25.9355,0,,35.3713,0,,190.4,,,,126.0
127.26,0,,25.9835,0,,35.4275,0,,189.0,,,,128.0
129.24,0,,26.0353,0,,35.4751,0,,185.8,,,,130.0
131.23,0,,26.0086,0,,35.5347,0,,182.6,,,,132.0
133.22,0,,25.9371,0,,35.5449,0,,180.5,,,,134.0
135.21,0,,25.8555,0,,35.5365,0,,178.9,,,,136.0
137.2,0,,25.6336,0,,35.535,0,,178.3,,,,138.0
139.18,0,,25.3745,0,,35.4956,0,,176.8,,,,140.0
