# latitude: -2.0017, longitude: -168.7497, year: 1996, month: 3, day: 5, cruise: 13615, uid: 7549055
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
0.99,0,,26.5222,0,,35.3977,0,,202.5,,,,1.0
1.99,0,,26.5225,0,,35.3977,0,,202.6,,,,2.0
2.98,0,,26.5227,0,,35.3977,0,,202.6,,,,3.0
3.98,0,,26.5229,0,,35.3977,0,,201.9,,,,4.0
4.97,0,,26.5232,0,,35.3977,0,,201.1,,,,5.0
5.97,0,,26.5226,0,,35.3992,0,,201.3,,,,6.0
6.96,0,,26.5238,0,,35.3994,0,,201.6,,,,7.0
7.96,0,,26.5216,0,,35.3992,0,,201.7,,,,8.0
8.95,0,,26.5182,0,,35.3985,0,,201.8,,,,9.0
9.94,0,,26.5105,0,,35.3964,0,,201.7,,,,10.0
10.94,0,,26.5151,0,,35.3979,0,,201.7,,,,11.0
11.93,0,,26.5199,0,,35.3989,0,,201.6,,,,12.0
12.93,0,,26.5115,0,,35.3964,0,,201.6,,,,13.0
13.92,0,,26.5153,0,,35.3976,0,,201.7,,,,14.0
14.92,0,,26.5192,0,,35.3988,0,,201.8,,,,15.0
15.91,0,,26.523,0,,35.4,0,,201.9,,,,16.0
16.91,0,,26.5234,0,,35.3998,0,,201.9,,,,17.0
17.9,0,,26.5214,0,,35.399,0,,201.7,,,,18.0
18.89,0,,26.5227,0,,35.3994,0,,201.4,,,,19.0
19.89,0,,26.5207,0,,35.399,0,,201.3,,,,20.0
20.88,0,,26.5239,0,,35.3997,0,,201.5,,,,21.0
21.88,0,,26.5232,0,,35.3995,0,,201.8,,,,22.0
22.87,0,,26.5216,0,,35.3991,0,,202.0,,,,23.0
23.87,0,,26.5213,0,,35.3988,0,,201.7,,,,24.0
24.86,0,,26.52,0,,35.3981,0,,201.8,,,,25.0
25.86,0,,26.5171,0,,35.3975,0,,201.8,,,,26.0
26.85,0,,26.5177,0,,35.3975,0,,201.8,,,,27.0
27.84,0,,26.5159,0,,35.397,0,,201.7,,,,28.0
28.84,0,,26.5143,0,,35.3966,0,,201.4,,,,29.0
29.83,0,,26.5168,0,,35.3971,0,,201.4,,,,30.0
30.83,0,,26.5156,0,,35.3968,0,,201.4,,,,31.0
31.82,0,,26.5138,0,,35.3969,0,,201.4,,,,32.0
32.82,0,,26.5158,0,,35.397,0,,201.6,,,,33.0
33.81,0,,26.5162,0,,35.3972,0,,201.6,,,,34.0
34.8,0,,26.5154,0,,35.3966,0,,201.4,,,,35.0
35.8,0,,26.5123,0,,35.3959,0,,201.3,,,,36.0
36.79,0,,26.5137,0,,35.3963,0,,201.8,,,,37.0
37.79,0,,26.5116,0,,35.3958,0,,201.8,,,,38.0
38.78,0,,26.5115,0,,35.3958,0,,201.7,,,,39.0
39.78,0,,26.5058,0,,35.3941,0,,201.7,,,,40.0
40.77,0,,26.5062,0,,35.3945,0,,201.5,,,,41.0
41.76,0,,26.5078,0,,35.3947,0,,201.5,,,,42.0
42.76,0,,26.5052,0,,35.394,0,,201.4,,,,43.0
43.75,0,,26.5056,0,,35.3942,0,,201.3,,,,44.0
44.75,0,,26.505,0,,35.3942,0,,201.4,,,,45.0
45.74,0,,26.5094,0,,35.3951,0,,201.4,,,,46.0
46.74,0,,26.511,0,,35.395,0,,201.3,,,,47.0
47.73,0,,26.5111,0,,35.3949,0,,201.2,,,,48.0
48.72,0,,26.5114,0,,35.3949,0,,201.3,,,,49.0
49.72,0,,26.5113,0,,35.3947,0,,201.3,,,,50.0
50.71,0,,26.5111,0,,35.3949,0,,201.6,,,,51.0
51.71,0,,26.5138,0,,35.3952,0,,201.5,,,,52.0
52.7,0,,26.506,0,,35.3934,0,,201.6,,,,53.0
53.7,0,,26.5051,0,,35.3935,0,,201.5,,,,54.0
54.69,0,,26.5069,0,,35.3937,0,,201.5,,,,55.0
55.68,0,,26.5088,0,,35.3939,0,,201.6,,,,56.0
56.68,0,,26.5087,0,,35.3939,0,,201.6,,,,57.0
57.67,0,,26.5088,0,,35.3941,0,,201.4,,,,58.0
58.67,0,,26.5092,0,,35.394,0,,201.5,,,,59.0
59.66,0,,26.5092,0,,35.394,0,,201.4,,,,60.0
60.66,0,,26.5094,0,,35.3942,0,,201.6,,,,61.0
61.65,0,,26.5095,0,,35.3942,0,,201.4,,,,62.0
62.64,0,,26.5101,0,,35.3943,0,,201.3,,,,63.0
63.64,0,,26.5103,0,,35.3941,0,,201.2,,,,64.0
64.63,0,,26.5106,0,,35.3941,0,,201.4,,,,65.0
65.63,0,,26.5112,0,,35.3941,0,,201.4,,,,66.0
66.62,0,,26.5028,0,,35.3924,0,,201.5,,,,67.0
67.61,0,,26.4995,0,,35.3915,0,,201.2,,,,68.0
68.61,0,,26.5037,0,,35.3924,0,,201.3,,,,69.0
69.6,0,,26.508,0,,35.3933,0,,201.3,,,,70.0
70.6,0,,26.5122,0,,35.3941,0,,201.3,,,,71.0
71.59,0,,26.5076,0,,35.3931,0,,201.5,,,,72.0
72.59,0,,26.5074,0,,35.3931,0,,201.5,,,,73.0
73.58,0,,26.5071,0,,35.393,0,,201.5,,,,74.0
74.57,0,,26.5069,0,,35.3929,0,,201.5,,,,75.0
75.57,0,,26.4967,0,,35.3904,0,,201.4,,,,76.0
76.56,0,,26.4906,0,,35.3892,0,,201.4,,,,77.0
77.56,0,,26.4882,0,,35.3882,0,,201.4,,,,78.0
78.55,0,,26.4836,0,,35.3874,0,,201.1,,,,79.0
79.54,0,,26.4831,0,,35.3877,0,,200.9,,,,80.0
80.54,0,,26.4823,0,,35.3874,0,,201.2,,,,81.0
81.53,0,,26.4776,0,,35.3863,0,,201.3,,,,82.0
82.53,0,,26.4737,0,,35.3856,0,,201.3,,,,83.0
83.52,0,,26.4693,0,,35.3847,0,,201.0,,,,84.0
84.52,0,,26.4688,0,,35.3845,0,,201.0,,,,85.0
85.51,0,,26.4638,0,,35.3834,0,,200.9,,,,86.0
86.5,0,,26.4642,0,,35.3837,0,,200.7,,,,87.0
87.5,0,,26.4601,0,,35.3829,0,,200.6,,,,88.0
88.49,0,,26.4605,0,,35.3827,0,,200.7,,,,89.0
89.49,0,,26.4554,0,,35.3818,0,,200.7,,,,90.0
90.48,0,,26.4568,0,,35.3824,0,,200.8,,,,91.0
91.47,0,,26.4564,0,,35.382,0,,200.8,,,,92.0
92.47,0,,26.4482,0,,35.3803,0,,200.8,,,,93.0
93.46,0,,26.4512,0,,35.3807,0,,200.7,,,,94.0
94.46,0,,26.4542,0,,35.3811,0,,200.6,,,,95.0
95.45,0,,26.4571,0,,35.3814,0,,200.4,,,,96.0
96.44,0,,26.4413,0,,35.3792,0,,200.6,,,,97.0
97.44,0,,26.4425,0,,35.3795,0,,200.7,,,,98.0
98.43,0,,26.4473,0,,35.3801,0,,200.7,,,,99.0
99.43,0,,26.4347,0,,35.3786,0,,200.7,,,,100.0
100.42,0,,26.4338,0,,35.3777,0,,200.5,,,,101.0
101.41,0,,26.4321,0,,35.3775,0,,200.4,,,,102.0
102.41,0,,26.4298,0,,35.377,0,,200.5,,,,103.0
103.4,0,,26.4279,0,,35.3768,0,,200.6,,,,104.0
104.4,0,,26.4268,0,,35.3766,0,,200.6,,,,105.0
105.39,0,,26.4269,0,,35.3766,0,,200.4,,,,106.0
106.38,0,,26.4227,0,,35.3761,0,,200.4,,,,107.0
107.38,0,,26.407,0,,35.374,0,,200.2,,,,108.0
108.37,0,,26.3814,0,,35.371,0,,200.3,,,,109.0
109.37,0,,26.3478,0,,35.3665,0,,200.4,,,,110.0
110.36,0,,26.3469,0,,35.3661,0,,200.5,,,,111.0
111.35,0,,26.3409,0,,35.3647,0,,200.4,,,,112.0
112.35,0,,26.3417,0,,35.3647,0,,200.2,,,,113.0
113.34,0,,26.3425,0,,35.3648,0,,200.1,,,,114.0
114.34,0,,26.3433,0,,35.3647,0,,199.9,,,,115.0
115.33,0,,26.3331,0,,35.3633,0,,199.9,,,,116.0
116.32,0,,26.3205,0,,35.3613,0,,199.9,,,,117.0
117.32,0,,26.2844,0,,35.3557,0,,200.2,,,,118.0
118.31,0,,26.2717,0,,35.353,0,,200.1,,,,119.0
119.31,0,,26.2626,0,,35.3507,0,,200.0,,,,120.0
120.3,0,,26.2596,0,,35.3493,0,,199.8,,,,121.0
121.29,0,,26.2576,0,,35.3501,0,,199.7,,,,122.0
122.29,0,,26.2574,0,,35.3518,0,,199.5,,,,123.0
123.28,0,,26.2561,0,,35.3552,0,,199.5,,,,124.0
124.27,0,,26.2435,0,,35.3523,0,,199.5,,,,125.0
125.27,0,,26.2468,0,,35.3528,0,,199.6,,,,126.0
126.26,0,,26.2114,0,,35.3428,0,,199.6,,,,127.0
127.26,0,,26.2051,0,,35.3412,0,,199.7,,,,128.0
