# latitude: -5.99905, longitude: -168.75133, year: 2016, month: 6, day: 20, cruise: 5676, uid: 18457435
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
3.5,0,,30.2961,0,,34.8923,0,,185.83,,,,3.5
4.0,0,,30.3019,0,,34.8942,0,,185.91,,,,4.0
5.0,0,,30.3201,0,,34.8966,0,,186.14,,,,5.0
6.0,0,,30.3167,0,,34.8955,0,,186.54,,,,6.0
7.0,0,,30.3075,0,,34.8935,0,,186.37,,,,7.0
8.0,0,,30.3052,0,,34.8938,0,,186.49,,,,8.0
8.9,0,,30.3011,0,,34.892,0,,187.25,,,,9.0
9.9,0,,30.2903,0,,34.8914,0,,187.71,,,,10.0
10.9,0,,30.2876,0,,34.8913,0,,187.13,,,,11.0
11.9,0,,30.2865,0,,34.8912,0,,186.82,,,,12.0
12.9,0,,30.2852,0,,34.8912,0,,187.01,,,,13.0
13.9,0,,30.2839,0,,34.8914,0,,187.05,,,,14.0
14.9,0,,30.2845,0,,34.8916,0,,187.52,,,,15.0
15.9,0,,30.2833,0,,34.8913,0,,187.87,,,,16.0
16.9,0,,30.2812,0,,34.8912,0,,187.75,,,,17.0
17.9,0,,30.2812,0,,34.8914,0,,187.34,,,,18.0
18.9,0,,30.2821,0,,34.8917,0,,186.55,,,,19.0
19.9,0,,30.2814,0,,34.8915,0,,186.99,,,,20.0
20.9,0,,30.2814,0,,34.8917,0,,187.22,,,,21.0
21.9,0,,30.2813,0,,34.8918,0,,187.18,,,,22.0
22.9,0,,30.2803,0,,34.8919,0,,187.25,,,,23.0
23.9,0,,30.2805,0,,34.8921,0,,187.81,,,,24.0
24.9,0,,30.2802,0,,34.8921,0,,187.81,,,,25.0
25.9,0,,30.2803,0,,34.8924,0,,188.04,,,,26.0
26.8,0,,30.2804,0,,34.8923,0,,187.47,,,,27.0
27.8,0,,30.2799,0,,34.8921,0,,187.17,,,,28.0
28.8,0,,30.2798,0,,34.8923,0,,187.06,,,,29.0
29.8,0,,30.2799,0,,34.8924,0,,187.39,,,,30.0
30.8,0,,30.2802,0,,34.8925,0,,187.45,,,,31.0
31.8,0,,30.2804,0,,34.8925,0,,187.26,,,,32.0
32.8,0,,30.2806,0,,34.8927,0,,187.16,,,,33.0
33.8,0,,30.2808,0,,34.8928,0,,187.05,,,,34.0
