# latitude: -2.99904, longitude: -168.74763, year: 2001, month: 7, day: 2, cruise: 3312, uid: 10162351
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
8.0,0,,28.941,0,,35.518,0,,204.5,,,,8.0
9.9,0,,28.941,0,,35.518,0,,205.0,,,,10.0
11.9,0,,28.94,0,,35.518,0,,204.8,,,,12.0
13.9,0,,28.939,0,,35.518,0,,204.7,,,,14.0
15.9,0,,28.94,0,,35.518,0,,204.7,,,,16.0
17.9,0,,28.939,0,,35.518,0,,204.5,,,,18.0
19.9,0,,28.929,0,,35.518,0,,204.3,,,,20.0
21.9,0,,28.923,0,,35.518,0,,204.6,,,,22.0
23.9,0,,28.917,0,,35.518,0,,204.1,,,,24.0
25.9,0,,28.905,0,,35.518,0,,204.3,,,,26.0
27.8,0,,28.896,0,,35.517,0,,204.2,,,,28.0
29.8,0,,28.884,0,,35.517,0,,204.2,,,,30.0
31.8,0,,28.881,0,,35.517,0,,203.9,,,,32.0
33.8,0,,28.879,0,,35.517,0,,203.9,,,,34.0
35.8,0,,28.878,0,,35.517,0,,204.3,,,,36.0
37.8,0,,28.878,0,,35.518,0,,204.5,,,,38.0
39.8,0,,28.878,0,,35.518,0,,204.3,,,,40.0
41.8,0,,28.877,0,,35.518,0,,204.3,,,,42.0
43.8,0,,28.874,0,,35.517,0,,204.7,,,,44.0
45.7,0,,28.873,0,,35.518,0,,204.7,,,,46.0
47.7,0,,28.873,0,,35.518,0,,204.5,,,,48.0
49.7,0,,28.872,0,,35.518,0,,204.3,,,,50.0
51.7,0,,28.872,0,,35.518,0,,204.1,,,,52.0
53.7,0,,28.873,0,,35.518,0,,204.0,,,,54.0
55.7,0,,28.872,0,,35.518,0,,203.6,,,,56.0
57.7,0,,28.873,0,,35.519,0,,203.3,,,,58.0
59.7,0,,28.873,0,,35.519,0,,203.2,,,,60.0
61.6,0,,28.873,0,,35.519,0,,202.9,,,,62.0
63.6,0,,28.873,0,,35.52,0,,202.2,,,,64.0
65.6,0,,28.872,0,,35.52,0,,201.7,,,,66.0
67.6,0,,28.87,0,,35.521,0,,201.3,,,,68.0
69.6,0,,28.87,0,,35.523,0,,200.6,,,,70.0
71.6,0,,28.862,0,,35.529,0,,199.3,,,,72.0
73.6,0,,28.85,0,,35.536,0,,196.2,,,,74.0
75.6,0,,28.829,0,,35.549,0,,192.9,,,,76.0
77.6,0,,28.8,0,,35.563,0,,189.2,,,,78.0
79.5,0,,28.76,0,,35.597,0,,185.4,,,,80.0
81.5,0,,28.598,0,,35.695,0,,181.1,,,,82.0
83.5,0,,28.442,0,,35.719,0,,174.3,,,,84.0
85.5,0,,28.316,0,,35.726,0,,169.3,,,,86.0
87.5,0,,28.16,0,,35.725,0,,166.6,,,,88.0
89.5,0,,28.05,0,,35.726,0,,165.6,,,,90.0
91.5,0,,27.935,0,,35.735,0,,164.7,,,,92.0
93.5,0,,27.779,0,,35.732,0,,163.1,,,,94.0
95.4,0,,27.567,0,,35.723,0,,163.4,,,,96.0
97.4,0,,27.417,0,,35.714,0,,164.2,,,,98.0
99.4,0,,27.341,0,,35.708,0,,165.1,,,,100.0
101.4,0,,27.289,0,,35.702,0,,166.1,,,,102.0
103.4,0,,27.208,0,,35.695,0,,167.2,,,,104.0
105.4,0,,27.137,0,,35.693,0,,168.1,,,,106.0
107.4,0,,27.079,0,,35.694,0,,168.0,,,,108.0
109.4,0,,26.995,0,,35.699,0,,167.0,,,,110.0
111.4,0,,26.869,0,,35.709,0,,165.3,,,,112.0
113.3,0,,26.686,0,,35.722,0,,164.2,,,,114.0
115.3,0,,26.464,0,,35.74,0,,162.1,,,,116.0
117.3,0,,26.251,0,,35.756,0,,159.0,,,,118.0
119.3,0,,26.14,0,,35.763,0,,157.5,,,,120.0
121.3,0,,26.122,0,,35.761,0,,156.4,,,,122.0
123.3,0,,26.093,0,,35.763,0,,155.8,,,,124.0
125.3,0,,26.024,0,,35.766,0,,154.2,,,,126.0
127.3,0,,25.802,0,,35.775,0,,152.5,,,,128.0
129.2,0,,25.136,0,,35.776,0,,150.6,,,,130.0
131.2,0,,24.383,0,,35.77,0,,144.6,,,,132.0
133.2,0,,24.182,0,,35.76,0,,139.2,,,,134.0
135.2,0,,24.054,0,,35.754,0,,138.7,,,,136.0
137.2,0,,23.764,0,,35.749,0,,139.1,,,,138.0
139.2,0,,23.585,0,,35.749,0,,138.5,,,,140.0
141.2,0,,23.32,0,,35.748,0,,135.5,,,,142.0
143.2,0,,22.983,0,,35.751,0,,131.3,,,,144.0
145.1,0,,22.451,0,,35.766,0,,128.3,,,,146.0
147.1,0,,22.225,0,,35.77,0,,124.9,,,,148.0
149.1,0,,21.755,0,,35.75,0,,122.2,,,,150.0
151.1,0,,20.989,0,,35.724,0,,117.6,,,,152.0
153.1,0,,20.815,0,,35.706,0,,109.1,,,,154.0
155.1,0,,20.371,0,,35.676,0,,106.8,,,,156.0
157.1,0,,20.015,0,,35.651,0,,104.8,,,,158.0
159.1,0,,19.739,0,,35.622,0,,102.7,,,,160.0
161.0,0,,19.03,0,,35.572,0,,100.9,,,,162.0
163.0,0,,18.383,0,,35.518,0,,94.51,,,,164.0
165.0,0,,18.292,0,,35.503,0,,89.74,,,,166.0
167.0,0,,18.227,0,,35.491,0,,91.24,,,,168.0
169.0,0,,17.839,0,,35.454,0,,94.83,,,,170.0
171.0,0,,17.63,0,,35.435,0,,94.75,,,,172.0
173.0,0,,17.454,0,,35.422,0,,94.29,,,,174.0
175.0,0,,17.274,0,,35.409,0,,93.98,,,,176.0
176.9,0,,17.038,0,,35.387,0,,91.27,,,,178.0
178.9,0,,16.74,0,,35.357,0,,84.9,,,,180.0
180.9,0,,16.047,0,,35.295,0,,73.41,,,,182.0
182.9,0,,15.729,0,,35.264,0,,65.61,,,,184.0
184.9,0,,15.457,0,,35.239,0,,61.45,,,,186.0
186.9,0,,15.145,0,,35.212,0,,59.42,,,,188.0
188.9,0,,14.969,0,,35.187,0,,60.55,,,,190.0
190.9,0,,14.799,0,,35.169,0,,63.49,,,,192.0
192.8,0,,14.719,0,,35.16,0,,64.5,,,,194.0
194.8,0,,14.631,0,,35.149,0,,65.09,,,,196.0
196.8,0,,14.366,0,,35.125,0,,65.68,,,,198.0
198.8,0,,14.179,0,,35.11,0,,65.59,,,,200.0
200.8,0,,13.989,0,,35.091,0,,65.24,,,,202.0
202.8,0,,13.648,0,,35.064,0,,66.33,,,,204.0
204.8,0,,13.23,0,,35.033,0,,68.32,,,,206.0
206.8,0,,12.712,0,,35.001,0,,71.42,,,,208.0
208.7,0,,12.323,0,,34.968,0,,78.98,,,,210.0
210.7,0,,12.252,0,,34.955,0,,84.18,,,,212.0
212.7,0,,12.16,0,,34.945,0,,89.47,,,,214.0
214.7,0,,12.068,0,,34.934,0,,93.33,,,,216.0
216.7,0,,12.006,0,,34.927,0,,88.17,,,,218.0
218.7,0,,11.935,0,,34.919,0,,81.18,,,,220.0
220.7,0,,11.832,0,,34.909,0,,73.83,,,,222.0
222.6,0,,11.795,0,,34.902,0,,60.66,,,,224.0
224.6,0,,11.742,0,,34.895,0,,54.77,,,,226.0
226.6,0,,11.715,0,,34.892,0,,56.18,,,,228.0
228.6,0,,11.697,0,,34.89,0,,57.5,,,,230.0
230.6,0,,11.691,0,,34.888,0,,60.89,,,,232.0
232.6,0,,11.664,0,,34.885,0,,62.99,,,,234.0
234.6,0,,11.621,0,,34.881,0,,64.42,,,,236.0
236.6,0,,11.598,0,,34.878,0,,65.78,,,,238.0
238.5,0,,11.564,0,,34.875,0,,67.36,,,,240.0
240.5,0,,11.537,0,,34.874,0,,68.33,,,,242.0
242.5,0,,11.517,0,,34.872,0,,70.13,,,,244.0
244.5,0,,11.491,0,,34.869,0,,72.4,,,,246.0
246.5,0,,11.413,0,,34.863,0,,72.51,,,,248.0
248.5,0,,11.351,0,,34.858,0,,70.92,,,,250.0
250.5,0,,11.303,0,,34.854,0,,69.78,,,,252.0
252.4,0,,11.267,0,,34.851,0,,69.33,,,,254.0
254.4,0,,11.24,0,,34.848,0,,68.87,,,,256.0
256.4,0,,11.201,0,,34.844,0,,68.98,,,,258.0
258.4,0,,11.173,0,,34.841,0,,69.14,,,,260.0
260.4,0,,11.096,0,,34.836,0,,68.79,,,,262.0
262.4,0,,11.024,0,,34.831,0,,67.41,,,,264.0
264.4,0,,11.009,0,,34.829,0,,66.45,,,,266.0
266.4,0,,10.987,0,,34.826,0,,66.97,,,,268.0
268.3,0,,10.945,0,,34.823,0,,68.61,,,,270.0
270.3,0,,10.897,0,,34.82,0,,69.3,,,,272.0
272.3,0,,10.872,0,,34.817,0,,70.06,,,,274.0
274.3,0,,10.839,0,,34.815,0,,71.07,,,,276.0
276.3,0,,10.802,0,,34.812,0,,72.24,,,,278.0
278.3,0,,10.78,0,,34.809,0,,73.44,,,,280.0
280.3,0,,10.755,0,,34.807,0,,73.92,,,,282.0
282.2,0,,10.74,0,,34.805,0,,74.45,,,,284.0
284.2,0,,10.7,0,,34.803,0,,74.78,,,,286.0
286.2,0,,10.669,0,,34.801,0,,74.89,,,,288.0
288.2,0,,10.6,0,,34.795,0,,75.49,,,,290.0
290.2,0,,10.563,0,,34.792,0,,75.85,,,,292.0
292.2,0,,10.525,0,,34.789,0,,76.12,,,,294.0
294.2,0,,10.481,0,,34.786,0,,76.13,,,,296.0
296.1,0,,10.451,0,,34.783,0,,76.7,,,,298.0
298.1,0,,10.449,0,,34.782,0,,76.71,,,,300.0
300.1,0,,10.446,0,,34.782,0,,76.43,,,,302.0
302.1,0,,10.442,0,,34.781,0,,76.45,,,,304.0
304.1,0,,10.436,0,,34.781,0,,76.65,,,,306.0
306.1,0,,10.405,0,,34.779,0,,76.78,,,,308.0
308.1,0,,10.366,0,,34.776,0,,77.68,,,,310.0
310.0,0,,10.329,0,,34.773,0,,78.99,,,,312.0
312.0,0,,10.287,0,,34.769,0,,81.83,,,,314.0
314.0,0,,10.235,0,,34.765,0,,84.33,,,,316.0
316.0,0,,10.189,0,,34.762,0,,86.39,,,,318.0
318.0,0,,10.171,0,,34.76,0,,88.56,,,,320.0
320.0,0,,10.151,0,,34.758,0,,93.12,,,,322.0
322.0,0,,10.108,0,,34.754,0,,95.58,,,,324.0
323.9,0,,10.087,0,,34.753,0,,95.93,,,,326.0
325.9,0,,10.049,0,,34.75,0,,96.63,,,,328.0
327.9,0,,9.922,0,,34.744,0,,97.6,,,,330.0
329.9,0,,9.857,0,,34.738,0,,92.8,,,,332.0
331.9,0,,9.821,0,,34.734,0,,89.22,,,,334.0
333.9,0,,9.81,0,,34.732,0,,88.31,,,,336.0
335.9,0,,9.782,0,,34.729,0,,87.94,,,,338.0
337.8,0,,9.721,0,,34.724,0,,87.89,,,,340.0
339.8,0,,9.665,0,,34.719,0,,87.6,,,,342.0
341.8,0,,9.657,0,,34.718,0,,87.49,,,,344.0
343.8,0,,9.653,0,,34.717,0,,87.46,,,,346.0
345.8,0,,9.639,0,,34.714,0,,87.25,,,,348.0
347.8,0,,9.62,0,,34.712,0,,86.54,,,,350.0
349.8,0,,9.602,0,,34.711,0,,85.49,,,,352.0
351.7,0,,9.596,0,,34.71,0,,83.73,,,,354.0
353.7,0,,9.582,0,,34.708,0,,80.76,,,,356.0
355.7,0,,9.571,0,,34.707,0,,74.09,,,,358.0
357.7,0,,9.559,0,,34.706,0,,70.42,,,,360.0
359.7,0,,9.555,0,,34.705,0,,68.66,,,,362.0
361.7,0,,9.549,0,,34.704,0,,66.73,,,,364.0
363.7,0,,9.547,0,,34.704,0,,66.01,,,,366.0
365.6,0,,9.544,0,,34.703,0,,66.31,,,,368.0
367.6,0,,9.544,0,,34.703,0,,66.34,,,,370.0
369.6,0,,9.544,0,,34.703,0,,66.68,,,,372.0
371.6,0,,9.542,0,,34.703,0,,66.94,,,,374.0
373.6,0,,9.541,0,,34.702,0,,66.92,,,,376.0
375.6,0,,9.536,0,,34.702,0,,66.33,,,,378.0
377.6,0,,9.503,0,,34.7,0,,65.45,,,,380.0
