# latitude: -2.0105, longitude: -168.7432, year: 1994, month: 11, day: 1, cruise: 12537, uid: 8077667
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
3.98,0,,29.8447,0,,35.2707,0,,,,,,4.0
5.97,0,,29.8428,0,,35.2713,0,,,,,,6.0
7.96,0,,29.8435,0,,35.2719,0,,,,,,8.0
9.94,0,,29.8433,0,,35.2722,0,,,,,,10.0
11.93,0,,29.8358,0,,35.2728,0,,,,,,12.0
13.92,0,,29.8215,0,,35.2744,0,,,,,,14.0
15.91,0,,29.7905,0,,35.2756,0,,,,,,16.0
17.9,0,,29.7699,0,,35.2753,0,,,,,,18.0
19.89,0,,29.7546,0,,35.2744,0,,,,,,20.0
21.88,0,,29.7374,0,,35.2758,0,,,,,,22.0
23.87,0,,29.7288,0,,35.2752,0,,,,,,24.0
25.86,0,,29.7203,0,,35.2754,0,,,,,,26.0
27.84,0,,29.7099,0,,35.2754,0,,,,,,28.0
29.83,0,,29.7057,0,,35.2753,0,,,,,,30.0
31.82,0,,29.701,0,,35.2757,0,,,,,,32.0
33.81,0,,29.683,0,,35.2756,0,,,,,,34.0
35.8,0,,29.6808,0,,35.2762,0,,,,,,36.0
37.79,0,,29.6783,0,,35.2782,0,,,,,,38.0
39.78,0,,29.6645,0,,35.2789,0,,,,,,40.0
41.76,0,,29.6612,0,,35.2787,0,,,,,,42.0
43.75,0,,29.6541,0,,35.2802,0,,,,,,44.0
45.74,0,,29.6473,0,,35.2789,0,,,,,,46.0
47.73,0,,29.626,0,,35.2809,0,,,,,,48.0
49.72,0,,29.5956,0,,35.2874,0,,,,,,50.0
51.71,0,,29.5575,0,,35.3003,0,,,,,,52.0
53.7,0,,29.5191,0,,35.3102,0,,,,,,54.0
55.68,0,,29.5099,0,,35.3129,0,,,,,,56.0
57.67,0,,29.4938,0,,35.3191,0,,,,,,58.0
59.66,0,,29.483,0,,35.3258,0,,,,,,60.0
61.65,0,,29.4698,0,,35.3314,0,,,,,,62.0
63.64,0,,29.4576,0,,35.3381,0,,,,,,64.0
65.63,0,,29.4247,0,,35.3506,0,,,,,,66.0
67.61,0,,29.402,0,,35.3546,0,,,,,,68.0
69.6,0,,29.3749,0,,35.3545,0,,,,,,70.0
71.59,0,,29.3533,0,,35.3503,0,,,,,,72.0
73.58,0,,29.3313,0,,35.3532,0,,,,,,74.0
75.57,0,,29.2886,0,,35.3595,0,,,,,,76.0
77.56,0,,29.2453,0,,35.368,0,,,,,,78.0
79.54,0,,29.2187,0,,35.3747,0,,,,,,80.0
81.53,0,,29.1992,0,,35.3874,0,,,,,,82.0
83.52,0,,29.1839,0,,35.3954,0,,,,,,84.0
85.51,0,,29.1539,0,,35.4116,0,,,,,,86.0
87.5,0,,29.0447,0,,35.4236,0,,,,,,88.0
89.49,0,,29.0171,0,,35.4248,0,,,,,,90.0
91.47,0,,28.9826,0,,35.4191,0,,,,,,92.0
93.46,0,,28.9293,0,,35.4028,0,,,,,,94.0
95.45,0,,28.9076,0,,35.3987,0,,,,,,96.0
97.44,0,,28.8963,0,,35.4026,0,,,,,,98.0
99.43,0,,28.8833,0,,35.4066,0,,,,,,100.0
101.41,0,,28.8765,0,,35.4086,0,,,,,,102.0
103.4,0,,28.8684,0,,35.412,0,,,,,,104.0
105.39,0,,28.8425,0,,35.4135,0,,,,,,106.0
107.38,0,,28.8176,0,,35.4115,0,,,,,,108.0
109.37,0,,28.8054,0,,35.4132,0,,,,,,110.0
111.35,0,,28.777,0,,35.407,0,,,,,,112.0
113.34,0,,28.7496,0,,35.4042,0,,,,,,114.0
115.33,0,,28.732,0,,35.3972,0,,,,,,116.0
117.32,0,,28.7008,0,,35.3977,0,,,,,,118.0
119.31,0,,28.6912,0,,35.3883,0,,,,,,120.0
121.29,0,,28.6885,0,,35.3893,0,,,,,,122.0
123.28,0,,28.6779,0,,35.3882,0,,,,,,124.0
125.27,0,,28.6691,0,,35.391,0,,,,,,126.0
127.26,0,,28.6527,0,,35.4143,0,,,,,,128.0
129.24,0,,28.543,0,,35.455,0,,,,,,130.0
