# latitude: -1.5152, longitude: -168.7518, year: 1994, month: 11, day: 1, cruise: 12537, uid: 8077664
z,z_level_qc,z_unc,t,t_level_qc,t_unc,s,s_level_qc,s_unc,oxygen,phosphate,silicate,pH,p
0.0,0,,29.9846,0,,35.2248,0,,,,,,0.0
1.99,0,,29.9832,0,,35.2243,0,,,,,,2.0
3.98,0,,29.9483,0,,35.2239,0,,,,,,4.0
5.97,0,,29.9305,0,,35.2219,0,,,,,,6.0
7.96,0,,29.9099,0,,35.2215,0,,,,,,8.0
9.94,0,,29.8435,0,,35.2197,0,,,,,,10.0
11.93,0,,29.7827,0,,35.2173,0,,,,,,12.0
13.92,0,,29.7499,0,,35.2131,0,,,,,,14.0
15.91,0,,29.7102,0,,35.211,0,,,,,,16.0
17.9,0,,29.7062,0,,35.2113,0,,,,,,18.0
19.89,0,,29.7019,0,,35.2122,0,,,,,,20.0
21.88,0,,29.6946,0,,35.2121,0,,,,,,22.0
23.87,0,,29.696,0,,35.2154,0,,,,,,24.0
25.86,0,,29.6899,0,,35.213,0,,,,,,26.0
27.84,0,,29.6845,0,,35.2123,0,,,,,,28.0
29.83,0,,29.6809,0,,35.2133,0,,,,,,30.0
31.82,0,,29.6806,0,,35.2145,0,,,,,,32.0
33.81,0,,29.6801,0,,35.2172,0,,,,,,34.0
35.8,0,,29.6846,0,,35.2211,0,,,,,,36.0
37.79,0,,29.6932,0,,35.2259,0,,,,,,38.0
39.78,0,,29.7121,0,,35.2439,0,,,,,,40.0
41.76,0,,29.7204,0,,35.2548,0,,,,,,42.0
43.75,0,,29.7184,0,,35.2638,0,,,,,,44.0
45.74,0,,29.7011,0,,35.2663,0,,,,,,46.0
47.73,0,,29.6853,0,,35.2656,0,,,,,,48.0
49.72,0,,29.6755,0,,35.2655,0,,,,,,50.0
51.71,0,,29.6634,0,,35.266,0,,,,,,52.0
53.7,0,,29.6556,0,,35.2659,0,,,,,,54.0
55.68,0,,29.6446,0,,35.2669,0,,,,,,56.0
57.67,0,,29.5927,0,,35.2799,0,,,,,,58.0
59.66,0,,29.5436,0,,35.2967,0,,,,,,60.0
61.65,0,,29.5109,0,,35.3136,0,,,,,,62.0
63.64,0,,29.4901,0,,35.318,0,,,,,,64.0
