# Nova Canton Expedition Leg 3
# Station: NC3_MA4_7900
# Latitude: -1.069
# Longitude: -168.14433333333332
# Date Collected: 2024-04-19T00:00:00.000000000
# CTD Serial Number: NA
# name 0 = Latitude
# name 1 = Longitude
# name 2 = p: Pressure [db]
# name 3 = z: Depth [m]
# name 4 = tnc90C: Temperature [ITS-90 deg C]
lat,lon,p,z,tnc90C
-1.069,-168.14433333333332,0.5,0.8631969091570035,27.533042646224835
-1.069,-168.14433333333332,1.5,1.527700319162692,29.065535533626164
-1.069,-168.14433333333332,2.5,2.4986028179736484,29.244664802208938
-1.069,-168.14433333333332,3.5,3.511368754831189,29.249695458074935
-1.069,-168.14433333333332,4.5,4.469954233952497,29.251121774174976
-1.069,-168.14433333333332,5.5,5.48755660574325,29.254879324755706
-1.069,-168.14433333333332,6.5,6.456217443019585,29.252896181746344
-1.069,-168.14433333333332,7.5,7.362297201335754,29.244168794686317
-1.069,-168.14433333333332,8.5,8.373352136505476,29.252478666741737
-1.069,-168.14433333333332,9.5,9.404773114343348,29.2574686068126
-1.069,-168.14433333333332,10.5,10.384762554166498,29.25974602806077
-1.069,-168.14433333333332,11.5,11.374116019488897,29.260286532832417
-1.069,-168.14433333333332,12.5,12.379049827248314,29.26172603603629
-1.069,-168.14433333333332,13.5,13.360680627408897,29.26392075444979
-1.069,-168.14433333333332,14.5,14.403023220938794,29.263305977130653
-1.069,-168.14433333333332,15.5,15.390920747073537,29.265757678565546
-1.069,-168.14433333333332,16.5,16.346377932322255,29.264839979956797
-1.069,-168.14433333333332,17.5,17.422105986927363,29.265032099174885
-1.069,-168.14433333333332,18.5,18.390885757784183,29.2653438803356
-1.069,-168.14433333333332,19.5,19.335390644707555,29.265681211375313
-1.069,-168.14433333333332,20.5,20.36191772474984,29.26624872906305
-1.069,-168.14433333333332,21.5,21.356576836992087,29.266219650704524
-1.069,-168.14433333333332,22.5,22.303300089767585,29.26322979095896
-1.069,-168.14433333333332,23.5,23.317430989415588,29.25908355929226
-1.069,-168.14433333333332,24.5,24.300283278849548,29.26120865634751
-1.069,-168.14433333333332,25.5,25.308278198990504,29.26170026126544
-1.069,-168.14433333333332,26.5,26.252521506569018,29.260834406698297
-1.069,-168.14433333333332,27.5,27.241484053103104,29.253487423041637
-1.069,-168.14433333333332,28.5,28.253222543667952,29.251854942290333
-1.069,-168.14433333333332,29.5,29.24440565115695,29.25239063708975
-1.069,-168.14433333333332,30.5,30.236812927964703,29.24695048712497
-1.069,-168.14433333333332,31.5,31.29827047288881,29.24026915305384
-1.069,-168.14433333333332,32.5,32.30067014538194,29.23256519481861
-1.069,-168.14433333333332,33.5,33.235496227098615,29.232903336864524
-1.069,-168.14433333333332,34.5,34.21832693760764,29.21270393293726
-1.069,-168.14433333333332,35.5,35.227476038324994,29.20789529074949
-1.069,-168.14433333333332,36.5,36.258071283589544,29.191583133034143
-1.069,-168.14433333333332,37.5,37.22626137930571,29.18680127698398
-1.069,-168.14433333333332,38.5,38.18841580594468,29.16921758266204
-1.069,-168.14433333333332,39.5,39.20926505387202,29.170098049650868
-1.069,-168.14433333333332,40.5,40.225258466994795,29.137153399158723
-1.069,-168.14433333333332,41.5,41.1929720035395,29.09952619152644
-1.069,-168.14433333333332,42.5,42.117625663181435,29.062331728657213
-1.069,-168.14433333333332,43.5,43.157653667965114,29.07264544519134
-1.069,-168.14433333333332,44.5,44.116609363765235,29.04450048707948
-1.069,-168.14433333333332,45.5,45.14059389038315,29.029011360173435
-1.069,-168.14433333333332,46.5,46.146469302970154,28.97804908883454
-1.069,-168.14433333333332,47.5,47.1500083788186,28.95468887426447
-1.069,-168.14433333333332,48.5,48.125055643446174,28.9595831393589
-1.069,-168.14433333333332,49.5,49.089526523081275,28.946337787212045
-1.069,-168.14433333333332,50.5,50.05385404617925,28.94343592347988
-1.069,-168.14433333333332,51.5,51.077378269163205,28.966194916418573
-1.069,-168.14433333333332,52.5,52.05018699684575,28.92848224601884
-1.069,-168.14433333333332,53.5,53.03289860329153,28.929325953627597
-1.069,-168.14433333333332,54.5,54.01148369048385,28.972302425724624
-1.069,-168.14433333333332,55.5,55.04280074513227,28.93166416655128
-1.069,-168.14433333333332,56.5,56.03708962137215,28.93050458959395
-1.069,-168.14433333333332,57.5,57.06280777918765,28.935582040953992
-1.069,-168.14433333333332,58.5,58.09507055190509,28.82969960558501
-1.069,-168.14433333333332,59.5,59.0597740540094,28.799869613705063
-1.069,-168.14433333333332,60.5,60.01850516915303,28.855068455280016
-1.069,-168.14433333333332,61.5,60.97842402300507,28.901894098666745
-1.069,-168.14433333333332,62.5,61.97694249247573,28.896320351000956
-1.069,-168.14433333333332,63.5,62.96833399681798,28.842413847046352
-1.069,-168.14433333333332,64.5,63.95184184392236,28.79011708457979
-1.069,-168.14433333333332,65.5,64.95949742220597,28.75627120570499
-1.069,-168.14433333333332,66.5,65.93829543009572,28.731733323018304
-1.069,-168.14433333333332,67.5,67.00175882016285,28.716703103213217
-1.069,-168.14433333333332,68.5,67.99158153412735,28.70842441361128
-1.069,-168.14433333333332,69.5,68.91937710814176,28.70295837022697
-1.069,-168.14433333333332,70.5,69.92020681841647,28.7031125054224
-1.069,-168.14433333333332,71.5,70.9431479191625,28.70059355819794
-1.069,-168.14433333333332,72.5,71.9311686526314,28.6898567950265
-1.069,-168.14433333333332,73.5,72.84686986195476,28.682204337029667
-1.069,-168.14433333333332,74.5,73.91040425785705,28.68753735099248
-1.069,-168.14433333333332,75.5,74.88807920107554,28.684790710791138
-1.069,-168.14433333333332,76.5,75.893088016803,28.654097655859783
-1.069,-168.14433333333332,77.5,76.85358554599131,28.647534693831723
-1.069,-168.14433333333332,78.5,77.82359265700832,28.623952534569423
-1.069,-168.14433333333332,79.5,78.82819898009181,28.62622950667555
-1.069,-168.14433333333332,80.5,79.87930283474485,28.605260231224474
-1.069,-168.14433333333332,81.5,80.80499923020588,28.55193769919787
-1.069,-168.14433333333332,82.5,81.82037152760391,28.48205846480787
-1.069,-168.14433333333332,83.5,82.835081163168,28.455196642088527
-1.069,-168.14433333333332,84.5,83.85303694764487,28.44232885005914
-1.069,-168.14433333333332,85.5,84.77297867272115,28.4412719817219
-1.069,-168.14433333333332,86.5,85.71286650424469,28.45492425394937
-1.069,-168.14433333333332,87.5,86.80012748274322,28.41892480578845
-1.069,-168.14433333333332,88.5,87.73529982276507,28.39722529918257
-1.069,-168.14433333333332,89.5,88.76488902884168,28.373712090308043
-1.069,-168.14433333333332,90.5,89.81482850502175,28.44289990378508
-1.069,-168.14433333333332,91.5,90.7192796768569,28.46686747249494
-1.069,-168.14433333333332,92.5,91.70169137829016,28.485051073490023
-1.069,-168.14433333333332,93.5,92.74551889971713,28.44116391522086
-1.069,-168.14433333333332,94.5,93.76439083010284,28.44674580912484
-1.069,-168.14433333333332,95.5,94.6965107277727,28.418930733397463
-1.069,-168.14433333333332,96.5,95.64646328420194,28.335833714828016
-1.069,-168.14433333333332,97.5,96.67135254932242,28.251865516903628
-1.069,-168.14433333333332,98.5,97.63807057912504,28.17355981876686
-1.069,-168.14433333333332,99.5,98.64801185105712,28.146629026358465
-1.069,-168.14433333333332,100.5,99.63207580548554,28.161420926344256
-1.069,-168.14433333333332,101.5,100.61732297064776,28.0942977114256
-1.069,-168.14433333333332,102.5,101.62522152855624,27.987672600281275
-1.069,-168.14433333333332,103.5,102.70036335078204,28.00281858252287
-1.069,-168.14433333333332,104.5,103.60485134284195,27.93336458532346
-1.069,-168.14433333333332,105.5,104.5233627447819,27.809515677267974
-1.069,-168.14433333333332,106.5,105.59254972862676,27.744471194796983
-1.069,-168.14433333333332,107.5,106.61085569711476,27.83578345339337
-1.069,-168.14433333333332,108.5,107.63218332373388,27.742890010213586
-1.069,-168.14433333333332,109.5,108.5253910549592,27.65391730432693
-1.069,-168.14433333333332,110.5,109.5124155459506,27.43951939743517
-1.069,-168.14433333333332,111.5,110.58404150872596,26.92059906652616
-1.069,-168.14433333333332,112.5,111.58125129249164,26.962671929135716
-1.069,-168.14433333333332,113.5,112.55796226403012,26.975503447304884
-1.069,-168.14433333333332,114.5,113.5672344195477,26.421328834671097
-1.069,-168.14433333333332,115.5,114.54533841577516,26.215336393385066
-1.069,-168.14433333333332,116.5,115.42329142495772,26.297591529816916
-1.069,-168.14433333333332,117.5,116.50378725782784,26.13238570795843
-1.069,-168.14433333333332,118.5,117.4992936137888,26.14375514124969
-1.069,-168.14433333333332,119.5,118.46975429115297,26.045177690709284
-1.069,-168.14433333333332,120.5,119.47267793937748,25.784193389645974
-1.069,-168.14433333333332,121.5,120.45500655199857,25.784248603821375
-1.069,-168.14433333333332,122.5,121.47598257099416,25.710285256741557
-1.069,-168.14433333333332,123.5,122.44532674119088,25.61890591477131
-1.069,-168.14433333333332,124.5,123.4109004214501,25.318486765494946
-1.069,-168.14433333333332,125.5,124.41378487162112,25.165981576796103
-1.069,-168.14433333333332,126.5,125.46382625767195,25.071741618522147
-1.069,-168.14433333333332,127.5,126.40181843951108,25.030514468252544
-1.069,-168.14433333333332,128.5,127.37388781575925,24.522241997761867
-1.069,-168.14433333333332,129.5,128.39394297068185,24.37588650564551
-1.069,-168.14433333333332,130.5,129.37988356847987,24.317199147095703
-1.069,-168.14433333333332,131.5,130.4086414919808,24.459467421551494
-1.069,-168.14433333333332,132.5,131.36363877177246,24.221009198519084
-1.069,-168.14433333333332,133.5,132.36187846108632,23.839089007501507
-1.069,-168.14433333333332,134.5,133.3234536354789,23.672967234722226
-1.069,-168.14433333333332,135.5,134.31155398821593,23.573344913519133
-1.069,-168.14433333333332,136.5,135.36531962600966,23.666202068796693
-1.069,-168.14433333333332,137.5,136.35674328759606,23.6087676227897
-1.069,-168.14433333333332,138.5,137.3587530818087,23.296178535349505
-1.069,-168.14433333333332,139.5,138.3325980100757,22.825334666387413
-1.069,-168.14433333333332,140.5,139.32880615412495,22.706365494998227
-1.069,-168.14433333333332,141.5,140.33266386541388,22.71850670859572
