# Nova Canton Expedition Leg 3
# Station: NC3_OM5_5400
# Latitude: -0.9425
# Longitude: -168.0275
# Date Collected: 2024-04-20T00:00:00.000000000
# CTD Serial Number: NA
# name 0 = Latitude
# name 1 = Longitude
# name 2 = p: Pressure [db]
# name 3 = z: Depth [m]
# name 4 = tnc90C: Temperature [ITS-90 deg C]
lat,lon,p,z,tnc90C
-0.9425,-168.0275,0.5,0.7573021486276896,28.45248517913897
-0.9425,-168.0275,1.5,1.5513439464078955,29.079123454303616
-0.9425,-168.0275,2.5,2.526266274873398,29.086643744658367
-0.9425,-168.0275,3.5,3.453411911296527,29.09007772459316
-0.9425,-168.0275,4.5,4.461892889315698,29.090155538656372
-0.9425,-168.0275,5.5,5.505390714376697,29.087406362575415
-0.9425,-168.0275,6.5,6.424612472063088,29.086589233597877
-0.9425,-168.0275,7.5,7.366633281662816,29.085093248493212
-0.9425,-168.0275,8.5,8.4084178597471,29.088460505542077
-0.9425,-168.0275,9.5,9.414878972279356,29.092405763537226
-0.9425,-168.0275,10.5,10.44925814853537,29.094151864859647
-0.9425,-168.0275,11.5,11.431990181712877,29.094665223309935
-0.9425,-168.0275,12.5,12.385993477995983,29.094809245995737
-0.9425,-168.0275,13.5,13.39841363867978,29.095080341189547
-0.9425,-168.0275,14.5,14.351742774743236,29.095395091035215
-0.9425,-168.0275,15.5,15.409792996715671,29.095429454834218
-0.9425,-168.0275,16.5,16.34999969681401,29.09579603916062
-0.9425,-168.0275,17.5,17.371395314905982,29.09706147976224
-0.9425,-168.0275,18.5,18.39539570402624,29.097271726737706
-0.9425,-168.0275,19.5,19.31479964685823,29.0974808465935
-0.9425,-168.0275,20.5,20.340217309428848,29.09742991399817
-0.9425,-168.0275,21.5,21.237557866602565,29.09716962843796
-0.9425,-168.0275,22.5,22.33439497922034,29.09742686710015
-0.9425,-168.0275,23.5,23.33395709976357,29.09383566033942
-0.9425,-168.0275,24.5,24.301187079609747,29.095128081239352
-0.9425,-168.0275,25.5,25.267924161673747,29.09581853033257
-0.9425,-168.0275,26.5,26.2798134363484,29.09344659123319
-0.9425,-168.0275,27.5,27.20148650643704,29.09373214170186
-0.9425,-168.0275,28.5,28.186084528377343,29.09190831981872
-0.9425,-168.0275,29.5,29.22928124111828,29.081652435268374
-0.9425,-168.0275,30.5,30.21992460565314,29.071096998015427
-0.9425,-168.0275,31.5,31.269498540324115,29.063645290532225
-0.9425,-168.0275,32.5,32.19289192274112,29.05613046120306
-0.9425,-168.0275,33.5,33.18333987818487,29.0432574412366
-0.9425,-168.0275,34.5,34.26025032134401,29.04144818393335
-0.9425,-168.0275,35.5,35.20121762459013,29.045317983263967
-0.9425,-168.0275,36.5,36.210783338443555,29.037272568371257
-0.9425,-168.0275,37.5,37.24561355838331,29.03452026999799
-0.9425,-168.0275,38.5,38.197536436848566,29.031425683111667
-0.9425,-168.0275,39.5,39.11837098993697,29.03686520178495
-0.9425,-168.0275,40.5,40.15619437529304,29.030881683945427
-0.9425,-168.0275,41.5,41.18561357210139,29.01208344938768
-0.9425,-168.0275,42.5,42.12382417630093,28.994309629972847
-0.9425,-168.0275,43.5,43.13738833668869,28.989857997620508
-0.9425,-168.0275,44.5,44.11279098271468,28.991354245777313
-0.9425,-168.0275,45.5,45.06481965389962,28.99553286044794
-0.9425,-168.0275,46.5,46.100557101535294,29.00130321474842
-0.9425,-168.0275,47.5,47.122807070847806,29.004357894911465
-0.9425,-168.0275,48.5,48.16001700492042,28.98668038542362
-0.9425,-168.0275,49.5,49.09774071545733,28.968201807043467
-0.9425,-168.0275,50.5,50.09936362537428,28.960049941393404
-0.9425,-168.0275,51.5,51.06119533160512,28.93125644938556
-0.9425,-168.0275,52.5,52.1366834119098,28.921191834661187
-0.9425,-168.0275,53.5,53.03852558008669,28.93711788918996
-0.9425,-168.0275,54.5,54.08495483536383,28.934498902911375
-0.9425,-168.0275,55.5,55.022712435218736,28.9369464724129
-0.9425,-168.0275,56.5,56.030189114916645,28.920449501405713
-0.9425,-168.0275,57.5,56.996161108864534,28.909222287549817
-0.9425,-168.0275,58.5,58.0131011468347,28.893623870116812
-0.9425,-168.0275,59.5,59.05477348941396,28.88434544035764
-0.9425,-168.0275,60.5,60.0157296588809,28.86487417057747
-0.9425,-168.0275,61.5,60.97149638344454,28.85971302613495
-0.9425,-168.0275,62.5,61.939679601141954,28.860404321191787
-0.9425,-168.0275,63.5,62.953833358957745,28.838111135753618
-0.9425,-168.0275,64.5,63.99688648880682,28.83098837294348
-0.9425,-168.0275,65.5,64.96377659962805,28.814050951306864
-0.9425,-168.0275,66.5,65.94593952638219,28.80559577325988
-0.9425,-168.0275,67.5,66.92606362800215,28.81141835965508
