# Nova Canton Expedition Leg 3
# Station: NC3_CR7_3200
# Latitude: -1.0028333333333332
# Longitude: -166.9135
# Date Collected: 2024-04-22T00:00:00.000000000
# CTD Serial Number: NA
# name 0 = Latitude
# name 1 = Longitude
# name 2 = p: Pressure [db]
# name 3 = z: Depth [m]
# name 4 = tnc90C: Temperature [ITS-90 deg C]
lat,lon,p,z,tnc90C
-1.0028333333333332,-166.9135,0.5,0.7563219869482629,28.365807257809298
-1.0028333333333332,-166.9135,1.5,1.487541372046618,28.899920560732447
-1.0028333333333332,-166.9135,2.5,2.493806684457679,28.900024424453548
-1.0028333333333332,-166.9135,3.5,3.506858919107974,28.899779604562436
-1.0028333333333332,-166.9135,4.5,4.433224053739678,28.899551252910044
-1.0028333333333332,-166.9135,5.5,5.462965646344124,28.8995534101852
-1.0028333333333332,-166.9135,6.5,6.435343301576518,28.901146545631967
-1.0028333333333332,-166.9135,7.5,7.438689620575147,28.90103890287631
-1.0028333333333332,-166.9135,8.5,8.443556313820615,28.90125848701523
-1.0028333333333332,-166.9135,9.5,9.450479254442572,28.90209799864254
-1.0028333333333332,-166.9135,10.5,10.42196845932907,28.90285408307828
-1.0028333333333332,-166.9135,11.5,11.437835618461529,28.90336185992955
-1.0028333333333332,-166.9135,12.5,12.3941638780041,28.9045962993059
-1.0028333333333332,-166.9135,13.5,13.433504779317394,28.90467305141861
-1.0028333333333332,-166.9135,14.5,14.407846483792442,28.904742761024295
-1.0028333333333332,-166.9135,15.5,15.424856264247648,28.905169158105164
-1.0028333333333332,-166.9135,16.5,16.33228898387293,28.905844884938613
-1.0028333333333332,-166.9135,17.5,17.338134955635987,28.906530350798043
-1.0028333333333332,-166.9135,18.5,18.355906790274172,28.907020451231507
-1.0028333333333332,-166.9135,19.5,19.368068100947557,28.907847404419847
-1.0028333333333332,-166.9135,20.5,20.372931681273652,28.908675724307063
-1.0028333333333332,-166.9135,21.5,21.33496021833817,28.90900016070115
-1.0028333333333332,-166.9135,22.5,22.273858422571532,28.909238971205635
-1.0028333333333332,-166.9135,23.5,23.316488139939057,28.9088809889083
-1.0028333333333332,-166.9135,24.5,24.308752692706715,28.909143497147433
-1.0028333333333332,-166.9135,25.5,25.366127899606337,28.91037499593183
-1.0028333333333332,-166.9135,26.5,26.352524463956943,28.911008778779298
-1.0028333333333332,-166.9135,27.5,27.32906241221469,28.91113045235544
-1.0028333333333332,-166.9135,28.5,28.290501338606266,28.91132619513556
-1.0028333333333332,-166.9135,29.5,29.27645859979727,28.911496583886983
-1.0028333333333332,-166.9135,30.5,30.263081761010643,28.911335476415328
-1.0028333333333332,-166.9135,31.5,31.267233640215235,28.910794396471655
-1.0028333333333332,-166.9135,32.5,32.21219879322148,28.91011527631836
-1.0028333333333332,-166.9135,33.5,33.26262129529936,28.908569417516848
-1.0028333333333332,-166.9135,34.5,34.212714087157494,28.90685892385055
-1.0028333333333332,-166.9135,35.5,35.26111419081729,28.903364218310553
-1.0028333333333332,-166.9135,36.5,36.16964185315127,28.902735957407906
-1.0028333333333332,-166.9135,37.5,37.1750546814311,28.90466390704427
-1.0028333333333332,-166.9135,38.5,38.18655839837674,28.902051179550284
-1.0028333333333332,-166.9135,39.5,39.224978875066,28.900309303819313
-1.0028333333333332,-166.9135,40.5,40.17060124799488,28.90188642068194
-1.0028333333333332,-166.9135,41.5,41.12806013720953,28.897418341406485
-1.0028333333333332,-166.9135,42.5,42.155459149765456,28.888527444692627
-1.0028333333333332,-166.9135,43.5,43.14898531664413,28.879637707582287
-1.0028333333333332,-166.9135,44.5,44.118880084669755,28.860750931643096
-1.0028333333333332,-166.9135,45.5,45.11894056697533,28.872533461834525
-1.0028333333333332,-166.9135,46.5,46.15340125085356,28.873060712954096
-1.0028333333333332,-166.9135,47.5,47.07841953099928,28.856575647991267
-1.0028333333333332,-166.9135,48.5,48.10802903832751,28.82744703485927
-1.0028333333333332,-166.9135,49.5,49.04132244806461,28.783644365623857
-1.0028333333333332,-166.9135,50.5,50.053605977009454,28.796310434786697
-1.0028333333333332,-166.9135,51.5,51.110122595385654,28.73968043431013
-1.0028333333333332,-166.9135,52.5,52.11829528459879,28.67808873265751
-1.0028333333333332,-166.9135,53.5,53.03072719650991,28.688265448162767
-1.0028333333333332,-166.9135,54.5,54.095571399174055,28.668428801042054
-1.0028333333333332,-166.9135,55.5,55.06530218046661,28.629460323599726
-1.0028333333333332,-166.9135,56.5,56.03598785617257,28.61028226737704
-1.0028333333333332,-166.9135,57.5,56.95013791052848,28.606334175746323
-1.0028333333333332,-166.9135,58.5,58.03200107869963,28.59379663838221
-1.0028333333333332,-166.9135,59.5,59.02640476019845,28.56656983741783
-1.0028333333333332,-166.9135,60.5,59.978075961972344,28.549285544281467
-1.0028333333333332,-166.9135,61.5,60.95488672707846,28.547374972482903
-1.0028333333333332,-166.9135,62.5,62.00458509436118,28.507007282831083
-1.0028333333333332,-166.9135,63.5,63.039711863857995,28.489366164393772
-1.0028333333333332,-166.9135,64.5,64.00070178858392,28.48708829536681
-1.0028333333333332,-166.9135,65.5,65.02043659466563,28.47041155150559
-1.0028333333333332,-166.9135,66.5,65.93008527316051,28.434668815604624
