# Nova Canton Expedition Leg 3
# Station: NC3_CR3_5500
# Latitude: -1.181
# Longitude: -168.61366666666666
# Date Collected: 2024-04-18T00:00:00.000000000
# CTD Serial Number: NA
# name 0 = Latitude
# name 1 = Longitude
# name 2 = p: Pressure [db]
# name 3 = z: Depth [m]
# name 4 = tnc90C: Temperature [ITS-90 deg C]
lat,lon,p,z,tnc90C
-1.181,-168.61366666666666,0.5,0.7214464976667694,28.63896830538708
-1.181,-168.61366666666666,1.5,1.4873775606066575,29.363513940405703
-1.181,-168.61366666666666,2.5,2.4920467659826255,29.36461413808356
-1.181,-168.61366666666666,3.5,3.4459836589644395,29.368683694680705
-1.181,-168.61366666666666,4.5,4.439755514231424,29.37163201584302
-1.181,-168.61366666666666,5.5,5.407044727052688,29.37331215843875
-1.181,-168.61366666666666,6.5,6.420968641740307,29.37199848439034
-1.181,-168.61366666666666,7.5,7.45807703795254,29.37256674295296
-1.181,-168.61366666666666,8.5,8.432448983036553,29.37582657258979
-1.181,-168.61366666666666,9.5,9.388803827806187,29.37717767233924
-1.181,-168.61366666666666,10.5,10.366021986229716,29.37830481547792
-1.181,-168.61366666666666,11.5,11.450317871506517,29.379199943692047
-1.181,-168.61366666666666,12.5,12.401660884303157,29.379154867045152
-1.181,-168.61366666666666,13.5,13.402498199981205,29.379254165811716
-1.181,-168.61366666666666,14.5,14.421856071041743,29.379292555174803
-1.181,-168.61366666666666,15.5,15.407422045614972,29.379655488442296
-1.181,-168.61366666666666,16.5,16.4100556183826,29.379030742241984
-1.181,-168.61366666666666,17.5,17.351253419757796,29.379006110442848
-1.181,-168.61366666666666,18.5,18.30390866477066,29.378798812458985
-1.181,-168.61366666666666,19.5,19.32892322603458,29.37661212657846
-1.181,-168.61366666666666,20.5,20.27071290244951,29.364301157643187
-1.181,-168.61366666666666,21.5,21.357813489250113,29.338455495830548
-1.181,-168.61366666666666,22.5,22.334047381423535,29.348907686387925
-1.181,-168.61366666666666,23.5,23.259654013491783,29.35814732313861
-1.181,-168.61366666666666,24.5,24.30282642539813,29.351803743237102
-1.181,-168.61366666666666,25.5,25.266499597544357,29.340488385078174
-1.181,-168.61366666666666,26.5,26.270949043775655,29.322771897696228
-1.181,-168.61366666666666,27.5,27.273521076230423,29.32644944043985
-1.181,-168.61366666666666,28.5,28.212498523165635,29.32359335625797
-1.181,-168.61366666666666,29.5,29.16130349761664,29.30397625336341
-1.181,-168.61366666666666,30.5,30.24149187820835,29.302371823525387
-1.181,-168.61366666666666,31.5,31.232232113189117,29.317051785313343
-1.181,-168.61366666666666,32.5,32.281016444629614,29.278420921141556
-1.181,-168.61366666666666,33.5,33.24473413566815,29.23960185340211
-1.181,-168.61366666666666,34.5,34.22547958748155,29.216433281173735
-1.181,-168.61366666666666,35.5,35.209689846884835,29.196706477738875
-1.181,-168.61366666666666,36.5,36.21257406559409,29.201263139166656
-1.181,-168.61366666666666,37.5,37.184510793190064,29.183068768880144
-1.181,-168.61366666666666,38.5,38.21233204619177,29.162331383330667
-1.181,-168.61366666666666,39.5,39.18493162176833,29.13541255518852
-1.181,-168.61366666666666,40.5,40.22486448265557,29.11586175429082
-1.181,-168.61366666666666,41.5,41.18371321642228,29.139634237668812
-1.181,-168.61366666666666,42.5,42.13453393129965,29.150576588745203
-1.181,-168.61366666666666,43.5,43.1249056291812,29.14111165823804
-1.181,-168.61366666666666,44.5,44.08769391741754,29.11046081483976
-1.181,-168.61366666666666,45.5,45.13149385658835,29.057683287412775
-1.181,-168.61366666666666,46.5,46.08656073942952,29.041950386768203
-1.181,-168.61366666666666,47.5,47.11098828176991,29.034759970157964
-1.181,-168.61366666666666,48.5,48.06436527761193,29.01139449242306
-1.181,-168.61366666666666,49.5,49.14997415601149,29.002158302520517
-1.181,-168.61366666666666,50.5,50.07715856680117,29.001551812465273
-1.181,-168.61366666666666,51.5,51.09536714277315,28.97220850704931
-1.181,-168.61366666666666,52.5,52.026456630207576,28.935930389705312
-1.181,-168.61366666666666,53.5,53.07663272679433,28.90941781987004
-1.181,-168.61366666666666,54.5,54.06461687397048,28.88072122478938
-1.181,-168.61366666666666,55.5,55.03162902984605,28.86916532890911
-1.181,-168.61366666666666,56.5,56.02270648241828,28.847216753897005
-1.181,-168.61366666666666,57.5,57.01411663373924,28.842139799954083
-1.181,-168.61366666666666,58.5,58.02429047652944,28.853226093269004
-1.181,-168.61366666666666,59.5,59.06167417840317,28.86934377989746
-1.181,-168.61366666666666,60.5,59.95341091750419,28.8535903652026
-1.181,-168.61366666666666,61.5,60.988747489306654,28.855665530195257
-1.181,-168.61366666666666,62.5,62.01891938275896,28.862281930514005
-1.181,-168.61366666666666,63.5,62.995919362713785,28.878075032848127
-1.181,-168.61366666666666,64.5,64.00163005065687,28.858910535860897
-1.181,-168.61366666666666,65.5,65.00044790561331,28.806682395739973
-1.181,-168.61366666666666,66.5,66.00384969238706,28.75702869070729
-1.181,-168.61366666666666,67.5,66.95647981916468,28.73986519837115
-1.181,-168.61366666666666,68.5,67.92767981640093,28.738577494907773
-1.181,-168.61366666666666,69.5,68.9075354392438,28.73039679472989
-1.181,-168.61366666666666,70.5,69.94662010946679,28.727721043733297
-1.181,-168.61366666666666,71.5,70.91621360373998,28.726915297818813
-1.181,-168.61366666666666,72.5,71.93829679737928,28.72686173961918
-1.181,-168.61366666666666,73.5,72.89281311923087,28.723411837155204
-1.181,-168.61366666666666,74.5,73.9789575948589,28.70928722589851
-1.181,-168.61366666666666,75.5,74.8990112776639,28.69792112799137
-1.181,-168.61366666666666,76.5,75.8437462493282,28.696540494677553
-1.181,-168.61366666666666,77.5,76.84962207115571,28.69364048383725
-1.181,-168.61366666666666,78.5,77.88833379045552,28.68928521739494
-1.181,-168.61366666666666,79.5,78.82865405306252,28.690699666094716
-1.181,-168.61366666666666,80.5,79.82968779500304,28.68785126147451
-1.181,-168.61366666666666,81.5,80.79488170692272,28.671129248948667
-1.181,-168.61366666666666,82.5,81.78750812243264,28.676056244355575
-1.181,-168.61366666666666,83.5,82.73353901470219,28.67836881245995
-1.181,-168.61366666666666,84.5,83.82610500540446,28.646261260475345
-1.181,-168.61366666666666,85.5,84.78087637720814,28.646647098327723
-1.181,-168.61366666666666,86.5,85.73496834732299,28.612235170533705
-1.181,-168.61366666666666,87.5,86.82366601334596,28.58774924435602
-1.181,-168.61366666666666,88.5,87.77524206607147,28.531026638047713
-1.181,-168.61366666666666,89.5,88.74749440875739,28.505725648539688
-1.181,-168.61366666666666,90.5,89.74190765018832,28.46840838021874
-1.181,-168.61366666666666,91.5,90.72881779359388,28.352183625807484
-1.181,-168.61366666666666,92.5,91.70384074432768,28.380275720228532
-1.181,-168.61366666666666,93.5,92.77287390797092,28.374238639892283
-1.181,-168.61366666666666,94.5,93.74514288690736,28.34531471324823
-1.181,-168.61366666666666,95.5,94.73874113139811,28.296892399735967
-1.181,-168.61366666666666,96.5,95.71826255041852,28.24936168700351
-1.181,-168.61366666666666,97.5,96.66318688235988,28.247621077307663
-1.181,-168.61366666666666,98.5,97.70400133233824,28.276046522295875
-1.181,-168.61366666666666,99.5,98.7028789669859,28.115691671038142
-1.181,-168.61366666666666,100.5,99.64739399974412,28.028693837252625
-1.181,-168.61366666666666,101.5,100.66437614509522,27.987125309753804
-1.181,-168.61366666666666,102.5,101.65703007668276,28.0630646209627
-1.181,-168.61366666666666,103.5,102.68052963692055,28.032040378276108
-1.181,-168.61366666666666,104.5,103.6719846964764,27.944553018893625
-1.181,-168.61366666666666,105.5,104.65806185059972,27.92704323956814
-1.181,-168.61366666666666,106.5,105.60280825146909,27.78348463193523
-1.181,-168.61366666666666,107.5,106.58270105416118,27.71346670469312
-1.181,-168.61366666666666,108.5,107.62132634181904,27.511402740443764
-1.181,-168.61366666666666,109.5,108.57987753272016,27.32308890424499
-1.181,-168.61366666666666,110.5,109.55729866863484,27.42612831705994
-1.181,-168.61366666666666,111.5,110.6312300150094,27.524012906908535
-1.181,-168.61366666666666,112.5,111.56090209466689,27.372427554678453
-1.181,-168.61366666666666,113.5,112.52532262046472,27.185230399761803
-1.181,-168.61366666666666,114.5,113.54891986516814,27.02343288794123
-1.181,-168.61366666666666,115.5,114.5619983464541,26.970046405654877
-1.181,-168.61366666666666,116.5,115.4885587192674,26.900416518050648
-1.181,-168.61366666666666,117.5,116.5126270235125,26.78046184016155
-1.181,-168.61366666666666,118.5,117.4256797582658,26.620084946408713
-1.181,-168.61366666666666,119.5,118.5485859187928,26.489379411094145
-1.181,-168.61366666666666,120.5,119.54203477092751,26.452097751655533
-1.181,-168.61366666666666,121.5,120.4990069665726,26.25880699442961
-1.181,-168.61366666666666,122.5,121.50263747844087,26.26573408607481
-1.181,-168.61366666666666,123.5,122.4841087568226,26.28696492726385
-1.181,-168.61366666666666,124.5,123.51475361905511,26.26916297125097
-1.181,-168.61366666666666,125.5,124.49256676701016,26.153720084952074
-1.181,-168.61366666666666,126.5,125.39995331730734,26.047021789847303
-1.181,-168.61366666666666,127.5,126.40774334638012,25.91642017178092
-1.181,-168.61366666666666,128.5,127.41032463530088,25.874952670459763
-1.181,-168.61366666666666,129.5,128.3941746316616,25.969125807421072
-1.181,-168.61366666666666,130.5,129.35223064420808,25.60005753743384
-1.181,-168.61366666666666,131.5,130.34553423370676,24.995146933761163
-1.181,-168.61366666666666,132.5,131.34053046117415,25.063212101341623
-1.181,-168.61366666666666,133.5,132.4303707387953,25.014464136775164
