lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-15.5024,-170.0246,2.0,0.0,5.0,,5.0,
-15.5024,-170.0246,2.0,2.0,5.0,,5.0,
-15.5024,-170.0246,2.0,4.0,5.0,,5.0,
-15.5024,-170.0246,2.0,6.0,5.0,,5.0,
-15.5024,-170.0246,2.0,8.0,5.0,,5.0,
-15.5024,-170.0246,2.0,10.0,2.0,29.411,2.0,35.6617
-15.5024,-170.0246,2.0,12.0,2.0,29.406,2.0,35.6617
-15.5024,-170.0246,2.0,14.0,2.0,29.4012,2.0,35.6617
-15.5024,-170.0246,2.0,16.0,2.0,29.4012,2.0,35.6638
-15.5024,-170.0246,2.0,18.0,2.0,29.4034,2.0,35.6651
-15.5024,-170.0246,2.0,20.0,2.0,29.4126,2.0,35.6716
-15.5024,-170.0246,2.0,22.0,2.0,29.4183,2.0,35.6782
-15.5024,-170.0246,2.0,24.0,2.0,29.4198,2.0,35.686
-15.5024,-170.0246,2.0,26.0,2.0,29.4137,2.0,35.6965
-15.5024,-170.0246,2.0,28.0,2.0,29.3882,2.0,35.7021
-15.5024,-170.0246,2.0,30.0,2.0,29.3228,2.0,35.6952
-15.5024,-170.0246,2.0,32.0,2.0,29.28,2.0,35.6994
-15.5024,-170.0246,2.0,34.0,2.0,29.2572,2.0,35.7072
-15.5024,-170.0246,2.0,36.0,2.0,29.2345,2.0,35.7144
-15.5024,-170.0246,2.0,38.0,2.0,29.0922,2.0,35.7384
-15.5024,-170.0246,2.0,40.0,2.0,28.9375,2.0,35.7614
-15.5024,-170.0246,2.0,42.0,2.0,28.8315,2.0,35.7873
-15.5024,-170.0246,2.0,44.0,2.0,28.7737,2.0,35.8107
-15.5024,-170.0246,2.0,46.0,2.0,28.7148,2.0,35.8252
-15.5024,-170.0246,2.0,48.0,2.0,28.6406,2.0,35.8449
-15.5024,-170.0246,2.0,50.0,2.0,28.5838,2.0,35.8648
-15.5024,-170.0246,2.0,52.0,2.0,28.5862,2.0,35.9346
-15.5024,-170.0246,2.0,54.0,2.0,28.5905,2.0,35.9637
-15.5024,-170.0246,2.0,56.0,2.0,28.4416,2.0,35.9605
-15.5024,-170.0246,2.0,58.0,2.0,28.3181,2.0,36.0236
-15.5024,-170.0246,2.0,60.0,2.0,28.338,2.0,36.0821
-15.5024,-170.0246,2.0,62.0,2.0,28.2542,2.0,36.0687
-15.5024,-170.0246,2.0,64.0,2.0,28.1072,2.0,36.0308
-15.5024,-170.0246,2.0,66.0,2.0,27.948,2.0,35.991
-15.5024,-170.0246,2.0,68.0,2.0,27.8677,2.0,35.9757
-15.5024,-170.0246,2.0,70.0,2.0,27.7897,2.0,35.9926
-15.5024,-170.0246,2.0,72.0,2.0,27.7199,2.0,35.9976
-15.5024,-170.0246,2.0,74.0,2.0,27.6846,2.0,35.9997
-15.5024,-170.0246,2.0,76.0,2.0,27.6361,2.0,36.0036
-15.5024,-170.0246,2.0,78.0,2.0,27.592,2.0,36.0166
-15.5024,-170.0246,2.0,80.0,2.0,27.5145,2.0,36.0202
-15.5024,-170.0246,2.0,82.0,2.0,27.4941,2.0,36.0346
-15.5024,-170.0246,2.0,84.0,2.0,27.4865,2.0,36.0425
