lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-9.5938,189.3989,4.0,0.0,nan,-99.0,nan,-99.0
-9.5938,189.3989,4.0,2.0,nan,-99.0,nan,-99.0
-9.5938,189.3989,4.0,4.0,nan,-99.0,nan,-99.0
-9.5938,189.3989,2.0,6.0,2.0,29.3182,2.0,35.5397
-9.5938,189.3989,2.0,8.0,2.0,29.2962,2.0,35.5399
-9.5938,189.3989,2.0,10.0,2.0,29.2884,2.0,35.5399
-9.5938,189.3989,2.0,12.0,2.0,29.2857,2.0,35.5399
-9.5938,189.3989,2.0,14.0,2.0,29.2841,2.0,35.5399
-9.5938,189.3989,2.0,16.0,2.0,29.2824,2.0,35.54
-9.5938,189.3989,2.0,18.0,2.0,29.2816,2.0,35.5401
-9.5938,189.3989,2.0,20.0,2.0,29.2814,2.0,35.5403
-9.5938,189.3989,2.0,22.0,2.0,29.2814,2.0,35.5403
-9.5938,189.3989,2.0,24.0,2.0,29.2811,2.0,35.5402
-9.5938,189.3989,2.0,26.0,2.0,29.2811,2.0,35.5403
-9.5938,189.3989,2.0,28.0,2.0,29.2804,2.0,35.5404
-9.5938,189.3989,2.0,30.0,2.0,29.2799,2.0,35.5404
-9.5938,189.3989,2.0,32.0,2.0,29.2794,2.0,35.5403
-9.5938,189.3989,2.0,34.0,2.0,29.2783,2.0,35.5405
-9.5938,189.3989,2.0,36.0,2.0,29.2781,2.0,35.5406
-9.5938,189.3989,2.0,38.0,2.0,29.2783,2.0,35.5405
-9.5938,189.3989,2.0,40.0,2.0,29.2778,2.0,35.5407
-9.5938,189.3989,2.0,42.0,2.0,29.2775,2.0,35.5406
-9.5938,189.3989,2.0,44.0,2.0,29.2781,2.0,35.5406
-9.5938,189.3989,2.0,46.0,2.0,29.2784,2.0,35.5407
-9.5938,189.3989,2.0,48.0,2.0,29.2788,2.0,35.5406
-9.5938,189.3989,2.0,50.0,2.0,29.2793,2.0,35.5407
-9.5938,189.3989,2.0,52.0,2.0,29.2789,2.0,35.5407
-9.5938,189.3989,2.0,54.0,2.0,29.2784,2.0,35.5407
-9.5938,189.3989,2.0,56.0,2.0,29.2787,2.0,35.5411
-9.5938,189.3989,2.0,58.0,2.0,29.2789,2.0,35.541
-9.5938,189.3989,2.0,60.0,2.0,29.2791,2.0,35.5411
-9.5938,189.3989,2.0,62.0,2.0,29.2783,2.0,35.541
-9.5938,189.3989,2.0,64.0,2.0,29.2784,2.0,35.5411
-9.5938,189.3989,2.0,66.0,2.0,29.2788,2.0,35.5412
-9.5938,189.3989,2.0,68.0,2.0,29.28,2.0,35.5416
-9.5938,189.3989,2.0,70.0,2.0,29.2809,2.0,35.5421
-9.5938,189.3989,2.0,72.0,2.0,29.2805,2.0,35.544
-9.5938,189.3989,2.0,74.0,2.0,29.2789,2.0,35.5463
-9.5938,189.3989,2.0,76.0,2.0,29.2728,2.0,35.555
-9.5938,189.3989,2.0,78.0,2.0,29.2545,2.0,35.5877
