lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-14.0108,-169.9977,2.0,0.0,2.0,28.5296,2.0,35.1304
-14.0108,-169.9977,2.0,2.0,2.0,28.5331,2.0,35.1302
-14.0108,-169.9977,2.0,4.0,2.0,28.5395,2.0,35.1293
-14.0108,-169.9977,2.0,6.0,2.0,28.5401,2.0,35.1293
-14.0108,-169.9977,2.0,8.0,2.0,28.5405,2.0,35.1291
-14.0108,-169.9977,2.0,10.0,2.0,28.5402,2.0,35.1293
-14.0108,-169.9977,2.0,12.0,2.0,28.5416,2.0,35.1293
-14.0108,-169.9977,2.0,14.0,2.0,28.5411,2.0,35.1298
-14.0108,-169.9977,2.0,16.0,2.0,28.541,2.0,35.1302
-14.0108,-169.9977,2.0,18.0,2.0,28.5417,2.0,35.1298
-14.0108,-169.9977,2.0,20.0,2.0,28.543,2.0,35.1296
-14.0108,-169.9977,2.0,22.0,2.0,28.543,2.0,35.1297
-14.0108,-169.9977,2.0,24.0,2.0,28.5422,2.0,35.1297
-14.0108,-169.9977,2.0,26.0,2.0,28.5433,2.0,35.1293
-14.0108,-169.9977,2.0,28.0,2.0,28.5448,2.0,35.1296
-14.0108,-169.9977,2.0,30.0,2.0,28.5448,2.0,35.1305
-14.0108,-169.9977,2.0,32.0,2.0,28.5446,2.0,35.1295
-14.0108,-169.9977,2.0,34.0,2.0,28.5451,2.0,35.1297
-14.0108,-169.9977,2.0,36.0,2.0,28.5462,2.0,35.1298
-14.0108,-169.9977,2.0,38.0,2.0,28.5456,2.0,35.1296
-14.0108,-169.9977,2.0,40.0,2.0,28.5451,2.0,35.1299
-14.0108,-169.9977,2.0,42.0,2.0,28.5468,2.0,35.1296
-14.0108,-169.9977,2.0,44.0,2.0,28.5469,2.0,35.1297
-14.0108,-169.9977,2.0,46.0,2.0,28.5505,2.0,35.1296
-14.0108,-169.9977,2.0,48.0,2.0,28.5498,2.0,35.1292
-14.0108,-169.9977,2.0,50.0,2.0,28.5498,2.0,35.1301
-14.0108,-169.9977,2.0,52.0,2.0,28.5499,2.0,35.1299
-14.0108,-169.9977,2.0,54.0,2.0,28.5518,2.0,35.1296
-14.0108,-169.9977,2.0,56.0,2.0,28.552,2.0,35.1366
-14.0108,-169.9977,2.0,58.0,2.0,28.5581,2.0,35.1529
-14.0108,-169.9977,2.0,60.0,2.0,28.4951,2.0,35.2757
-14.0108,-169.9977,2.0,62.0,2.0,28.2905,2.0,35.5918
-14.0108,-169.9977,2.0,64.0,2.0,28.1841,2.0,35.7066
-14.0108,-169.9977,2.0,66.0,2.0,28.1412,2.0,35.7362
-14.0108,-169.9977,2.0,68.0,2.0,28.0463,2.0,35.818
-14.0108,-169.9977,2.0,70.0,2.0,28.0019,2.0,35.8555
-14.0108,-169.9977,2.0,72.0,2.0,27.9953,2.0,35.8791
-14.0108,-169.9977,2.0,74.0,2.0,27.8646,2.0,35.965
-14.0108,-169.9977,2.0,76.0,2.0,27.7584,2.0,36.0216
-14.0108,-169.9977,2.0,78.0,2.0,27.4965,2.0,36.1093
-14.0108,-169.9977,2.0,80.0,2.0,27.401,2.0,36.1252
-14.0108,-169.9977,2.0,82.0,2.0,27.3519,2.0,36.1254
-14.0108,-169.9977,2.0,84.0,2.0,27.1195,2.0,36.1697
-14.0108,-169.9977,2.0,86.0,2.0,27.0113,2.0,36.1928
-14.0108,-169.9977,2.0,88.0,2.0,26.8206,2.0,36.218
-14.0108,-169.9977,2.0,90.0,2.0,26.7254,2.0,36.2234
