lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-33.9975,-169.9923,2.0,0.0,5.0,,5.0,
-33.9975,-169.9923,2.0,2.0,5.0,,5.0,
-33.9975,-169.9923,2.0,4.0,5.0,,5.0,
-33.9975,-169.9923,2.0,6.0,2.0,21.9435,2.0,35.1328
-33.9975,-169.9923,2.0,8.0,2.0,21.9449,2.0,35.1343
-33.9975,-169.9923,2.0,10.0,2.0,21.9458,2.0,35.1347
-33.9975,-169.9923,2.0,12.0,2.0,21.9471,2.0,35.1352
-33.9975,-169.9923,2.0,14.0,2.0,21.9485,2.0,35.1354
-33.9975,-169.9923,2.0,16.0,2.0,21.9498,2.0,35.1355
-33.9975,-169.9923,2.0,18.0,2.0,21.948,2.0,35.1358
-33.9975,-169.9923,2.0,20.0,2.0,21.9465,2.0,35.1354
-33.9975,-169.9923,2.0,22.0,2.0,21.949,2.0,35.1359
-33.9975,-169.9923,2.0,24.0,2.0,21.9498,2.0,35.136
-33.9975,-169.9923,2.0,26.0,2.0,21.9529,2.0,35.1364
-33.9975,-169.9923,2.0,28.0,2.0,21.956,2.0,35.1367
-33.9975,-169.9923,2.0,30.0,2.0,21.9258,2.0,35.1289
-33.9975,-169.9923,2.0,32.0,2.0,21.9185,2.0,35.1266
-33.9975,-169.9923,2.0,34.0,2.0,21.9298,2.0,35.13
-33.9975,-169.9923,2.0,36.0,2.0,21.9498,2.0,35.1351
-33.9975,-169.9923,2.0,38.0,2.0,21.9212,2.0,35.1274
-33.9975,-169.9923,2.0,40.0,2.0,21.9181,2.0,35.1258
-33.9975,-169.9923,2.0,42.0,2.0,21.8458,2.0,35.1114
-33.9975,-169.9923,2.0,44.0,2.0,21.6669,2.0,35.1185
-33.9975,-169.9923,2.0,46.0,2.0,20.6577,2.0,35.1693
-33.9975,-169.9923,2.0,48.0,2.0,19.4267,2.0,35.2564
-33.9975,-169.9923,2.0,50.0,2.0,18.8615,2.0,35.3061
