lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-10.1445,191.0207,4.0,0.0,nan,-99.0,nan,-99.0
-10.1445,191.0207,4.0,2.0,nan,-99.0,nan,-99.0
-10.1445,191.0207,2.0,4.0,2.0,29.2025,2.0,35.5637
-10.1445,191.0207,2.0,6.0,2.0,29.2034,2.0,35.5639
-10.1445,191.0207,2.0,8.0,2.0,29.2034,2.0,35.5639
-10.1445,191.0207,2.0,10.0,2.0,29.2043,2.0,35.5639
-10.1445,191.0207,2.0,12.0,2.0,29.2049,2.0,35.564
-10.1445,191.0207,2.0,14.0,2.0,29.2054,2.0,35.5641
-10.1445,191.0207,2.0,16.0,2.0,29.2058,2.0,35.5641
-10.1445,191.0207,2.0,18.0,2.0,29.2062,2.0,35.5641
-10.1445,191.0207,2.0,20.0,2.0,29.2064,2.0,35.5643
-10.1445,191.0207,2.0,22.0,2.0,29.2069,2.0,35.5643
-10.1445,191.0207,2.0,24.0,2.0,29.2076,2.0,35.5642
-10.1445,191.0207,2.0,26.0,2.0,29.2081,2.0,35.564
-10.1445,191.0207,2.0,28.0,2.0,29.2087,2.0,35.5639
-10.1445,191.0207,2.0,30.0,2.0,29.2092,2.0,35.564
-10.1445,191.0207,2.0,32.0,2.0,29.2095,2.0,35.5639
-10.1445,191.0207,2.0,34.0,2.0,29.2106,2.0,35.5642
-10.1445,191.0207,2.0,36.0,2.0,29.2107,2.0,35.5642
-10.1445,191.0207,2.0,38.0,2.0,29.2112,2.0,35.5642
-10.1445,191.0207,2.0,40.0,2.0,29.2113,2.0,35.5643
-10.1445,191.0207,2.0,42.0,2.0,29.2116,2.0,35.5642
-10.1445,191.0207,2.0,44.0,2.0,29.2122,2.0,35.5643
-10.1445,191.0207,2.0,46.0,2.0,29.2128,2.0,35.5642
-10.1445,191.0207,2.0,48.0,2.0,29.2131,2.0,35.5641
-10.1445,191.0207,2.0,50.0,2.0,29.2133,2.0,35.5643
-10.1445,191.0207,2.0,52.0,2.0,29.2137,2.0,35.5643
-10.1445,191.0207,2.0,54.0,2.0,29.2139,2.0,35.5643
-10.1445,191.0207,2.0,56.0,2.0,29.2144,2.0,35.5644
-10.1445,191.0207,2.0,58.0,2.0,29.2151,2.0,35.5644
-10.1445,191.0207,2.0,60.0,2.0,29.2154,2.0,35.5644
-10.1445,191.0207,2.0,62.0,2.0,29.215,2.0,35.5643
-10.1445,191.0207,2.0,64.0,2.0,29.2154,2.0,35.5645
-10.1445,191.0207,2.0,66.0,2.0,29.2157,2.0,35.5645
-10.1445,191.0207,2.0,68.0,2.0,29.2162,2.0,35.5645
-10.1445,191.0207,2.0,70.0,2.0,29.2162,2.0,35.5641
-10.1445,191.0207,2.0,72.0,2.0,29.2167,2.0,35.5641
-10.1445,191.0207,2.0,74.0,2.0,29.2177,2.0,35.5644
-10.1445,191.0207,2.0,76.0,2.0,29.2181,2.0,35.5643
-10.1445,191.0207,2.0,78.0,2.0,29.2178,2.0,35.5643
-10.1445,191.0207,2.0,80.0,2.0,29.2178,2.0,35.5644
-10.1445,191.0207,2.0,82.0,2.0,29.2181,2.0,35.5645
-10.1445,191.0207,2.0,84.0,2.0,29.2187,2.0,35.5646
-10.1445,191.0207,2.0,86.0,2.0,29.2191,2.0,35.5645
-10.1445,191.0207,2.0,88.0,2.0,29.0774,2.0,35.6754
-10.1445,191.0207,2.0,90.0,2.0,28.7096,2.0,35.8435
-10.1445,191.0207,2.0,92.0,2.0,28.634,2.0,35.8562
-10.1445,191.0207,2.0,94.0,2.0,28.5458,2.0,35.8673
-10.1445,191.0207,2.0,96.0,2.0,28.3308,2.0,35.9105
-10.1445,191.0207,2.0,98.0,2.0,28.1973,2.0,35.9192
-10.1445,191.0207,2.0,100.0,2.0,28.1274,2.0,35.9204
-10.1445,191.0207,2.0,102.0,2.0,28.094,2.0,35.9211
-10.1445,191.0207,2.0,104.0,2.0,28.0362,2.0,35.9272
-10.1445,191.0207,2.0,106.0,2.0,27.9467,2.0,35.9344
-10.1445,191.0207,2.0,108.0,2.0,27.8598,2.0,35.9408
-10.1445,191.0207,2.0,110.0,2.0,27.7752,2.0,35.9463
-10.1445,191.0207,2.0,112.0,2.0,27.6831,2.0,35.9544
-10.1445,191.0207,2.0,114.0,2.0,27.5143,2.0,35.9716
-10.1445,191.0207,2.0,116.0,2.0,27.0582,2.0,36.0265
-10.1445,191.0207,2.0,118.0,2.0,26.8072,2.0,36.0568
-10.1445,191.0207,2.0,120.0,2.0,26.7281,2.0,36.066
-10.1445,191.0207,2.0,122.0,2.0,26.6046,2.0,36.0797
-10.1445,191.0207,2.0,124.0,2.0,26.4563,2.0,36.0946
-10.1445,191.0207,2.0,126.0,2.0,26.3335,2.0,36.1057
-10.1445,191.0207,2.0,128.0,2.0,26.2199,2.0,36.118
-10.1445,191.0207,2.0,130.0,2.0,25.9864,2.0,36.141
