lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-23.9812,-170.0033,2.0,0.0,5.0,,5.0,
-23.9812,-170.0033,2.0,2.0,5.0,,5.0,
-23.9812,-170.0033,2.0,4.0,5.0,,5.0,
-23.9812,-170.0033,2.0,6.0,2.0,27.4978,2.0,34.7847
-23.9812,-170.0033,2.0,8.0,2.0,27.4954,2.0,34.7846
-23.9812,-170.0033,2.0,10.0,2.0,27.4993,2.0,34.7846
-23.9812,-170.0033,2.0,12.0,2.0,27.4914,2.0,34.7845
-23.9812,-170.0033,2.0,14.0,2.0,27.4464,2.0,34.786
-23.9812,-170.0033,2.0,16.0,2.0,27.421,2.0,34.7869
-23.9812,-170.0033,2.0,18.0,2.0,27.3933,2.0,34.7879
-23.9812,-170.0033,2.0,20.0,2.0,27.3699,2.0,34.7887
-23.9812,-170.0033,2.0,22.0,2.0,27.3411,2.0,34.7921
-23.9812,-170.0033,2.0,24.0,2.0,27.2459,2.0,34.8197
-23.9812,-170.0033,2.0,26.0,2.0,26.9095,2.0,34.9095
-23.9812,-170.0033,2.0,28.0,2.0,26.5681,2.0,34.9759
-23.9812,-170.0033,2.0,30.0,2.0,26.3647,2.0,35.0102
-23.9812,-170.0033,2.0,32.0,2.0,25.7352,2.0,35.0988
-23.9812,-170.0033,2.0,34.0,2.0,25.4073,2.0,35.1391
-23.9812,-170.0033,2.0,36.0,2.0,25.0636,2.0,35.189
-23.9812,-170.0033,2.0,38.0,2.0,24.8584,2.0,35.2194
-23.9812,-170.0033,2.0,40.0,2.0,24.6651,2.0,35.2331
-23.9812,-170.0033,2.0,42.0,2.0,24.5896,2.0,35.2393
-23.9812,-170.0033,2.0,44.0,2.0,24.4894,2.0,35.2424
-23.9812,-170.0033,2.0,46.0,2.0,24.3573,2.0,35.247
-23.9812,-170.0033,2.0,48.0,2.0,24.2018,2.0,35.2717
-23.9812,-170.0033,2.0,50.0,2.0,24.0739,2.0,35.2797
-23.9812,-170.0033,2.0,52.0,2.0,23.96,2.0,35.2962
-23.9812,-170.0033,2.0,54.0,2.0,23.7791,2.0,35.3251
-23.9812,-170.0033,2.0,56.0,2.0,23.6967,2.0,35.3332
-23.9812,-170.0033,2.0,58.0,2.0,23.6083,2.0,35.3475
-23.9812,-170.0033,2.0,60.0,2.0,23.4922,2.0,35.3671
-23.9812,-170.0033,2.0,62.0,2.0,23.4146,2.0,35.3741
