lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-34.5042,-170.0052,2.0,8.4,2.0,18.5136,6.0,35.5364
-34.5042,-170.0052,2.0,9.0,2.0,18.5111,2.0,35.536
-34.5042,-170.0052,2.0,10.0,2.0,18.5026,2.0,35.5344
-34.5042,-170.0052,2.0,11.0,2.0,18.4983,2.0,35.5333
-34.5042,-170.0052,2.0,12.0,6.0,18.4986,6.0,35.5334
-34.5042,-170.0052,2.0,13.0,6.0,18.4991,6.0,35.5335
-34.5042,-170.0052,2.0,14.0,6.0,18.4996,6.0,35.5336
-34.5042,-170.0052,2.0,15.0,6.0,18.5004,6.0,35.5338
-34.5042,-170.0052,2.0,16.0,2.0,18.4992,2.0,35.5335
-34.5042,-170.0052,2.0,17.0,6.0,18.494,6.0,35.5322
-34.5042,-170.0052,2.0,18.0,6.0,18.4884,6.0,35.5309
-34.5042,-170.0052,2.0,19.0,6.0,18.4829,6.0,35.5296
-34.5042,-170.0052,2.0,20.0,6.0,18.4775,6.0,35.5283
-34.5042,-170.0052,2.0,21.0,6.0,18.472,6.0,35.527
-34.5042,-170.0052,2.0,22.0,2.0,18.4662,2.0,35.5257
-34.5042,-170.0052,2.0,23.0,2.0,18.4555,2.0,35.5233
-34.5042,-170.0052,2.0,24.0,2.0,18.4454,2.0,35.5208
-34.5042,-170.0052,2.0,25.0,2.0,18.4389,2.0,35.519
-34.5042,-170.0052,2.0,26.0,6.0,18.4353,6.0,35.518
-34.5042,-170.0052,2.0,27.0,6.0,18.4312,6.0,35.5172
-34.5042,-170.0052,2.0,28.0,6.0,18.4271,6.0,35.5164
-34.5042,-170.0052,2.0,29.0,6.0,18.4232,6.0,35.5156
-34.5042,-170.0052,2.0,30.0,2.0,18.4096,2.0,35.5127
-34.5042,-170.0052,2.0,31.0,2.0,18.4002,2.0,35.5104
-34.5042,-170.0052,2.0,32.0,2.0,18.4,2.0,35.5102
-34.5042,-170.0052,2.0,33.0,2.0,18.399,2.0,35.5099
-34.5042,-170.0052,2.0,34.0,2.0,18.394,2.0,35.5087
-34.5042,-170.0052,2.0,35.0,2.0,18.3915,2.0,35.5082
-34.5042,-170.0052,2.0,36.0,2.0,18.3902,2.0,35.5079
-34.5042,-170.0052,2.0,37.0,2.0,18.3903,2.0,35.5078
-34.5042,-170.0052,2.0,38.0,2.0,18.3905,2.0,35.5079
-34.5042,-170.0052,2.0,39.0,2.0,18.3895,2.0,35.5075
-34.5042,-170.0052,2.0,40.0,2.0,18.3883,2.0,35.5072
-34.5042,-170.0052,2.0,41.0,2.0,18.3869,2.0,35.5066
-34.5042,-170.0052,2.0,42.0,2.0,18.3878,2.0,35.5069
-34.5042,-170.0052,2.0,43.0,2.0,18.3877,2.0,35.5068
-34.5042,-170.0052,2.0,44.0,2.0,18.3888,2.0,35.5069
-34.5042,-170.0052,2.0,45.0,2.0,18.3891,2.0,35.5069
-34.5042,-170.0052,2.0,46.0,2.0,18.3897,2.0,35.507
-34.5042,-170.0052,2.0,47.0,2.0,18.3874,2.0,35.5062
-34.5042,-170.0052,2.0,48.0,2.0,18.3876,2.0,35.5063
-34.5042,-170.0052,2.0,49.0,2.0,18.3874,2.0,35.5061
-34.5042,-170.0052,2.0,50.0,2.0,18.3896,2.0,35.5068
-34.5042,-170.0052,2.0,51.0,2.0,18.3906,2.0,35.5069
-34.5042,-170.0052,2.0,52.0,2.0,18.3899,2.0,35.5067
-34.5042,-170.0052,2.0,53.0,2.0,18.3909,2.0,35.5068
-34.5042,-170.0052,2.0,54.0,2.0,18.3904,2.0,35.5067
-34.5042,-170.0052,2.0,55.0,2.0,18.3905,2.0,35.5067
-34.5042,-170.0052,2.0,56.0,2.0,18.3881,2.0,35.5061
-34.5042,-170.0052,2.0,57.0,2.0,18.3867,2.0,35.5055
-34.5042,-170.0052,2.0,58.0,2.0,18.3851,2.0,35.5051
