lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-35.0076,190.0073,4.0,0.0,nan,-99.0,nan,-99.0
-35.0076,190.0073,4.0,2.0,nan,-99.0,nan,-99.0
-35.0076,190.0073,4.0,4.0,nan,-99.0,nan,-99.0
-35.0076,190.0073,2.0,6.0,2.0,16.9392,2.0,35.1422
-35.0076,190.0073,2.0,8.0,2.0,16.9412,2.0,35.1422
-35.0076,190.0073,2.0,10.0,2.0,16.9421,2.0,35.1423
-35.0076,190.0073,2.0,12.0,2.0,16.9404,2.0,35.1423
-35.0076,190.0073,2.0,14.0,2.0,16.9332,2.0,35.1406
-35.0076,190.0073,2.0,16.0,2.0,16.933,2.0,35.1406
-35.0076,190.0073,2.0,18.0,2.0,16.9339,2.0,35.1407
-35.0076,190.0073,2.0,20.0,2.0,16.9299,2.0,35.1398
-35.0076,190.0073,2.0,22.0,2.0,16.9283,2.0,35.1398
-35.0076,190.0073,2.0,24.0,2.0,16.9287,2.0,35.14
-35.0076,190.0073,2.0,26.0,2.0,16.9285,2.0,35.1399
-35.0076,190.0073,2.0,28.0,2.0,16.9277,2.0,35.1397
-35.0076,190.0073,2.0,30.0,2.0,16.928,2.0,35.1396
-35.0076,190.0073,2.0,32.0,2.0,16.9289,2.0,35.1397
-35.0076,190.0073,2.0,34.0,2.0,16.934,2.0,35.1416
-35.0076,190.0073,2.0,36.0,2.0,16.935,2.0,35.1417
-35.0076,190.0073,2.0,38.0,2.0,16.9312,2.0,35.1409
-35.0076,190.0073,2.0,40.0,2.0,16.9286,2.0,35.1402
-35.0076,190.0073,2.0,42.0,2.0,16.9335,2.0,35.1416
-35.0076,190.0073,2.0,44.0,2.0,16.9518,2.0,35.1477
-35.0076,190.0073,2.0,46.0,2.0,16.9559,2.0,35.149
-35.0076,190.0073,2.0,48.0,2.0,16.976,2.0,35.155
-35.0076,190.0073,2.0,50.0,2.0,16.974,2.0,35.1542
-35.0076,190.0073,2.0,52.0,2.0,16.9606,2.0,35.1509
-35.0076,190.0073,2.0,54.0,2.0,16.9929,2.0,35.1608
-35.0076,190.0073,2.0,56.0,2.0,17.0565,2.0,35.1817
-35.0076,190.0073,2.0,58.0,2.0,17.0642,2.0,35.1847
-35.0076,190.0073,2.0,60.0,2.0,17.1524,2.0,35.2134
-35.0076,190.0073,2.0,62.0,2.0,17.1683,2.0,35.2182
-35.0076,190.0073,2.0,64.0,2.0,17.1799,2.0,35.2229
-35.0076,190.0073,2.0,66.0,2.0,17.1883,2.0,35.2272
-35.0076,190.0073,2.0,68.0,2.0,17.1895,2.0,35.2283
-35.0076,190.0073,2.0,70.0,2.0,17.187,2.0,35.2281
-35.0076,190.0073,2.0,72.0,2.0,17.1851,2.0,35.2282
-35.0076,190.0073,2.0,74.0,2.0,17.1868,2.0,35.2292
-35.0076,190.0073,2.0,76.0,2.0,17.1889,2.0,35.2312
-35.0076,190.0073,2.0,78.0,2.0,17.1924,2.0,35.233
-35.0076,190.0073,2.0,80.0,2.0,17.1935,2.0,35.2336
-35.0076,190.0073,2.0,82.0,2.0,17.1925,2.0,35.2334
-35.0076,190.0073,2.0,84.0,2.0,17.1917,2.0,35.2334
-35.0076,190.0073,2.0,86.0,2.0,17.1891,2.0,35.2331
-35.0076,190.0073,2.0,88.0,2.0,17.187,2.0,35.2327
-35.0076,190.0073,2.0,90.0,2.0,17.1913,2.0,35.2344
-35.0076,190.0073,2.0,92.0,2.0,17.1872,2.0,35.2351
-35.0076,190.0073,2.0,94.0,2.0,17.1499,2.0,35.2306
-35.0076,190.0073,2.0,96.0,2.0,17.121,2.0,35.2245
