lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-11.9981,-170.0027,2.0,5.0,2.0,29.3478,2.0,34.6783
-11.9981,-170.0027,2.0,6.0,6.0,29.3487,6.0,34.6784
-11.9981,-170.0027,2.0,7.0,6.0,29.3491,6.0,34.6784
-11.9981,-170.0027,2.0,8.0,6.0,29.3494,6.0,34.6783
-11.9981,-170.0027,2.0,9.0,6.0,29.3497,6.0,34.6782
-11.9981,-170.0027,2.0,10.0,6.0,29.35,6.0,34.6782
-11.9981,-170.0027,2.0,11.0,6.0,29.3503,6.0,34.6781
-11.9981,-170.0027,2.0,12.0,2.0,29.3504,2.0,34.678
-11.9981,-170.0027,2.0,13.0,6.0,29.3506,6.0,34.6779
-11.9981,-170.0027,2.0,14.0,6.0,29.3511,6.0,34.6779
-11.9981,-170.0027,2.0,15.0,6.0,29.3516,6.0,34.6779
-11.9981,-170.0027,2.0,16.0,6.0,29.352,6.0,34.6779
-11.9981,-170.0027,2.0,17.0,6.0,29.3525,6.0,34.6779
-11.9981,-170.0027,2.0,18.0,6.0,29.353,6.0,34.6779
-11.9981,-170.0027,2.0,19.0,6.0,29.3536,6.0,34.6779
-11.9981,-170.0027,2.0,20.0,2.0,29.3539,2.0,34.6778
-11.9981,-170.0027,2.0,21.0,6.0,29.3547,6.0,34.6778
-11.9981,-170.0027,2.0,22.0,2.0,29.3549,2.0,34.6778
-11.9981,-170.0027,2.0,23.0,2.0,29.3545,2.0,34.6779
-11.9981,-170.0027,2.0,24.0,2.0,29.3545,2.0,34.678
-11.9981,-170.0027,2.0,25.0,2.0,29.3553,2.0,34.6781
-11.9981,-170.0027,2.0,26.0,2.0,29.3567,2.0,34.6779
-11.9981,-170.0027,2.0,27.0,6.0,29.3568,6.0,34.6778
-11.9981,-170.0027,2.0,28.0,2.0,29.3561,2.0,34.6784
-11.9981,-170.0027,2.0,29.0,2.0,29.3584,2.0,34.6805
-11.9981,-170.0027,2.0,30.0,2.0,29.3605,2.0,34.6851
-11.9981,-170.0027,2.0,31.0,6.0,29.3696,6.0,34.6978
-11.9981,-170.0027,2.0,32.0,2.0,29.3764,2.0,34.7141
-11.9981,-170.0027,2.0,33.0,2.0,29.3798,2.0,34.7286
