lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
3.4938,-168.7465,2.0,0.0,2.0,29.8209,2.0,34.4542
3.4938,-168.7465,2.0,2.0,2.0,29.8184,2.0,34.4549
3.4938,-168.7465,2.0,4.0,2.0,29.7359,2.0,34.4548
3.4938,-168.7465,2.0,6.0,2.0,29.7045,2.0,34.4571
3.4938,-168.7465,2.0,8.0,2.0,29.6955,2.0,34.4604
3.4938,-168.7465,2.0,10.0,2.0,29.6921,2.0,34.4632
3.4938,-168.7465,2.0,12.0,2.0,29.6816,2.0,34.4614
3.4938,-168.7465,2.0,14.0,2.0,29.6799,2.0,34.4618
3.4938,-168.7465,2.0,16.0,2.0,29.6786,2.0,34.462
3.4938,-168.7465,2.0,18.0,2.0,29.6873,2.0,34.4706
3.4938,-168.7465,2.0,20.0,2.0,29.7023,2.0,34.4882
3.4938,-168.7465,2.0,22.0,2.0,29.7188,2.0,34.5118
3.4938,-168.7465,2.0,24.0,2.0,29.7408,2.0,34.5368
3.4938,-168.7465,2.0,26.0,2.0,29.7938,2.0,34.6119
3.4938,-168.7465,2.0,28.0,2.0,29.8097,2.0,34.6464
3.4938,-168.7465,2.0,30.0,2.0,29.8065,2.0,34.6689
3.4938,-168.7465,2.0,32.0,2.0,29.7776,2.0,34.6832
3.4938,-168.7465,2.0,34.0,2.0,29.7213,2.0,34.7262
3.4938,-168.7465,2.0,36.0,2.0,29.6875,2.0,34.7728
3.4938,-168.7465,2.0,38.0,2.0,29.6013,2.0,34.8433
3.4938,-168.7465,2.0,40.0,2.0,29.5632,2.0,34.867
3.4938,-168.7465,2.0,42.0,2.0,29.5571,2.0,34.9218
3.4938,-168.7465,2.0,44.0,2.0,29.5403,2.0,34.9744
3.4938,-168.7465,2.0,46.0,2.0,29.4782,2.0,34.9963
3.4938,-168.7465,2.0,48.0,2.0,29.4747,2.0,35.0045
3.4938,-168.7465,2.0,50.0,2.0,29.436,2.0,35.0073
3.4938,-168.7465,2.0,52.0,2.0,29.3691,2.0,35.0037
3.4938,-168.7465,2.0,54.0,2.0,29.3153,2.0,34.9867
3.4938,-168.7465,2.0,56.0,2.0,29.302,2.0,34.9847
3.4938,-168.7465,2.0,58.0,2.0,29.2613,2.0,34.9831
3.4938,-168.7465,2.0,60.0,2.0,29.2084,2.0,34.9692
3.4938,-168.7465,2.0,62.0,2.0,29.1605,2.0,34.9686
3.4938,-168.7465,2.0,64.0,2.0,29.0941,2.0,34.9875
3.4938,-168.7465,2.0,66.0,2.0,29.0429,2.0,34.9978
3.4938,-168.7465,2.0,68.0,2.0,29.0185,2.0,34.9986
3.4938,-168.7465,2.0,70.0,2.0,29.011,2.0,35.0017
3.4938,-168.7465,2.0,72.0,2.0,28.9905,2.0,35.0119
3.4938,-168.7465,2.0,74.0,2.0,29.0035,2.0,35.0278
3.4938,-168.7465,2.0,76.0,2.0,29.0177,2.0,35.0389
3.4938,-168.7465,2.0,78.0,2.0,29.0568,2.0,35.072
3.4938,-168.7465,2.0,80.0,2.0,29.0567,2.0,35.1014
3.4938,-168.7465,2.0,82.0,2.0,29.0506,2.0,35.1123
3.4938,-168.7465,2.0,84.0,2.0,29.0379,2.0,35.1143
3.4938,-168.7465,2.0,86.0,2.0,28.9455,2.0,35.1051
3.4938,-168.7465,2.0,88.0,2.0,28.8215,2.0,35.0861
3.4938,-168.7465,2.0,90.0,2.0,28.683,2.0,35.0773
3.4938,-168.7465,2.0,92.0,2.0,28.6505,2.0,35.0808
3.4938,-168.7465,2.0,94.0,2.0,28.6495,2.0,35.0922
3.4938,-168.7465,2.0,96.0,2.0,28.6222,2.0,35.0911
3.4938,-168.7465,2.0,98.0,2.0,28.5969,2.0,35.1121
3.4938,-168.7465,2.0,100.0,2.0,28.5962,2.0,35.1438
3.4938,-168.7465,2.0,102.0,2.0,28.5943,2.0,35.1578
3.4938,-168.7465,2.0,104.0,2.0,28.4698,2.0,35.1413
3.4938,-168.7465,2.0,106.0,2.0,28.2829,2.0,35.1088
3.4938,-168.7465,2.0,108.0,2.0,28.0443,2.0,35.0431
3.4938,-168.7465,2.0,110.0,2.0,27.7244,2.0,34.9813
3.4938,-168.7465,2.0,112.0,2.0,27.4565,2.0,34.9283
3.4938,-168.7465,2.0,114.0,2.0,27.2826,2.0,34.8929
3.4938,-168.7465,2.0,116.0,2.0,27.1693,2.0,34.8923
