lat,lon,pressure_qc,pressure,temp_qc,temp,salinity_qc,salinity
-48.9955,-170.0038,2.0,7.0,2.0,10.2051,2.0,34.4767
-48.9955,-170.0038,2.0,8.0,2.0,10.2036,2.0,34.4768
-48.9955,-170.0038,2.0,9.0,2.0,10.2044,2.0,34.4768
-48.9955,-170.0038,2.0,10.0,6.0,10.2049,6.0,34.4767
-48.9955,-170.0038,2.0,11.0,6.0,10.2049,6.0,34.4765
-48.9955,-170.0038,2.0,12.0,6.0,10.2049,6.0,34.4763
-48.9955,-170.0038,2.0,13.0,6.0,10.2049,6.0,34.4761
-48.9955,-170.0038,2.0,14.0,6.0,10.2049,6.0,34.476
-48.9955,-170.0038,2.0,15.0,6.0,10.2048,6.0,34.4762
-48.9955,-170.0038,2.0,16.0,6.0,10.2046,6.0,34.4763
-48.9955,-170.0038,2.0,17.0,2.0,10.2044,2.0,34.4764
-48.9955,-170.0038,2.0,18.0,6.0,10.2046,6.0,34.4765
-48.9955,-170.0038,2.0,19.0,6.0,10.2053,6.0,34.4765
-48.9955,-170.0038,2.0,20.0,6.0,10.2061,6.0,34.4766
-48.9955,-170.0038,2.0,21.0,6.0,10.2069,6.0,34.4767
-48.9955,-170.0038,2.0,22.0,6.0,10.2074,6.0,34.4767
-48.9955,-170.0038,2.0,23.0,6.0,10.2067,6.0,34.4766
-48.9955,-170.0038,2.0,24.0,6.0,10.206,6.0,34.4765
-48.9955,-170.0038,2.0,25.0,2.0,10.2059,6.0,34.4764
-48.9955,-170.0038,2.0,26.0,6.0,10.2058,6.0,34.4763
-48.9955,-170.0038,2.0,27.0,6.0,10.2057,6.0,34.4763
-48.9955,-170.0038,2.0,28.0,6.0,10.2055,6.0,34.4763
-48.9955,-170.0038,2.0,29.0,2.0,10.2053,2.0,34.4763
-48.9955,-170.0038,2.0,30.0,2.0,10.2053,2.0,34.4764
-48.9955,-170.0038,2.0,31.0,2.0,10.2047,2.0,34.4763
-48.9955,-170.0038,2.0,32.0,2.0,10.2044,2.0,34.4763
-48.9955,-170.0038,2.0,33.0,2.0,10.2044,2.0,34.4762
-48.9955,-170.0038,2.0,34.0,2.0,10.2045,2.0,34.4762
-48.9955,-170.0038,2.0,35.0,6.0,10.2049,6.0,34.4762
-48.9955,-170.0038,2.0,36.0,6.0,10.2051,6.0,34.4763
-48.9955,-170.0038,2.0,37.0,6.0,10.2053,6.0,34.4763
-48.9955,-170.0038,2.0,38.0,2.0,10.2054,2.0,34.4763
-48.9955,-170.0038,2.0,39.0,2.0,10.2052,2.0,34.4762
-48.9955,-170.0038,2.0,40.0,6.0,10.205,6.0,34.4762
-48.9955,-170.0038,2.0,41.0,6.0,10.2047,6.0,34.4761
-48.9955,-170.0038,2.0,42.0,6.0,10.2043,6.0,34.476
-48.9955,-170.0038,2.0,43.0,6.0,10.2041,6.0,34.476
-48.9955,-170.0038,2.0,44.0,6.0,10.2026,6.0,34.4757
-48.9955,-170.0038,2.0,45.0,6.0,10.201,6.0,34.4754
-48.9955,-170.0038,2.0,46.0,6.0,10.1994,6.0,34.4751
-48.9955,-170.0038,2.0,47.0,6.0,10.1977,6.0,34.4748
-48.9955,-170.0038,2.0,48.0,6.0,10.1961,6.0,34.4745
-48.9955,-170.0038,2.0,49.0,6.0,10.1945,6.0,34.4742
-48.9955,-170.0038,2.0,50.0,6.0,10.1928,6.0,34.4739
-48.9955,-170.0038,2.0,51.0,6.0,10.1912,6.0,34.4736
-48.9955,-170.0038,2.0,52.0,6.0,10.1895,6.0,34.4733
-48.9955,-170.0038,2.0,53.0,2.0,10.1885,2.0,34.4731
-48.9955,-170.0038,2.0,54.0,2.0,10.1884,2.0,34.473
-48.9955,-170.0038,2.0,55.0,2.0,10.1887,2.0,34.473
-48.9955,-170.0038,2.0,56.0,2.0,10.1907,2.0,34.4732
-48.9955,-170.0038,2.0,57.0,6.0,10.1887,6.0,34.4729
-48.9955,-170.0038,2.0,58.0,6.0,10.1882,6.0,34.4728
-48.9955,-170.0038,2.0,59.0,6.0,10.1876,6.0,34.4726
-48.9955,-170.0038,2.0,60.0,2.0,10.1863,2.0,34.4723
-48.9955,-170.0038,2.0,61.0,6.0,10.181,6.0,34.4715
-48.9955,-170.0038,2.0,62.0,6.0,10.1775,6.0,34.471
-48.9955,-170.0038,2.0,63.0,6.0,10.174,6.0,34.4705
-48.9955,-170.0038,2.0,64.0,6.0,10.1705,6.0,34.4701
-48.9955,-170.0038,2.0,65.0,6.0,10.1672,6.0,34.4696
-48.9955,-170.0038,2.0,66.0,2.0,10.1624,2.0,34.4691
-48.9955,-170.0038,2.0,67.0,6.0,10.1598,6.0,34.4688
-48.9955,-170.0038,2.0,68.0,6.0,10.1573,6.0,34.4686
-48.9955,-170.0038,2.0,69.0,6.0,10.1547,6.0,34.4683
-48.9955,-170.0038,2.0,70.0,6.0,10.152,6.0,34.468
-48.9955,-170.0038,2.0,71.0,6.0,10.1389,6.0,34.4665
-48.9955,-170.0038,2.0,72.0,6.0,10.1183,6.0,34.464
-48.9955,-170.0038,2.0,73.0,6.0,10.0979,6.0,34.4616
-48.9955,-170.0038,2.0,74.0,6.0,10.0775,6.0,34.4591
-48.9955,-170.0038,2.0,75.0,6.0,10.0571,6.0,34.4566
-48.9955,-170.0038,2.0,76.0,6.0,10.0368,6.0,34.4541
-48.9955,-170.0038,2.0,77.0,6.0,10.0164,6.0,34.4516
-48.9955,-170.0038,2.0,78.0,6.0,9.996,6.0,34.4491
-48.9955,-170.0038,2.0,79.0,6.0,9.9756,6.0,34.4466
-48.9955,-170.0038,2.0,80.0,2.0,9.9594,2.0,34.4446
-48.9955,-170.0038,2.0,81.0,6.0,9.9471,6.0,34.4428
-48.9955,-170.0038,2.0,82.0,6.0,9.9248,6.0,34.4403
-48.9955,-170.0038,2.0,83.0,6.0,9.9031,6.0,34.4379
-48.9955,-170.0038,2.0,84.0,6.0,9.8813,6.0,34.4354
-48.9955,-170.0038,2.0,85.0,6.0,9.8596,6.0,34.433
-48.9955,-170.0038,2.0,86.0,6.0,9.8378,6.0,34.4305
-48.9955,-170.0038,2.0,87.0,6.0,9.8165,6.0,34.4281
-48.9955,-170.0038,2.0,88.0,2.0,9.7875,2.0,34.4256
-48.9955,-170.0038,2.0,89.0,2.0,9.7159,2.0,34.4242
-48.9955,-170.0038,2.0,90.0,2.0,9.6872,2.0,34.4252
-48.9955,-170.0038,2.0,91.0,2.0,9.6807,2.0,34.4249
-48.9955,-170.0038,2.0,92.0,2.0,9.682,2.0,34.4335
-48.9955,-170.0038,2.0,93.0,2.0,9.695,2.0,34.4475
