# Nova Canton Expedition Leg 3# Station: NC3_OM4_5650
# Latitude: -1.0275
# Longitude: -168.178
# Date Collected: 2024-04-19 00:00:00
# CTD Serial Number: 490
# name 0 = Latitude
# name 1 = Longitude
# name 2 = p: Pressure [db]
# name 3 = z: Depth [m]
# name 4 = tnc90C: Temperature [ITS-90 deg C]
# name 5 = SP:  Practical Salinity[PSU]
lat,lon,p,z,tnc90C,SP
-1.0275,-168.178,51.0,50.71354509249638,27.710687076899895,35.26220971415058
-1.0275,-168.178,52.99999999999999,52.702055816802414,27.575669261620853,35.255646989552105
-1.0275,-168.178,55.0,54.69054725014828,27.43938530124433,35.249603344055785
-1.0275,-168.178,56.99999999999999,56.67901939372474,27.299495069720088,35.24474495457662
-1.0275,-168.178,59.0,58.667472248722525,27.15371357916557,35.24179125043939
-1.0275,-168.178,61.00000000000001,60.65590581633225,27.00059494234134,35.24121999607385
-1.0275,-168.178,63.00000000000001,62.64432009774446,26.83976450471559,35.24304470475891
-1.0275,-168.178,64.99999999999999,64.63271509414967,26.67126180617325,35.24717663517323
-1.0275,-168.178,67.00000000000001,66.62109080673832,26.49555762152736,35.25325984747877
-1.0275,-168.178,69.0,68.60944723670077,26.31347639388236,35.26061045896799
-1.0275,-168.178,71.00000000000001,70.5977843852273,26.12564445436482,35.26834363960716
-1.0275,-168.178,72.99999999999999,72.5861022535081,25.931640372750252,35.275872375558926
-1.0275,-168.178,74.99999999999999,74.57440084273341,25.730675546095213,35.282578355215755
-1.0275,-168.178,77.0,76.56268015409327,25.522158542859387,35.28775310577186
-1.0275,-168.178,78.99999999999999,78.55094018877769,25.30552701724852,35.291154501556804
-1.0275,-168.178,80.99999999999999,80.53918094797665,25.080313788999423,35.29281517218918
-1.0275,-168.178,83.00000000000001,82.52740243288005,24.846315448709166,35.29286609908406
-1.0275,-168.178,85.0,84.51560464467768,24.60374584545862,35.29159343394428
-1.0275,-168.178,87.00000000000003,86.5037875845593,24.35353727339008,35.28914365413573
-1.0275,-168.178,89.0,88.49195125371455,24.09708088985897,35.28556218983815
-1.0275,-168.178,91.0,90.48009565333314,23.83561265233202,35.2811098557406
-1.0275,-168.178,93.0,92.46822078460455,23.57019268953328,35.27604286952324
-1.0275,-168.178,95.0,94.45632664871826,23.30157693239521,35.27059971179035
-1.0275,-168.178,97.0,96.44441324686372,23.03039073042372,35.265199838019434
-1.0275,-168.178,99.0,98.43248058023023,22.757678090337084,35.26014722150143
-1.0275,-168.178,101.0,100.42052865000711,22.484968278351094,35.25539700616804
-1.0275,-168.178,103.0,102.40855745738352,22.213744596457,35.25090171308769
-1.0275,-168.178,104.99999999999996,104.3965670035486,21.945070074038917,35.2465514137558
-1.0275,-168.178,107.00000000000004,106.3845572896915,21.67929726842464,35.242340702751754
-1.0275,-168.178,109.00000000000004,108.37252831700116,21.416553430550707,35.23827568225079
-1.0275,-168.178,111.0,110.3604800866665,21.15717443506478,35.23393775635198
-1.0275,-168.178,113.0,112.34841259987644,20.900724127157687,35.22908772853806
-1.0275,-168.178,115.0,114.33632585781972,20.646488330564456,35.22355228399207
-1.0275,-168.178,117.0,116.32421986168517,20.39412393356097,35.2171069120737
-1.0275,-168.178,118.99999999999996,118.31209461266133,20.14332569051697,35.20965649210448
-1.0275,-168.178,121.0,120.29995011193688,19.89358254995079,35.20126923651982
-1.0275,-168.178,122.99999999999996,122.28778636070037,19.64438933360432,35.19230714893326
-1.0275,-168.178,124.99999999999996,124.27560336014017,19.39610437068228,35.182983944688594
-1.0275,-168.178,126.99999999999996,126.26340111144476,19.14973509078675,35.173360349943835
-1.0275,-168.178,128.99999999999997,128.25117961580244,18.906428610013545,35.163510693778
-1.0275,-168.178,131.0,130.23893887440144,18.66750007283904,35.15317218342317
-1.0275,-168.178,132.99999999999994,132.22667888842997,18.43406285480772,35.14203322755124
-1.0275,-168.178,135.0,134.21439965907618,18.206680392842063,35.12998842285563
-1.0275,-168.178,137.0,136.2021011875281,17.9853323171146,35.11697884980551
-1.0275,-168.178,138.99999999999997,138.1897834749737,17.76953765402879,35.10301855005656
-1.0275,-168.178,141.0,140.1774465226009,17.558593308772817,35.088156108732605
-1.0275,-168.178,143.0,142.16509033159755,17.351776020821788,35.07250047898801
-1.0275,-168.178,145.0,144.15271490315146,17.14854084499959,35.056277928169834
-1.0275,-168.178,146.99999999999997,146.14032023845036,16.948611348185416,35.03975499296315
-1.0275,-168.178,148.99999999999997,148.12790633868184,16.75178432742903,35.02315271539837
-1.0275,-168.178,151.0,150.1154732050335,16.557626128593046,35.00688475112319
-1.0275,-168.178,153.0,152.10302083869288,16.365938277660145,34.9913905349641
-1.0275,-168.178,155.0,154.0905492408474,16.17702495217773,34.97697635941374
-1.0275,-168.178,156.99999999999997,156.07805841268444,15.991666509632385,34.96386147550161
-1.0275,-168.178,159.00000000000003,158.0655483553913,15.811157343253248,34.951897213874
-1.0275,-168.178,160.99999999999994,160.05301907015516,15.63658857413108,34.94075068796939
-1.0275,-168.178,163.0,162.04047055816332,15.468550984659291,34.930177786624114
-1.0275,-168.178,164.99999999999997,164.02790282060283,15.307448958621864,34.91989417572735
-1.0275,-168.178,167.00000000000003,166.01531585866067,15.153109223967713,34.90970761406572
-1.0275,-168.178,169.00000000000003,168.00270967352392,15.00458732735333,34.89956161322892
-1.0275,-168.178,171.00000000000006,169.99008426637934,14.860562387281329,34.88953427652266
-1.0275,-168.178,173.00000000000003,171.97743963841387,14.719730186877944,34.87979658812163
-1.0275,-168.178,175.0,173.96477579081423,14.581092381493624,34.87058498346166
-1.0275,-168.178,176.99999999999997,175.95209272476708,14.44394289264388,34.86215990104937
-1.0275,-168.178,178.99999999999994,177.9393904414591,14.30783215144982,34.854749014141184
-1.0275,-168.178,181.0,179.92666894207693,14.172636469131152,34.84850465352176
-1.0275,-168.178,183.0,181.9139282278069,14.03846687914078,34.84354300382239
-1.0275,-168.178,185.0,183.90116829983555,13.905650707322671,34.83999636048579
-1.0275,-168.178,187.0,185.88838915934917,13.774906742622177,34.837828889376425
-1.0275,-168.178,189.00000000000003,187.87559080753408,13.647344197635586,34.836914199087055
-1.0275,-168.178,191.00000000000003,189.86277324557648,13.52415770558045,34.83714265773565
-1.0275,-168.178,193.0,191.84993647466257,13.406421116463234,34.838358960266206
-1.0275,-168.178,195.0,193.8370804959784,13.295116751056767,34.84034787681615
-1.0275,-168.178,197.00000000000003,195.82420531071,13.19106796246566,34.84292302768395
-1.0275,-168.178,199.0,197.81131092004324,13.094989492249423,34.84590480399434
-1.0275,-168.178,201.00000000000003,199.79839732516407,13.007553407976332,34.84909206598073
-1.0275,-168.178,203.0,201.78546452725837,12.929292648073558,34.85223675975192
-1.0275,-168.178,205.0,203.7725125275117,12.860368682971584,34.855057941946114
-1.0275,-168.178,207.0,205.75954132710996,12.800370427439626,34.85727987578462
-1.0275,-168.178,209.00000000000003,207.74655092723864,12.748338204550477,34.85872186914012
-1.0275,-168.178,211.00000000000003,209.73354132908327,12.703128218060732,34.859248084351584
-1.0275,-168.178,213.0,211.7205125338293,12.66347190991837,34.8589272680087
-1.0275,-168.178,215.00000000000003,213.7074645426623,12.628037683431254,34.85797763006495
-1.0275,-168.178,217.0,215.69439735676733,12.5956421926357,34.85661331230454
-1.0275,-168.178,219.0,217.68131097732996,12.565391544307762,34.85502811537049
-1.0275,-168.178,221.0,219.6682054055352,12.536773531966864,34.85325091993356
-1.0275,-168.178,223.00000000000003,221.65508064256824,12.50947519637212,34.851238602511394
-1.0275,-168.178,225.00000000000003,223.64193668961408,12.483182275917532,34.848896675703536
-1.0275,-168.178,227.0,225.62877354785775,12.45751967939467,34.846089951691944
-1.0275,-168.178,229.0,227.61559121848427,12.432032646354118,34.842683054029585
-1.0275,-168.178,231.00000000000003,229.6023897026785,12.406126206228803,34.83861047529522
-1.0275,-168.178,233.0,231.58916900162504,12.379126652854342,34.833971953087456
-1.0275,-168.178,235.0,233.5759291165088,12.35044691714206,34.828934674666364
-1.0275,-168.178,237.00000000000009,235.5626700485144,12.31969250445939,34.823665796358
-1.0275,-168.178,239.0,237.54939179882635,12.286608468996253,34.81838619419902
-1.0275,-168.178,241.0,239.5360943686292,12.251163067873325,34.81330454362169
-1.0275,-168.178,243.0000000000001,241.5227777591076,12.213558441083151,34.808592744424715
-1.0275,-168.178,245.0,243.5094419714456,12.174155660090443,34.80436084992981
-1.0275,-168.178,246.99999999999991,245.4960870068276,12.133381520908156,34.80073669053184
-1.0275,-168.178,249.00000000000009,247.4827128664382,12.091752505284582,34.79783604331019
-1.0275,-168.178,250.99999999999997,249.46931955146107,12.049855755954406,34.795703034160404
-1.0275,-168.178,253.0,251.4559070630807,12.008314473299366,34.794271769797106
-1.0275,-168.178,254.99999999999997,253.442475402481,11.967725250595144,34.79340174303412
-1.0275,-168.178,257.00000000000006,255.4290245708459,11.928527957232538,34.79302883112243
-1.0275,-168.178,258.99999999999994,257.41555456935936,11.89108955083697,34.79311841700077
-1.0275,-168.178,260.99999999999994,259.4020653992052,11.855734745982229,34.79357557531242
-1.0275,-168.178,263.0,261.38855706156727,11.822658025763095,34.79425837798707
-1.0275,-168.178,265.0,263.3750295576292,11.791947494094927,34.79499685088336
-1.0275,-168.178,266.99999999999994,265.36148288857464,11.763643346788491,34.79558279844171
-1.0275,-168.178,269.00000000000006,267.34791705558723,11.73771220683006,34.79574238794834
-1.0275,-168.178,271.0,269.33433205985034,11.713862103026171,34.79527571269331
-1.0275,-168.178,272.9999999999999,271.32072790254733,11.69153179903524,34.79413828851137
-1.0275,-168.178,275.00000000000006,273.3071045848619,11.670046641203747,34.792401474060334
-1.0275,-168.178,277.0,275.2934621079771,11.64871428160656,34.79027824728717
-1.0275,-168.178,278.99999999999994,277.27980047307614,11.627001445620124,34.787940297805555
-1.0275,-168.178,281.0,279.26611968134233,11.60451282759988,34.78551929394336
-1.0275,-168.178,283.00000000000006,281.2524197339587,11.580956372021388,34.78317936087611
-1.0275,-168.178,284.99999999999994,283.23870063210813,11.556191699330302,34.781006363893184
-1.0275,-168.178,287.0,285.22496237697374,11.530155259727168,34.77909145158932
-1.0275,-168.178,289.0,287.2112049697384,11.502892953174216,34.77750747905319
-1.0275,-168.178,290.99999999999994,289.1974284115849,11.474602438692072,34.77625213004121
-1.0275,-168.178,293.0,291.18363270369605,11.44553993394494,34.77531896709163
-1.0275,-168.178,295.0,293.1698178472544,11.415978512489309,34.774710339873145
-1.0275,-168.178,296.99999999999994,295.1559838434427,11.386247464076458,34.774429771182454
-1.0275,-168.178,299.00000000000006,297.1421306934434,11.3568232654122,34.77438103299352
-1.0275,-168.178,301.0,299.1282583984391,11.32820280923409,34.77442946966897
-1.0275,-168.178,303.0,301.1143669596121,11.30081311435319,34.77445882375057
-1.0275,-168.178,305.0,303.1004563781448,11.274993837023336,34.77433175523694
-1.0275,-168.178,307.0,305.0865266552196,11.250958495628383,34.77391814842659
-1.0275,-168.178,308.99999999999994,307.07257779201825,11.228818277874552,34.773084119207944
-1.0275,-168.178,311.00000000000006,309.0586097897235,11.208530618812144,34.77171783876923
